0.0000000,0.000#0.900,4.000e+00,-00000602,000000654,1,000000004,000000314,000000000,000000000
-70,3,2,1,1,2,1,8,5,4,2,10,4,10,4,15,14,20,15,23,36,37,35,56,56,93,84,100,111,119,143,178,206,245,277,316,326,396,449,551,514,650,682,841,834,1114,1090,1336,1365,1581,1634,1890,1959,2217,2249,2630,2699,3109,3143,3546,3646,3969,3954,4346,4485,4878,5049,5265,5364,5810,5880,6142,6217,6462,6626,6695,6882,6934,6991,7093,7054,7101,7177,6936,7071,6925,6853,6714,6562,6454,6256,6108,5927,5533,5691,5129,5191,4679,4679,4271,4154,3874,3728,3285,3248,2942,2772,2510,2506,2105,1977,1717,1715,1493,1393,1176,1200,973,863,780,795,642,580,537,449,386,369,288,308,205,220,175,139,128,110,89,98,78,61,47,59,41,26,33,28,24,18,9,13,8,11,5,6,2,1,2,3,3,2,-1,1,-1,1,-2,2,-10,1,-1,1,-66
-70,2,3,1,1,1,2,3,8,3,5,6,8,3,11,12,13,15,23,23,25,36,41,48,60,76,93,99,108,131,122,186,180,248,249,330,310,420,404,505,549,591,686,781,849,1019,1111,1345,1330,1541,1599,1875,1890,2213,2201,2564,2622,3067,3124,3501,3568,3810,4033,4368,4383,4881,4839,5353,5261,5747,5787,6212,6136,6508,6479,6838,6680,7025,6872,7071,7077,7106,7065,7127,6975,6910,6918,6726,6675,6315,6460,5983,6088,5744,5545,5295,5126,4801,4650,4331,4266,3829,3872,3354,3282,2870,2953,2545,2491,2087,2114,1800,1742,1388,1496,1302,1170,917,964,829,797,603,651,488,528,377,391,321,290,216,207,167,174,102,132,115,85,72,71,62,47,24,43,24,38,24,19,17,10,6,8,9,5,3,2,1,4,2,3,1,-3,1,-2,2,-8,1,-1,1,-67
