1.8849556,0.000#0.730,4.167e-02,-00000006,000000007,0,000000001,000000312,000000000,000000000
-75,1,-1,1,2,1,-1,1,-2,1,-1,1,1,1,1,-4,1,3,4,3,2,1,1,1,4,1,4,4,3,7,8,8,8,13,6,9,8,8,12,13,18,18,16,12,20,21,17,30,19,23,20,21,31,25,29,35,27,36,19,39,36,28,36,34,35,40,43,43,44,54,35,51,50,45,54,51,44,46,41,41,45,52,46,40,56,47,55,39,37,39,43,36,46,45,44,53,39,38,46,34,42,30,39,24,36,31,27,16,27,11,25,16,21,31,23,20,24,25,12,20,11,9,16,11,11,7,10,8,7,12,9,1,4,4,3,3,5,3,3,4,2,-1,2,1,-1,3,2,-1,1,1,-2,2,1,1,-3,1,-3,1,-1,1,-1,1,-67
-92,1,-1,1,1,1,1,1,-2,1,-1,1,1,-1,2,-4,1,1,3,4,3,1,2,-1,3,2,1,6,4,5,8,7,9,9,11,7,5,9,8,16,14,18,19,13,16,21,19,22,29,20,17,22,26,23,27,35,34,28,26,30,48,29,34,29,37,34,48,41,44,47,41,42,54,43,52,53,53,43,41,38,46,49,51,38,50,51,50,45,35,46,41,38,36,52,44,53,43,38,38,43,36,38,33,33,28,33,31,23,18,19,20,21,16,25,33,21,19,25,21,12,15,12,16,11,10,10,8,9,9,8,9,6,4,3,3,3,5,3,3,4,3,1,2,1,-1,2,3,-2,2,-2,1,1,2,-3,1,-3,1,-2,1,1,-50
