0.0000000,0.000#0.460,1.300e+01,-00002159,000001897,1,000000013,000000312,000000000,000000000
-74,1,-2,1,-1,3,2,1,3,1,1,-1,2,-1,1,1,1,2,1,1,3,5,3,4,2,2,2,4,4,3,6,6,7,6,13,12,12,10,18,7,16,20,22,14,19,22,32,24,29,34,36,32,44,41,36,41,50,47,53,64,63,56,72,73,54,69,68,80,94,67,97,88,96,95,107,107,107,101,112,96,103,127,98,108,131,96,118,128,119,101,113,125,99,116,129,119,105,106,106,104,107,108,114,115,107,91,107,98,115,101,85,81,97,88,87,86,64,70,70,67,45,57,60,51,66,54,49,41,42,43,36,37,34,36,44,29,31,27,29,16,22,21,25,21,7,12,16,12,8,13,11,17,5,13,6,8,7,7,6,5,3,3,2,4,2,1,2,2,1,1,-1,1,1,-2,1,-4,1,3,-5,1,-1,1,-48
-74,1,-2,1,2,1,2,1,1,3,1,-2,2,1,1,2,1,1,1,4,4,2,5,3,1,4,2,3,4,9,3,5,8,8,17,11,11,11,14,17,18,19,17,14,27,25,32,26,34,40,30,39,45,34,43,44,54,52,65,61,54,78,67,76,48,74,78,82,79,95,88,106,83,113,102,107,103,103,101,101,129,97,111,105,121,133,113,117,101,128,109,117,102,129,121,95,116,110,96,106,109,120,108,97,106,103,98,110,107,77,89,97,92,84,88,67,65,59,77,50,55,52,59,62,57,42,49,45,38,43,33,30,39,37,35,28,31,20,26,21,22,23,23,6,12,13,16,11,9,8,20,8,11,9,5,9,4,7,5,3,3,2,4,1,2,4,-2,2,-2,2,-3,1,-3,3,1,-5,1,-1,1,-48
