0.0000000,0.000#0.670,1.400e+01,-00002263,000002133,1,000000014,000000314,000000000,000000000
-68,1,-3,1,-3,1,1,-1,2,-1,4,-2,1,1,2,2,2,2,5,3,1,2,3,3,2,4,4,5,4,12,4,3,8,7,7,11,9,10,13,15,17,20,18,18,27,16,22,28,32,29,26,41,39,38,48,42,53,49,73,57,63,74,81,61,73,82,82,98,92,81,93,93,99,94,93,110,111,111,141,132,107,124,121,122,120,134,127,122,131,110,122,125,119,125,116,109,132,112,121,116,121,123,91,109,111,113,107,104,97,104,85,100,82,67,85,76,69,76,47,52,59,65,49,45,42,45,31,44,44,34,25,25,20,40,23,26,18,22,13,24,10,14,10,14,13,15,12,5,6,2,3,3,6,4,6,5,-1,4,1,1,4,3,2,1,-2,3,2,1,1,-4,2,-1,1,-5,1,-1,1,-9,1,-47
-68,1,-4,1,-3,2,1,1,2,2,-3,2,-1,4,2,2,3,5,1,2,1,5,4,2,4,5,6,9,5,3,9,6,7,11,12,7,13,15,24,13,14,22,19,24,24,25,26,35,26,39,36,43,44,45,52,51,66,63,71,66,69,71,84,69,94,88,81,88,100,90,94,98,110,95,103,114,130,148,108,115,130,120,128,123,129,126,110,128,129,119,125,115,118,111,117,127,119,116,116,126,112,89,119,107,99,113,101,98,96,90,76,75,77,84,87,58,55,43,62,59,48,50,36,52,39,36,41,37,24,26,38,20,27,24,18,22,23,14,15,10,12,11,14,15,2,15,2,5,5,2,6,4,4,7,3,1,2,-1,2,5,1,2,-2,3,2,1,1,-4,2,-2,1,-4,1,-2,1,-8,1,-47
