0.0000000,0.000#0.810,1.400e+01,-00002308,000002088,1,000000014,000000314,000000000,000000000
-56,1,-8,1,-12,1,1,-3,2,1,-2,1,-1,1,-1,1,1,1,2,2,4,6,5,1,8,4,3,4,5,4,3,6,13,7,10,11,12,12,15,13,16,17,14,20,19,20,24,36,31,25,42,37,47,53,55,49,61,56,75,68,79,80,58,75,77,73,89,93,89,86,102,91,108,108,105,124,109,101,121,97,126,134,126,119,140,117,134,122,98,126,126,151,132,122,101,137,110,132,112,129,123,133,93,103,99,98,95,86,95,84,76,79,84,66,67,66,60,73,62,63,45,54,52,47,37,55,46,36,35,40,23,24,34,28,26,24,18,15,17,21,16,8,5,14,10,9,10,4,7,2,7,4,6,3,5,2,3,6,2,3,1,-3,2,-2,1,1,-5,1,-2,1,-60
-57,1,-6,1,-13,1,1,-2,1,-1,2,-1,1,-1,1,-1,1,-2,1,2,3,5,5,2,4,6,6,2,5,2,6,6,4,9,11,11,9,12,13,12,15,13,18,25,12,14,24,33,25,28,30,39,37,55,46,44,61,56,57,72,73,80,74,73,65,75,75,85,94,86,90,94,104,107,104,127,104,92,115,90,126,134,123,137,115,123,131,128,129,118,105,154,121,121,135,135,101,128,118,122,119,129,123,106,93,99,100,88,92,95,85,76,79,63,91,64,66,62,66,66,66,56,43,49,50,50,41,38,46,37,36,24,24,30,31,26,26,17,15,21,19,9,15,11,6,9,11,7,7,5,5,6,5,4,5,2,5,4,5,3,2,-1,1,-3,2,1,-2,1,-5,1,1,-61
