3.1415926,0.000#0.590,4.300e+01,-00006970,000006016,1,000000043,000000302,000000000,000000000
-45,1,-9,1,-6,1,-11,1,1,-1,1,-3,3,-2,3,3,1,2,1,2,3,4,3,3,2,3,2,5,3,4,7,4,2,7,8,9,6,11,7,5,12,8,11,10,7,9,10,11,15,23,17,23,13,16,28,17,23,18,29,22,25,39,31,34,31,30,47,41,41,31,39,30,29,37,26,41,45,41,35,41,43,58,47,50,37,44,52,41,52,47,47,40,48,57,43,41,45,41,39,46,41,39,56,53,55,57,36,42,46,41,51,39,37,42,34,36,40,38,34,35,19,32,22,27,23,34,24,17,26,18,26,16,19,22,17,18,17,20,20,15,15,11,17,14,13,17,13,7,4,6,5,4,6,4,2,6,1,5,2,5,3,3,2,2,2,3,1,2,3,4,1,1,1,2,2,1,1,-4,1,-1,1,-3,1,-3,1,-2,1,-24,1,-12
-44,1,-10,1,-7,1,-11,2,1,-3,2,-1,1,-1,3,3,1,2,2,1,4,3,4,2,4,1,4,3,4,3,6,5,5,4,9,8,7,10,6,6,9,11,11,10,13,3,9,11,21,17,23,17,17,13,23,22,20,21,29,22,36,28,27,37,28,33,38,51,32,40,37,32,30,36,31,36,46,40,40,35,56,43,47,53,36,45,47,46,49,48,47,41,46,60,49,34,40,46,48,37,43,37,46,64,55,57,37,40,40,47,45,46,35,44,40,30,35,43,29,40,21,29,25,25,25,32,20,20,22,23,18,24,21,20,16,19,22,15,15,20,7,19,14,16,18,13,11,8,3,8,6,3,5,5,3,5,2,3,3,5,4,2,1,3,1,4,1,2,5,2,2,-1,2,1,1,2,1,-3,1,-1,1,-3,1,-4,1,-3,1,-22,1,-13
