0.0000000,0.000#0.560,3.000e+00,-00000428,000000520,1,000000003,000000316,000000000,000000000
-47,1,-1,1,-8,1,-2,1,1,-1,1,2,1,1,-1,1,2,1,3,1,2,2,3,2,2,2,4,4,5,8,4,1,3,2,4,4,11,7,7,12,7,12,15,8,2,6,10,9,10,12,9,13,15,10,17,15,21,12,12,24,12,18,25,21,30,21,14,24,26,23,31,22,32,26,26,25,31,36,20,31,33,41,32,34,37,37,28,31,30,38,35,36,32,38,47,28,33,34,32,32,30,35,20,26,18,35,23,36,27,18,23,23,30,23,14,23,16,21,15,18,12,13,17,19,15,12,22,18,12,13,12,13,10,10,7,5,3,8,8,5,9,6,5,3,4,3,5,2,3,5,4,2,6,4,-1,5,2,-1,2,2,3,2,2,3,1,1,-2,2,-3,1,2,1,-6,1,2,1,-78
-46,1,-2,1,-8,1,-3,1,1,1,1,1,2,-2,1,2,5,-1,1,3,2,3,2,2,2,4,7,7,3,3,2,3,3,5,8,9,6,10,8,12,10,16,3,4,11,8,9,11,10,12,13,14,18,13,20,13,14,21,17,14,20,26,22,29,25,13,20,26,24,28,30,31,26,24,26,40,30,23,42,25,31,39,34,40,38,18,35,29,45,30,35,36,39,40,29,35,37,31,33,25,34,18,28,25,28,25,31,19,23,25,27,25,19,16,20,18,22,13,17,9,16,19,16,12,16,26,11,9,15,13,9,13,8,3,8,3,5,7,7,10,1,6,5,3,4,3,5,2,5,2,4,6,4,-1,1,2,3,1,2,2,3,3,-1,2,-2,2,-3,1,2,1,-6,1,1,1,1,-77
