0.0000000,0.000#0.630#0.560#0.600#0.520#0.480#0.620#0.530#0.540#0.390,1.000e-01,-00000016,000000015,0,000000001,000000310,000000000,000000000
-71,1,-5,1,-3,1,-1,1,1,-3,1,-2,2,1,2,-2,1,-1,1,2,2,1,4,3,1,2,1,4,1,3,-1,2,3,-1,3,6,4,3,4,3,4,3,7,6,5,4,5,5,9,8,12,12,10,7,8,12,12,9,6,15,8,9,7,7,9,17,18,9,11,12,10,7,8,18,11,13,8,20,12,13,17,12,15,15,12,10,7,15,8,8,9,9,16,9,13,13,13,9,4,10,9,7,15,7,8,8,4,9,6,14,5,7,2,8,4,4,7,7,7,5,3,7,6,8,2,3,2,5,2,2,2,2,5,1,4,2,4,1,5,2,1,-1,1,1,3,1,-1,1,-1,1,3,-4,1,-2,1,-1,1,-2,1,1,-3,1,-10,1,-50
-77,1,-5,1,-4,1,1,1,-3,1,-2,1,1,2,1,-1,1,-1,1,2,2,1,3,2,3,2,1,3,1,1,3,2,2,1,3,4,4,3,5,3,5,3,6,5,6,3,6,6,5,9,13,11,11,6,10,9,16,7,8,10,10,9,9,7,8,14,17,11,13,12,9,8,6,17,14,11,10,17,14,13,13,19,6,20,13,10,8,14,6,10,12,8,12,11,11,16,12,10,5,8,9,9,11,11,9,5,6,6,6,11,9,5,7,5,7,1,8,6,8,6,3,5,6,7,5,2,4,5,1,2,3,1,6,-1,5,1,4,2,5,2,1,-1,1,1,1,3,-1,1,-2,3,1,-3,1,-2,1,-1,1,-2,1,-1,1,-2,1,-10,1,-44
-76,1,-5,1,-4,1,1,1,-4,1,-1,1,1,2,1,-2,1,-1,2,1,2,3,3,3,-1,2,3,2,1,3,1,3,1,-1,4,6,4,4,3,5,2,4,8,6,2,6,5,7,8,12,9,13,8,7,9,16,8,8,8,14,8,11,5,4,17,16,12,14,10,9,9,8,13,15,11,10,14,17,13,11,21,7,17,16,10,7,12,11,9,11,5,14,13,11,13,10,12,8,7,9,10,9,11,10,5,7,7,7,7,12,6,6,6,4,3,8,5,8,6,5,4,6,8,4,2,4,2,5,1,4,1,4,2,3,3,2,4,4,3,-1,1,1,-1,1,4,-1,1,-2,1,3,-4,1,-1,1,-1,1,-2,1,-1,1,-2,1,-10,1,-45
-77,1,-5,1,-3,1,-1,1,1,-3,1,-2,2,1,2,-2,1,-1,1,2,2,1,4,3,1,2,1,4,1,3,-1,2,3,-1,3,6,4,3,4,3,4,3,7,6,5,4,5,5,9,8,12,12,10,7,8,12,12,9,6,15,8,9,7,7,9,17,18,9,11,12,10,7,8,18,11,13,8,20,12,13,17,12,15,15,12,10,7,15,8,8,9,9,16,9,13,13,13,9,4,10,9,7,15,7,8,8,4,9,6,14,5,7,2,8,4,4,7,7,7,5,3,7,6,8,2,3,2,5,2,2,2,2,5,1,4,2,4,1,5,2,1,-1,1,1,3,1,-1,1,-1,1,3,-4,1,-2,1,-1,1,-2,1,1,-3,1,-10,1,-44
-76,1,-5,1,-4,1,1,1,-3,1,-2,1,2,2,-2,1,-1,1,2,2,1,4,1,3,2,1,4,-1,3,1,2,3,-1,3,4,6,1,5,3,5,3,6,5,6,4,6,5,6,9,13,11,11,7,8,11,14,8,7,10,10,9,10,7,8,15,15,12,13,11,10,9,6,16,14,12,10,15,14,14,15,16,11,17,12,9,9,14,9,7,11,9,11,12,11,15,12,11,4,10,8,9,11,10,9,5,7,6,6,11,11,4,5,7,5,3,7,6,7,6,3,6,6,7,4,2,4,5,1,3,2,1,6,1,4,1,5,1,5,2,1,-1,1,1,2,2,-1,1,-1,1,2,1,-3,1,-2,1,-1,1,-2,1,1,-3,1,-10,1,-45
-76,1,-5,1,-3,1,1,-1,1,-3,1,-2,2,2,1,-2,1,-1,2,1,2,3,3,3,-1,2,3,2,1,3,1,2,2,-1,4,6,3,3,4,4,4,3,7,5,5,5,4,7,8,14,8,11,9,8,9,13,9,10,7,14,8,9,8,4,14,16,15,10,13,10,9,7,12,15,12,11,8,23,9,12,21,9,16,15,13,8,10,11,9,11,6,11,16,11,10,13,13,8,4,10,10,8,14,8,5,8,6,9,6,13,5,7,4,5,4,6,5,9,7,5,4,6,5,7,2,4,1,5,2,2,3,2,4,3,2,2,5,2,5,-1,1,1,-1,1,3,1,-1,1,-1,1,3,-4,1,-2,1,1,-2,1,-1,1,-2,1,-10,1,-46
-77,1,-5,1,-4,1,1,1,-3,1,-2,1,2,2,-2,1,-1,1,2,2,1,4,1,3,2,1,4,-1,3,1,2,3,-1,3,4,6,1,5,3,5,3,6,5,6,4,6,5,6,9,13,11,11,7,8,11,14,8,7,10,10,9,10,7,8,15,15,12,13,11,10,9,6,16,14,12,10,15,14,14,15,16,11,17,12,9,9,14,9,7,11,9,11,12,11,15,12,11,4,10,8,9,11,10,9,5,7,6,6,11,11,4,5,7,5,3,7,6,7,6,3,6,6,7,4,2,4,5,1,3,2,1,6,1,4,1,5,1,5,2,1,-1,1,1,2,2,-1,1,-1,1,2,1,-3,1,-2,1,-1,1,-2,1,1,-3,1,-10,1,-44
-76,1,-5,1,-4,1,1,1,-3,1,-2,1,1,2,1,-1,1,-1,1,2,2,1,3,2,3,2,1,3,1,1,3,2,2,1,3,4,4,3,5,3,5,3,6,5,6,3,6,6,5,9,13,11,11,6,10,9,16,7,8,10,10,9,9,7,8,14,17,11,13,12,9,8,6,17,14,11,10,17,14,13,13,19,6,20,13,10,8,14,6,10,12,8,12,11,11,16,12,10,5,8,9,9,11,11,9,5,6,6,6,11,9,5,7,5,7,1,8,6,8,6,3,5,6,7,5,2,4,5,1,2,3,1,6,-1,5,1,4,2,5,2,1,-1,1,1,1,3,-1,1,-2,3,1,-3,1,-2,1,-1,1,-2,1,-1,1,-2,1,-10,1,-45
-76,1,-5,1,-4,1,1,1,-3,1,-2,1,1,2,1,-1,1,-1,1,2,1,2,3,2,3,2,1,3,1,1,3,1,3,1,3,4,4,3,4,4,4,4,4,7,6,1,6,8,4,8,14,12,9,8,9,10,14,9,7,8,13,7,11,6,7,14,18,10,14,12,7,10,7,15,15,10,11,14,15,15,12,20,7,16,16,11,8,13,7,8,14,6,14,11,11,13,15,7,7,8,8,10,12,9,9,7,6,6,6,10,10,5,7,5,6,1,9,5,9,6,3,4,6,8,4,2,5,5,1,2,3,1,5,1,4,2,3,3,4,3,1,-1,1,1,1,3,-1,1,-2,3,1,-3,1,-2,1,-1,1,-2,1,-1,1,-2,1,-10,1,-45
-75,1,-5,1,-3,1,-1,1,1,-3,1,-2,2,1,2,-2,1,-1,2,1,2,2,4,3,-1,2,2,3,1,3,-1,2,3,-1,3,6,4,3,4,3,5,2,7,6,5,5,4,5,10,12,9,11,10,8,6,13,11,9,8,15,6,11,8,4,13,14,17,9,12,12,10,6,11,17,10,13,8,20,11,13,20,9,15,16,13,9,8,13,9,9,7,11,14,12,11,12,14,8,5,9,10,8,13,10,5,8,5,10,5,14,4,7,5,5,4,5,6,7,8,5,3,6,6,8,2,3,2,5,2,2,2,3,4,3,2,2,4,2,5,1,1,1,-1,1,3,1,-1,1,-1,1,3,-4,1,-2,1,-1,1,-2,1,1,-2,1,-10,1,-47
