0.0000000,0.000#0.200,1.000e-01,-00000015,000000018,0,000000001,000000330,000000000,000000000
-76,1,-4,1,-2,2,1,1,-2,4,1,3,2,4,3,2,2,2,7,2,4,4,2,2,6,4,4,7,3,2,4,9,9,11,7,12,6,7,10,13,4,8,11,9,11,10,15,16,13,15,11,11,14,12,22,7,11,14,22,11,18,13,17,15,17,18,17,19,14,15,12,20,22,19,13,16,22,15,23,15,16,11,16,13,13,18,14,14,12,15,17,9,17,12,16,11,12,9,6,12,8,11,19,13,13,8,3,13,5,5,7,5,4,9,3,4,4,4,4,2,5,2,7,2,5,3,1,1,3,-1,1,1,2,2,-2,1,1,-1,1,2,2,-1,1,1,2,-5,1,-2,1,1,-3,1,-6,1,-83
-78,1,-4,1,-2,2,1,1,-2,4,1,3,2,4,3,2,2,2,7,2,4,4,2,2,6,4,4,7,3,2,4,9,9,11,7,12,6,7,10,13,4,8,11,9,11,10,15,16,13,15,11,11,14,12,22,7,11,14,22,11,18,13,17,15,17,18,17,19,14,15,12,20,22,19,13,16,22,15,23,15,16,11,16,13,13,18,14,14,12,15,17,9,17,12,16,11,12,9,6,12,8,11,19,13,13,8,3,13,5,5,7,5,4,9,3,4,4,4,4,2,5,2,7,2,5,3,1,1,3,-1,1,1,2,2,-2,1,1,-1,1,2,2,-1,1,1,2,-5,1,-2,1,1,-3,1,-6,1,-81
