0.0000000,0.000#0.340,1.250e-01,-00000021,000000019,0,000000001,000000320,000000000,000000000
-84,1,-14,1,2,3,1,2,3,2,3,3,2,5,1,5,3,8,2,5,5,5,5,7,8,6,11,7,8,10,21,13,20,15,18,13,16,20,27,32,24,21,30,29,33,33,39,33,37,41,46,44,44,43,53,55,61,58,66,65,72,57,55,60,72,72,81,62,71,74,77,75,68,72,86,86,77,85,80,72,68,75,63,56,73,67,55,60,71,54,48,48,47,49,47,40,56,46,41,44,37,36,34,26,28,27,24,21,20,14,13,14,11,13,9,11,16,9,12,4,6,7,6,5,6,5,2,5,5,4,3,4,4,1,1,2,4,1,-1,2,-3,2,-80
-86,1,-15,1,4,2,2,2,2,2,3,2,5,2,3,4,5,5,3,6,3,7,6,5,9,5,14,5,8,16,16,14,20,15,15,18,15,21,32,28,21,25,28,32,35,33,36,39,33,41,50,48,38,41,62,52,62,62,66,70,63,52,55,69,70,69,78,73,66,76,76,74,67,74,83,88,79,81,81,75,65,76,63,60,68,66,59,61,61,52,54,43,56,46,39,41,58,45,44,36,40,36,32,23,34,22,23,21,19,15,14,12,12,11,12,10,14,14,5,6,5,6,9,4,4,7,2,4,4,5,3,3,4,2,-1,2,4,1,-1,2,-2,1,1,-77
