0.0000000,0.000#0.350,9.091e-02,-00000013,000000016,0,000000001,000000319,000000000,000000000
-34,1,-4,1,-9,1,-2,1,-3,1,-2,1,-2,1,1,2,1,4,2,1,1,2,2,2,1,3,-1,1,5,3,2,2,1,5,5,6,7,7,9,4,5,10,4,5,10,7,12,12,8,7,8,12,14,14,11,17,9,17,15,13,12,16,16,14,16,26,23,19,21,20,25,21,21,21,21,29,22,22,15,24,20,22,22,27,30,36,22,34,23,32,26,32,24,29,30,35,36,30,25,33,27,31,20,31,28,25,26,28,35,23,26,31,20,29,24,20,16,35,15,19,22,15,21,17,11,15,15,14,10,16,13,10,9,10,11,15,8,4,18,10,8,11,12,7,10,7,6,7,8,8,9,2,3,3,7,2,5,2,2,5,1,3,3,1,6,2,5,3,1,1,1,1,1,-1,1,1,2,1,-5,1,1,1,-14,1,-69
-38,1,-4,1,-9,1,-2,1,-3,1,-2,1,-2,1,2,2,1,3,3,-1,1,3,2,1,1,3,-1,3,4,2,2,2,2,6,3,7,7,8,7,4,5,11,3,5,11,7,15,9,8,7,7,16,11,13,12,18,9,18,13,13,14,14,16,13,19,26,23,16,25,20,26,18,23,17,24,28,24,18,20,25,16,24,20,32,30,33,25,32,23,32,28,29,24,33,30,31,35,31,28,32,26,29,19,33,26,28,22,32,32,25,27,30,20,30,24,17,18,33,15,20,21,14,25,13,11,15,17,12,11,15,15,7,9,11,12,13,8,6,19,9,6,14,11,6,11,7,5,7,7,9,8,3,2,5,5,2,5,2,3,5,-1,4,2,2,5,2,5,3,1,2,-1,2,-2,1,1,2,1,-5,1,1,1,-14,1,-65
