0.0000000,0.000#0.020,3.333e-01,-00000070,000000079,0,000000001,000000447,000000000,000000000
-105,1,-3,1,-2,1,-8,1,-1,2,1,-1,1,-1,2,1,2,1,1,2,3,-1,2,1,1,5,1,1,3,3,-2,3,2,7,1,4,2,6,6,5,8,9,6,3,8,5,7,9,9,6,13,10,13,8,8,7,12,8,6,19,9,19,13,14,21,22,19,8,17,16,21,21,17,18,21,23,16,14,28,16,26,20,19,19,26,19,24,24,23,17,22,20,24,28,23,18,21,20,30,14,22,25,21,24,12,17,25,26,25,17,15,20,24,20,24,14,25,21,24,22,15,16,21,13,19,12,17,25,12,15,14,14,19,10,10,8,14,7,10,5,10,10,13,7,8,11,8,12,4,4,5,5,2,4,8,4,6,3,3,4,4,2,1,2,2,3,2,2,3,3,3,1,3,2,1,-1,1,4,1,1,1,1,-2,1,-3,2,-13,1,-13,1,-3,1,-111
-105,1,-3,1,-2,1,-8,1,-1,2,1,-1,1,-1,2,1,2,1,1,2,3,-1,2,1,1,5,1,1,3,3,-2,2,3,7,-1,5,2,6,6,5,8,9,6,2,9,5,7,9,9,6,13,9,14,8,7,8,11,6,9,19,9,17,14,14,22,21,19,8,17,15,22,22,14,20,20,23,17,11,32,14,27,21,18,19,24,21,24,22,26,16,20,22,24,27,23,18,21,21,31,13,22,23,24,21,15,17,23,25,26,19,13,20,26,19,24,15,23,23,23,19,19,16,19,14,19,13,15,26,11,15,16,14,15,14,9,9,14,5,12,5,9,11,13,6,8,12,7,13,3,5,5,4,3,3,8,4,7,3,3,4,4,2,1,2,2,3,2,2,3,2,4,1,3,1,2,-1,1,3,2,1,1,-1,1,-1,1,-3,2,-13,1,-13,1,-3,1,-111
