0.0000000,0.000#0.680,3.333e-01,-00000057,000000061,0,000000001,000000354,000000000,000000000
-65,1,1,-12,1,-1,1,1,1,-3,1,-1,3,4,2,1,-3,5,1,2,5,4,5,2,5,5,3,6,2,3,8,5,5,6,7,4,7,4,5,6,7,6,5,11,7,8,7,16,9,5,11,9,8,10,13,10,20,13,19,16,15,15,16,13,10,15,26,27,14,15,20,14,16,24,23,19,21,19,27,20,17,18,23,19,23,23,26,24,32,14,31,18,24,25,24,28,22,22,25,30,18,26,23,24,17,28,22,18,24,28,23,13,19,17,21,18,21,22,30,17,17,15,23,12,11,15,13,13,14,8,11,8,15,12,10,10,6,3,8,14,5,6,8,9,5,5,9,3,4,9,5,3,3,4,1,4,3,3,1,4,7,4,1,1,3,1,2,2,1,1,4,1,1,3,2,-1,1,5,1,1,-5,1,1,-3,1,-3,1,-3,1,-76
-67,1,1,-12,1,-1,1,1,1,-3,1,-1,3,4,2,1,-3,5,1,2,5,3,6,2,4,6,3,6,2,3,7,6,5,6,7,4,6,4,6,6,7,6,5,11,7,8,7,16,9,5,11,9,8,10,12,11,20,12,20,16,15,15,15,13,11,14,27,27,14,15,19,14,16,25,22,20,21,17,29,19,16,19,22,21,23,22,27,24,31,15,30,19,24,25,23,29,20,23,26,30,18,26,21,23,19,29,17,23,23,28,23,12,21,14,24,18,21,22,29,17,16,17,22,13,11,14,14,12,15,8,10,9,15,12,9,11,6,3,8,14,4,7,8,9,5,4,10,2,5,9,5,3,3,4,1,4,2,4,1,4,6,5,1,1,3,1,2,2,1,1,4,1,1,3,2,-1,1,5,-1,2,-5,1,1,-3,1,-3,1,-3,1,-74
