1.8849556,0.000#0.940#0.950#0.960#0.970#0.870#0.880#0.980#0.990#0.200#0.210#0.220#0.360#0.380#0.650#0.860#0.010#0.020#0.350#0.370#0.490#0.520#0.600#0.610#0.030#0.230#0.330#0.410#0.550#0.560#0.570#0.660#0.670#0.040#0.190#0.310#0.320#0.340#0.400#0.460#0.470#0.480#0.500#0.510#0.530#0.050#0.240#0.390#0.540#0.580#0.300#0.420#0.450#0.060,1.000e+00,-00000203,000000145,0,000000001,000000348,000000000,000000000
-87,3,1,1,-1,1,-2,1,1,-1,4,1,2,1,3,4,-1,1,2,2,3,4,4,6,6,8,5,8,10,4,9,8,8,8,6,10,12,9,9,9,9,20,8,12,10,9,9,8,13,7,14,7,10,9,10,11,7,8,9,5,10,10,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,1,1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-87
-88,3,2,-2,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,6,4,6,8,5,8,10,4,9,9,7,8,7,10,12,9,10,8,12,16,8,12,12,7,10,9,13,5,15,6,12,7,11,10,7,9,8,6,12,7,3,3,6,6,6,9,1,7,7,-1,6,2,1,-1,1,-1,2,-1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-88,3,2,-2,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,6,4,6,8,5,8,10,4,9,9,7,8,6,10,13,9,10,8,11,17,8,12,12,7,9,10,13,5,15,6,12,7,11,10,7,9,8,6,11,8,3,3,6,6,6,9,1,7,7,-1,6,2,1,-1,1,-1,2,-1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-88,3,2,-2,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,6,4,6,8,5,8,10,4,9,9,7,8,6,10,13,9,9,8,11,18,8,12,11,8,9,10,13,5,15,6,12,7,11,10,7,9,8,5,12,8,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,2,-1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-88,3,1,1,-1,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,5,5,6,8,5,8,10,4,9,9,7,8,6,10,12,9,10,8,11,18,8,12,11,8,9,9,14,5,14,7,10,9,11,10,7,8,9,5,11,9,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,2,-1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-87,1,2,2,-2,1,-2,1,1,2,3,-1,3,-1,3,4,-1,1,2,2,3,4,6,4,7,7,5,8,10,4,9,10,6,8,7,10,12,10,9,8,13,16,8,11,12,8,9,11,11,7,13,7,12,7,12,8,7,9,8,7,11,7,3,3,6,7,6,8,2,6,7,-1,6,3,-2,1,-1,2,-1,4,3,2,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-87,1,2,2,-2,1,-2,1,1,2,2,1,3,-1,3,4,-1,1,2,2,3,4,6,4,7,7,5,8,10,4,9,10,6,8,7,10,12,9,10,8,13,16,8,11,12,7,10,11,11,7,13,7,12,7,12,8,7,9,8,7,11,7,3,3,6,7,5,9,2,6,7,-1,6,3,-2,1,-1,2,-1,4,3,2,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-88,3,1,1,-1,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,5,5,6,8,5,8,10,4,9,9,7,8,6,10,12,9,9,9,10,19,8,12,11,8,9,9,13,6,14,7,10,9,10,11,7,8,9,5,11,9,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,2,-1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-88,3,1,1,-1,1,-2,1,1,-1,4,1,3,-1,3,4,-1,1,2,2,3,4,4,6,6,8,5,8,10,4,9,8,8,8,6,10,12,9,9,9,9,20,8,12,10,9,9,8,14,6,14,7,10,9,10,11,7,8,9,5,10,10,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,1,1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-87,3,1,1,-1,1,-2,1,-1,1,4,1,1,2,2,4,1,1,2,2,2,4,5,6,4,8,3,11,9,4,9,5,10,8,8,10,13,7,10,7,11,16,13,10,12,9,8,8,12,8,13,8,8,9,11,11,6,9,9,5,10,10,4,2,6,8,3,10,3,5,8,1,5,2,2,-1,1,-2,2,3,2,3,4,1,-1,1,-1,1,-76,2,-8,1,-86
-87,3,1,1,-1,1,-2,1,-1,1,3,2,1,2,2,4,1,1,2,2,2,4,5,6,4,8,3,11,9,4,9,5,10,8,8,10,12,8,10,7,11,16,13,10,12,9,8,8,12,8,13,8,8,9,11,11,6,8,10,5,10,10,4,2,6,7,4,10,3,5,8,1,5,2,2,-1,1,-2,2,3,2,3,4,1,-1,1,-1,1,-76,2,-8,1,-86
-87,2,2,1,-1,1,-2,1,-1,1,3,2,1,2,2,4,1,1,2,2,2,4,5,6,4,8,3,11,9,4,9,5,10,8,8,10,12,8,10,7,11,16,13,10,12,9,7,9,12,7,14,8,7,10,11,11,6,8,10,5,10,10,4,2,6,7,4,10,3,5,8,1,5,2,2,-1,1,-2,2,3,2,3,3,2,-1,1,-1,1,-76,2,-8,1,-86
-87,2,1,2,-1,1,-3,1,1,3,2,-1,3,2,3,2,1,1,3,1,4,6,6,1,10,4,8,11,5,8,6,9,9,8,7,13,9,9,8,10,15,16,8,10,12,8,7,12,9,10,11,6,11,10,11,8,8,10,5,9,9,6,2,5,4,8,9,4,5,8,1,5,2,2,-1,1,-2,2,2,3,3,3,2,-1,1,-1,1,-76,2,-8,1,-86
-87,2,1,2,-1,1,-3,1,1,3,2,-1,3,2,3,2,1,1,3,1,4,6,6,1,10,4,8,11,4,9,6,8,10,7,6,14,10,9,8,10,15,15,7,12,11,9,7,12,9,10,11,6,11,10,11,8,7,10,6,9,9,6,2,5,4,8,9,3,6,8,1,5,2,2,-1,1,-2,2,1,4,3,3,2,-1,1,-1,1,-76,2,-8,1,-86
-87,1,2,2,-1,1,-3,1,1,2,3,-1,3,2,2,3,1,1,2,1,3,6,5,3,8,7,5,10,7,5,8,10,7,9,5,13,11,10,10,6,14,17,6,13,10,9,7,15,8,10,10,7,12,6,14,8,7,10,7,10,8,5,3,5,4,8,9,4,3,9,3,3,3,3,-2,1,-1,2,1,3,3,4,2,-2,1,-1,1,-75,2,-8,1,-86
-87,1,2,2,-1,1,-3,1,1,2,3,-1,3,-1,3,4,-1,1,2,2,3,5,5,4,7,7,5,9,9,4,9,10,6,8,7,10,12,10,9,8,13,16,8,11,12,8,9,12,10,8,12,7,12,7,12,8,7,9,8,7,11,7,3,3,6,7,6,8,2,7,6,-1,6,3,-2,1,-1,2,-1,4,3,2,3,1,-1,1,-1,1,-75,1,1,-7,1,-86
-87,3,1,1,-1,1,-2,1,1,-1,4,1,2,1,3,4,-1,1,2,2,2,5,4,6,6,8,5,8,10,4,9,8,8,8,6,10,12,9,9,9,9,20,8,12,10,9,9,8,13,7,14,7,10,8,11,11,7,8,9,5,10,10,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,1,1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-87
-87,3,1,1,-1,1,-2,1,1,-1,4,1,2,1,3,4,-1,1,2,2,2,5,4,6,6,8,5,8,10,4,9,8,8,8,6,10,12,9,9,9,9,20,8,12,10,9,9,8,13,7,14,7,10,8,11,11,7,8,9,5,10,10,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,1,1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-87
-87,2,1,2,-1,1,-3,1,1,3,2,-1,3,2,3,2,1,1,3,1,4,6,6,1,10,4,9,11,4,8,6,9,9,8,8,12,9,9,8,10,15,16,8,10,12,8,9,11,8,10,11,6,11,10,11,8,8,10,5,9,9,6,2,5,4,8,9,4,5,8,1,5,2,2,-1,1,-2,2,3,2,3,3,2,-1,1,-1,1,-76,2,-8,1,-86
-87,2,1,2,-1,1,-3,1,1,3,2,-1,3,2,3,2,1,1,3,1,4,6,6,1,10,4,8,11,4,9,6,8,10,7,7,14,9,9,8,10,15,15,8,11,12,8,7,12,9,10,11,6,11,10,11,8,7,10,6,9,9,6,2,5,4,8,9,4,5,8,1,5,2,2,-1,1,-2,2,1,4,3,3,2,-1,1,-1,1,-76,2,-8,1,-86
-87,2,1,2,-1,1,-3,1,1,3,2,-1,3,2,2,3,1,1,2,2,3,6,6,2,9,5,8,9,5,8,7,9,9,8,4,15,10,9,9,7,17,15,5,14,11,8,8,12,9,11,9,6,13,9,12,7,7,10,7,9,9,6,2,5,4,8,8,4,5,8,2,3,4,2,-2,1,-1,2,1,3,4,3,2,-1,1,-2,1,-75,2,-8,1,-86
-87,1,2,2,-1,1,-3,1,1,3,2,-1,3,2,2,3,1,1,2,2,2,7,6,1,10,5,6,9,7,8,7,9,8,9,3,16,10,9,9,7,16,16,5,14,10,8,9,12,9,11,9,6,13,9,12,7,7,10,7,9,9,6,2,4,5,8,8,4,5,8,2,3,4,2,-2,1,-1,2,1,3,3,4,2,-1,1,-2,1,-75,2,-8,1,-86
-87,1,2,2,-1,1,-3,1,1,2,3,-1,3,2,2,3,1,1,2,1,3,6,6,2,8,7,6,9,7,5,8,10,7,11,3,14,11,10,9,7,15,15,6,14,9,9,8,14,8,10,10,7,12,6,15,8,6,10,7,10,9,5,3,4,5,7,9,4,3,10,2,3,3,3,-2,1,-1,2,1,3,3,4,2,-2,1,-1,1,-75,2,-8,1,-86
-87,1,2,2,-1,1,-3,1,1,2,3,-1,3,2,2,3,1,1,2,1,3,6,6,2,8,7,6,9,7,5,8,10,7,10,4,14,11,10,9,7,14,16,6,14,9,9,8,14,8,10,10,7,12,6,15,8,6,10,7,10,9,5,3,4,5,7,9,4,3,10,2,3,3,3,-2,1,-1,2,1,3,3,4,2,-2,1,-1,1,-75,2,-8,1,-86
-87,3,1,1,-1,1,-2,1,1,-1,4,1,2,1,3,4,-1,1,2,2,2,5,4,6,6,7,6,8,9,5,9,7,9,8,6,10,12,9,8,10,9,20,8,12,10,9,9,8,13,7,14,7,10,8,10,12,7,8,9,5,10,10,3,3,6,6,6,9,1,7,7,-1,6,1,2,-1,1,-1,1,1,3,3,3,3,1,-1,1,-1,1,-75,1,1,-7,1,-87
