1.8849556,0.000#0.480,1.000e+00,-00000135,000000175,0,000000001,000000310,000000000,000000000
-58,1,-6,1,-1,1,1,-2,1,1,2,-1,2,3,6,4,3,5,6,3,6,5,2,6,6,9,10,8,16,15,16,13,17,23,12,27,24,30,31,34,27,29,44,61,34,40,41,50,30,47,46,38,35,46,49,55,47,43,39,44,48,33,35,40,37,38,41,30,29,28,28,17,17,30,17,22,11,14,17,8,15,9,10,15,10,4,4,5,2,2,1,4,1,2,2,-1,2,-1,1,3,1,1,1,-2,1,-2,1,-2,1,-1,1,-23,1,-31,1,-77
-58,1,-7,1,-1,2,-2,1,-1,2,1,-1,2,6,3,5,3,6,6,3,4,7,4,6,6,9,11,12,17,14,17,15,15,18,23,24,29,26,34,30,27,39,59,38,36,40,55,38,36,44,46,34,41,46,59,41,49,41,42,48,44,20,48,40,38,34,40,30,22,32,22,15,25,21,20,18,11,18,11,9,15,11,11,11,7,5,4,3,4,-1,3,3,1,2,1,1,1,-1,3,1,2,-1,1,-2,1,-2,1,-2,1,1,-24,1,-30,1,-77
