1.8849556,0.000#0.930,5.263e-02,-00000007,000000009,0,000000001,000000304,000000000,000000000
-61,1,-3,1,-3,1,-3,3,1,-1,2,6,5,5,4,3,6,7,6,8,5,10,12,13,15,15,16,30,23,30,36,37,31,60,56,51,86,80,80,102,100,101,128,168,163,180,193,192,205,218,235,280,266,324,315,354,372,375,412,430,434,463,489,472,525,553,523,561,582,608,571,629,609,661,613,671,617,658,626,652,612,678,645,613,615,611,611,541,546,541,517,511,476,459,504,417,398,396,370,357,322,308,309,281,258,243,219,235,180,187,166,151,139,127,118,97,85,86,68,52,61,59,48,49,40,36,31,31,20,23,7,13,12,8,13,12,6,5,8,4,2,3,1,4,1,5,2,-1,1,2,1,2,1,-3,1,-2,2,-6,1,-71
-78,1,-3,1,-4,1,-3,3,1,-1,3,7,6,5,2,6,4,8,6,6,6,13,13,13,12,18,19,27,25,32,38,34,43,59,58,54,90,72,89,103,105,113,143,154,177,180,194,196,205,234,240,266,305,309,328,361,371,412,402,412,457,465,477,510,559,509,555,558,578,604,592,620,616,655,619,644,680,617,648,630,627,684,612,626,610,641,562,563,541,530,495,510,466,474,477,397,415,387,371,337,324,306,295,264,255,263,196,226,182,187,149,152,141,118,107,90,95,82,52,61,53,63,43,47,43,27,32,28,22,17,10,12,11,13,9,12,4,5,7,4,3,3,2,2,4,2,2,1,1,2,-1,2,1,-3,1,-2,2,-6,1,-53
