1.8849556,0.000#0.700#0.780#0.790#0.770#0.810#0.820#0.830#0.860#0.870#0.690#0.710#0.720#0.800#0.050#0.120#0.680#0.730#0.740#0.760#0.840#0.850#0.020#0.030#0.040#0.070#0.110#0.130#0.660#0.670#0.750#0.880#0.010#0.060#0.090#0.100#0.140#0.170#0.960#0.990#0.080#0.150#0.160#0.230#0.640#0.890#0.900#0.940#0.950#0.970#0.980#0.250#0.270#0.650#0.910#0.930#0.210#0.220#0.260#0.920#0.280#0.620#0.630#0.340#0.540#0.550#0.560#0.610#0.200#0.520#0.530#0.570#0.580#0.590#0.600#0.490#0.500,3.333e-02,-00000004,000000006,0,000000001,000000300,000000000,000000000
-58,1,-3,1,-7,1,3,-3,1,3,1,-2,2,-1,1,-1,1,-2,2,-1,1,1,1,1,3,1,2,1,1,4,1,2,3,-1,2,1,2,2,2,1,2,3,2,1,5,2,2,2,2,2,5,2,4,3,1,1,1,5,5,2,5,3,5,3,3,3,4,3,8,3,4,3,3,3,1,7,4,1,1,3,2,2,3,3,3,1,-1,6,3,2,-1,1,1,3,2,1,-1,3,4,1,-3,1,2,-1,2,1,1,-3,1,1,-1,1,2,1,1,1,-1,2,-3,1,-5,1,-4,1,1,-1,1,-3,1,-87
-79,1,-3,1,-7,1,3,-3,1,3,1,-2,2,-1,1,-1,1,-2,2,-1,1,1,1,1,3,1,2,1,1,4,1,2,3,-1,2,1,2,2,2,1,2,3,2,1,5,2,2,2,2,2,5,2,4,3,1,1,1,5,5,2,5,3,5,3,3,3,4,3,8,3,4,3,3,3,1,7,4,1,1,3,2,2,3,3,3,1,-1,6,3,2,-1,1,1,3,2,1,-1,3,4,1,-3,1,2,-1,2,1,1,-3,1,1,-1,1,2,1,1,1,-1,2,-3,1,-5,1,-4,1,1,-1,1,-3,1,-66
-82,1,-2,1,-7,1,2,1,-2,1,3,1,-2,1,1,-1,1,1,-2,1,1,1,-1,2,1,2,1,2,1,2,2,3,-1,3,2,2,1,1,3,1,1,1,5,1,2,3,3,2,1,3,2,3,4,4,4,1,1,-1,3,8,1,5,2,5,3,4,3,3,5,5,6,3,3,1,5,2,4,4,3,1,3,2,2,3,3,2,2,1,4,4,1,2,1,-1,2,4,-1,1,1,3,3,1,-3,2,1,2,1,1,-3,1,-1,1,1,1,1,2,-1,1,2,-4,1,-4,1,-4,1,1,-2,1,-3,1,-63
-82,1,-3,1,-6,1,1,2,-3,4,1,-3,2,-1,1,1,-3,2,1,-1,2,1,-1,3,2,1,2,-1,4,1,2,3,-1,2,1,4,1,1,1,4,2,2,2,3,3,1,2,2,3,4,4,4,1,1,1,1,9,1,4,4,3,5,2,5,1,5,6,6,2,4,2,3,3,3,5,4,1,2,2,3,2,3,2,3,1,2,5,2,2,1,-1,2,4,-1,1,-1,4,3,1,-3,1,2,1,1,1,1,-2,1,-1,1,1,-1,2,1,1,1,1,1,-3,1,-5,1,-3,1,1,-2,1,-3,1,-63
-82,1,-2,1,-7,1,2,1,-2,1,3,1,-2,1,1,1,-1,1,-2,2,-1,1,-1,2,1,3,-1,2,2,1,4,1,2,3,-1,2,1,1,3,2,1,2,3,2,1,3,4,2,2,1,3,5,2,4,3,1,1,1,5,5,2,5,3,5,3,3,3,4,3,6,5,4,3,3,3,1,7,4,1,1,3,2,2,3,3,3,1,-1,5,4,2,-1,1,1,3,2,1,-1,3,3,2,-3,1,2,-1,2,1,1,-3,1,1,-1,1,2,-1,2,1,-1,2,-3,1,-5,1,-4,1,1,-1,1,-3,1,-64
-83,1,-2,1,-7,1,2,1,-2,1,3,1,-2,1,1,-1,1,1,-2,1,1,1,-1,2,1,2,1,2,2,1,2,3,-1,4,1,2,1,1,3,2,-1,2,4,1,2,3,3,3,1,2,2,4,4,3,4,1,1,-1,3,8,1,5,3,5,2,4,4,3,4,5,6,4,2,1,5,2,4,6,2,-1,3,2,3,2,3,3,1,1,5,3,1,2,1,1,1,4,-1,1,3,1,3,1,-3,2,1,2,1,1,-3,1,-1,1,1,1,1,2,-1,1,2,-4,1,-4,1,-4,1,1,-2,1,-3,1,-62
-83,1,-2,1,-7,1,1,2,-3,4,1,-3,2,-1,1,1,-3,2,1,-1,2,1,1,2,2,1,2,1,3,1,2,3,-1,3,-1,4,1,1,1,5,1,2,3,2,3,1,2,2,3,4,5,4,-1,1,1,1,9,1,4,4,3,5,2,5,1,7,4,6,3,3,2,3,4,2,5,4,1,3,1,3,2,3,2,3,1,3,4,2,2,1,-1,2,4,-1,1,1,3,3,1,-3,2,1,2,-1,2,-3,1,-1,1,1,1,1,1,1,1,2,-4,1,-4,1,-4,1,1,-2,1,-3,1,-62
-83,1,-3,1,-7,2,2,-3,3,1,1,-2,2,-1,1,-1,1,-2,2,-1,1,1,1,1,3,1,2,2,-1,4,1,2,3,-1,2,1,3,1,2,1,3,3,1,2,4,2,2,2,2,2,5,3,4,2,1,1,1,8,2,3,4,4,4,3,4,2,5,3,7,3,5,2,3,3,2,6,4,1,1,3,2,2,3,3,3,1,-1,6,3,2,1,-1,1,4,1,1,-1,4,3,1,-3,1,2,1,1,1,1,-2,1,-1,1,-1,1,2,1,1,1,-1,2,-3,1,-5,1,-4,1,1,-1,1,-3,1,-62
-84,1,-3,1,-6,1,1,2,-3,4,-1,1,-2,2,-1,1,1,-3,2,-1,1,2,1,-1,3,2,1,2,-1,4,1,2,3,-1,2,1,4,-1,2,1,4,2,2,1,4,2,2,2,2,2,5,3,4,2,1,1,1,8,2,4,3,4,4,3,4,2,5,4,7,3,4,2,3,3,3,5,4,1,1,3,3,2,2,3,3,1,2,4,3,2,1,-1,2,3,1,1,-1,4,3,1,-3,1,2,1,1,1,1,-2,1,-1,1,-1,1,2,1,1,1,-1,2,-3,1,-5,1,-4,2,-2,1,-3,1,-61
-85,1,-2,1,-7,1,2,1,-2,1,3,1,-2,1,1,1,-1,1,-2,2,-1,1,-1,2,1,3,-1,2,2,1,4,1,2,3,-1,2,1,1,3,2,1,2,3,2,1,3,4,2,2,1,3,5,2,4,3,1,1,1,5,5,2,5,3,5,3,3,3,4,3,6,5,4,3,3,3,1,7,4,1,1,3,2,2,3,3,3,1,-1,5,4,2,-1,1,1,3,2,1,-1,3,3,2,-3,1,2,-1,2,1,1,-3,1,1,-1,1,2,-1,2,1,-1,2,-3,1,-5,1,-4,1,1,-1,1,-3,1,-61
-79,1,-3,1,-6,1,1,2,-3,4,1,-3,2,-1,1,1,-3,2,1,-1,2,1,-1,3,2,1,2,-1,4,1,2,3,-1,2,1,4,1,1,1,4,2,2,2,3,3,1,2,2,3,4,4,4,1,1,1,1,9,1,4,4,3,5,2,5,1,5,6,6,2,4,2,3,3,3,5,4,1,2,2,3,2,3,2,3,1,2,5,2,2,1,-1,2,4,-1,1,-1,4,3,1,-3,1,2,1,1,1,1,-2,1,-1,1,1,-1,2,1,1,1,1,1,-3,1,-5,1,-3,1,1,-2,1,-3,1,-66
