0.0000000,0.000#0.700,3.000e+00,-00000521,000000487,1,000000003,000000336,000000000,000000000
-67,1,-3,1,-2,1,-2,1,-1,1,-4,2,-3,1,-1,1,2,-2,1,3,3,1,3,1,3,2,3,1,1,1,1,2,-1,5,2,5,4,3,4,2,9,5,1,6,3,3,3,8,6,6,5,7,7,8,12,10,3,19,9,13,12,15,9,14,14,16,15,19,18,21,14,12,16,20,16,21,20,22,17,18,24,24,18,17,19,22,23,24,28,24,30,18,24,29,24,24,22,27,16,27,22,31,35,26,22,22,32,34,21,28,26,25,18,22,32,16,11,23,9,19,23,14,22,23,22,10,18,16,18,20,25,20,16,18,10,10,4,14,10,10,11,16,5,10,8,6,9,9,8,10,3,2,4,4,6,1,9,6,4,5,2,-1,4,1,2,1,1,4,1,2,2,2,3,1,1,-2,2,-1,2,1,-3,1,-7,1,-1,1,-5,1,-59
-68,1,-1,1,-3,1,-3,1,-1,1,-4,2,-3,1,2,-1,1,-1,3,-1,3,2,2,2,2,2,2,3,1,1,1,1,5,1,3,2,6,2,2,5,8,5,2,3,6,3,4,5,5,8,3,9,8,5,13,10,12,8,15,8,13,14,17,6,19,9,20,10,19,21,18,14,15,20,20,15,19,24,16,17,28,20,19,19,14,24,28,17,24,29,23,28,27,26,24,23,23,24,26,15,38,18,26,37,24,21,23,39,23,22,33,22,30,15,19,28,15,16,21,12,16,21,23,19,13,19,16,17,22,19,17,25,19,15,16,6,17,3,12,8,15,9,11,6,9,6,7,12,4,11,4,4,1,6,1,7,7,6,5,5,1,2,2,3,2,1,3,-1,3,1,4,1,1,2,1,1,1,-1,2,1,-1,1,-3,1,-7,1,-1,1,-5,1,-58
