0.0000000,0.000#0.400,5.000e-01,-00000087,000000089,0,000000001,000000352,000000000,000000000
-80,1,-7,1,-7,1,-5,1,-4,1,-1,2,-1,1,-2,2,2,3,4,3,1,1,2,1,3,2,6,4,4,4,4,7,6,14,5,11,10,12,7,11,14,5,11,4,11,8,6,11,14,14,16,17,15,15,19,17,27,20,22,22,23,30,17,30,15,19,20,20,22,33,20,28,26,22,29,30,27,19,30,32,21,21,24,20,30,17,25,15,18,20,24,27,16,28,16,21,20,20,14,12,13,16,21,11,16,9,10,6,6,8,7,14,7,9,6,4,3,4,6,5,4,4,4,2,1,3,5,1,4,4,3,3,3,2,1,2,1,-3,2,1,-1,1,1,1,-3,1,-1,1,-12,1,-88
-81,1,-7,1,-7,1,-5,1,-4,1,-1,2,-1,1,-2,3,2,2,5,2,1,1,2,1,3,2,6,5,3,4,4,8,6,14,6,10,10,13,7,15,11,6,8,5,12,5,7,13,12,14,22,14,16,19,15,16,28,18,22,29,17,30,21,24,17,19,22,18,23,31,18,34,25,21,31,29,27,20,30,30,20,24,22,18,29,18,25,16,18,21,24,24,19,26,15,21,23,18,14,14,12,15,20,12,15,8,10,7,5,7,12,10,9,7,5,5,2,4,7,4,5,3,4,2,1,3,6,1,4,3,3,3,5,1,-1,2,1,-2,1,1,1,-1,1,1,1,-3,1,-1,1,-12,1,-87
