0.0000000,0.000#0.920#0.910#0.930#0.940#0.950#0.960#0.970#0.980#0.990#0.010#0.360#0.370#0.020#0.030#0.340#0.350#0.400#0.410#0.420,1.667e-01,-00000027,000000028,0,000000001,000000330,000000000,000000000
-34,1,-21,1,-4,1,-1,1,-5,1,-4,1,-3,1,-3,2,-1,1,2,-1,2,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,2,1,1,1,4,1,3,4,5,1,7,5,3,3,7,6,2,8,6,3,4,5,7,1,4,4,4,9,7,9,7,9,4,8,7,8,10,14,11,8,4,7,6,9,14,12,6,7,7,11,11,10,6,6,13,14,11,12,12,10,9,11,13,9,8,9,12,6,11,4,9,13,4,14,7,9,9,4,11,11,11,6,2,7,5,3,5,5,8,3,6,7,8,12,8,8,6,3,7,5,2,3,8,3,4,3,1,-1,1,1,2,5,1,3,2,3,-1,3,1,3,2,-1,1,1,2,1,2,1,3,2,-1,2,-8,1,1,1,1,1,-2,1,-9,1,-69
-40,1,-20,1,-4,1,-2,1,-5,1,-3,1,-3,1,-3,1,1,1,1,1,-1,3,1,-1,1,1,1,-1,1,1,2,-1,1,-1,2,-1,2,-1,2,-1,2,4,1,4,5,2,4,8,2,4,5,4,6,6,9,2,4,3,5,5,1,7,2,7,8,5,13,6,8,4,7,9,10,10,12,10,9,3,5,9,9,18,4,11,7,6,12,9,9,6,10,15,15,8,14,8,9,7,17,11,8,7,10,12,10,5,4,14,7,8,13,11,5,8,5,13,9,8,7,4,4,5,6,3,6,5,6,5,10,7,13,6,8,4,4,5,6,1,8,5,5,2,1,1,-1,2,1,3,4,1,2,3,2,2,1,3,2,1,1,1,1,2,1,2,2,3,-1,1,1,-7,1,-1,1,1,2,-2,1,-9,1,-64
-40,1,-20,1,-4,1,-2,1,-5,1,-3,1,-3,1,-3,1,1,1,1,1,-1,3,1,-1,1,1,1,-1,1,1,2,-1,1,-1,2,-1,2,-1,2,-1,3,3,1,4,5,2,4,9,1,4,5,4,6,7,8,2,4,3,5,5,2,6,2,7,8,6,12,6,9,3,7,9,11,11,11,10,8,3,8,8,8,17,4,11,7,8,11,8,9,7,10,15,14,8,14,8,9,8,17,11,8,8,11,9,11,4,5,13,7,9,12,12,5,7,5,14,8,9,6,4,4,5,6,3,7,4,7,5,9,7,13,7,7,4,4,5,6,1,9,4,5,2,1,1,-1,2,1,3,4,2,1,3,2,2,1,3,2,1,1,1,1,2,1,2,2,3,-1,1,1,-7,1,-1,2,1,1,-2,1,-9,1,-64
-40,1,-20,1,-4,1,-2,1,-5,1,-3,1,-3,1,-3,1,1,1,1,1,-1,3,1,-1,1,1,1,-1,1,1,2,-2,1,2,-1,2,-1,2,-1,2,4,1,4,4,3,3,8,3,3,4,6,6,4,9,4,4,3,4,6,1,7,2,5,10,5,13,6,8,3,7,9,10,10,12,11,9,3,5,9,9,17,5,11,6,7,12,9,9,6,10,15,14,8,14,7,10,8,16,12,8,6,11,12,9,6,3,14,8,8,12,11,5,9,5,12,10,8,7,3,5,5,6,3,5,6,6,5,9,7,12,8,8,4,4,5,6,1,8,4,6,2,1,1,-1,2,1,3,4,1,2,3,2,2,1,3,2,1,1,1,1,2,1,1,3,3,-1,1,1,-7,1,-1,1,1,2,-2,1,-9,1,-64
-40,1,-20,1,-4,1,-2,1,-5,1,-4,1,-2,1,-3,1,1,1,1,1,-1,3,-1,1,1,1,1,-1,1,1,2,-2,1,1,1,2,-1,2,-1,1,4,2,4,3,4,3,7,4,3,4,6,6,3,10,3,5,3,4,6,1,7,2,4,11,5,13,6,7,4,6,8,11,9,14,11,8,4,5,8,10,14,8,11,5,8,10,11,9,6,9,14,14,9,13,9,10,8,15,13,7,6,10,14,8,7,3,13,9,7,12,11,6,9,5,11,10,9,7,3,5,5,6,2,6,6,6,4,10,7,12,7,8,5,3,6,6,1,7,5,6,2,1,1,-1,2,1,2,5,1,2,3,2,2,1,2,2,2,1,1,1,2,1,1,2,3,1,1,1,-8,1,1,1,2,-2,1,-10,1,-63
-40,1,-20,1,-4,1,-2,1,-5,1,-4,1,-2,1,-3,1,1,1,1,1,-1,3,-1,1,1,1,1,-1,1,1,2,-2,1,1,1,2,-1,1,1,1,4,2,4,3,4,3,7,4,3,4,5,7,2,11,3,5,2,5,6,1,7,2,4,10,6,12,5,9,4,6,8,9,11,13,12,8,4,5,8,9,14,9,10,6,6,12,11,9,6,9,12,14,10,14,9,10,8,13,14,6,8,10,14,8,7,3,11,11,7,12,10,6,10,3,13,8,10,8,2,6,5,4,4,5,7,6,3,11,7,11,7,9,5,3,6,6,1,6,5,6,2,2,1,-1,2,1,2,4,1,3,3,2,-1,3,2,2,2,1,1,1,1,2,1,2,3,1,1,1,-8,1,1,1,2,-2,1,-10,1,-63
-40,1,-20,1,-4,1,-2,1,-5,1,-4,1,-2,1,-3,1,1,-1,2,1,-1,2,1,1,1,1,1,-1,1,1,2,-2,1,1,1,2,-1,1,1,1,4,2,4,3,4,2,8,4,2,3,7,7,2,10,4,4,3,4,7,1,6,3,4,9,7,11,5,9,4,7,8,9,11,12,13,8,4,4,8,10,12,11,10,5,6,13,11,9,6,7,13,15,10,14,8,11,8,12,14,6,9,10,14,7,8,2,11,12,6,13,9,7,10,2,14,8,10,8,1,7,5,4,4,5,7,6,3,11,7,11,7,9,4,4,6,6,1,5,6,5,3,2,1,-1,2,1,2,4,1,3,3,2,-1,3,2,2,2,-1,1,2,1,2,1,1,3,2,1,1,-8,1,1,1,1,1,-1,1,-10,1,-63
-40,1,-20,1,-4,1,-2,1,-5,1,-4,1,-2,1,-4,2,-1,2,1,-1,2,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,2,4,3,4,2,8,4,2,3,7,6,3,10,3,5,3,4,7,1,6,3,4,9,7,9,7,9,4,7,8,8,12,11,13,8,5,4,7,9,14,11,10,4,7,13,11,9,5,8,13,14,10,14,9,10,8,13,13,7,9,10,14,6,9,2,11,12,6,13,9,7,10,2,13,9,10,7,2,7,4,4,5,5,7,5,4,8,9,11,7,9,5,4,6,6,1,4,7,4,4,2,1,-1,2,1,1,5,1,3,3,2,-1,3,2,2,2,-1,1,2,1,2,1,1,3,2,1,1,-8,1,1,1,1,1,-2,1,-9,1,-63
-40,1,-20,1,-4,1,-2,1,-5,1,-4,1,-3,1,-3,2,-1,2,1,-1,2,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,2,1,1,1,4,2,3,4,4,2,8,4,2,3,7,6,3,9,4,5,2,5,7,1,5,4,3,10,6,10,7,9,4,7,8,8,12,11,13,7,5,5,7,9,14,11,9,5,6,14,10,10,5,7,12,16,8,14,11,9,9,12,14,7,9,9,13,7,10,2,11,12,3,16,9,6,10,2,13,10,10,7,1,7,5,3,6,5,7,4,5,8,9,11,7,9,5,4,6,5,2,3,8,4,4,2,1,-1,2,1,1,5,1,3,2,3,-1,3,2,2,2,-1,1,2,1,2,1,1,3,2,1,1,-8,1,1,1,1,1,-2,1,-9,1,-63
-40,1,-20,1,-5,1,-1,1,-5,1,-4,1,-3,1,-3,2,-1,2,1,-1,2,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,2,1,1,1,4,1,4,4,4,2,7,4,3,3,7,6,2,8,6,4,3,5,7,1,4,5,3,10,6,10,7,9,3,8,8,7,12,12,12,7,4,7,6,9,14,12,9,4,7,12,12,9,6,6,13,15,9,13,12,9,9,11,15,7,9,8,13,6,11,3,10,13,3,14,11,5,10,3,12,11,10,7,1,7,5,3,5,6,7,4,5,8,9,11,7,8,6,4,6,5,2,3,8,3,4,3,1,-1,2,1,1,5,1,3,2,3,-1,3,1,3,2,-1,1,2,1,2,1,1,3,2,-1,2,-8,1,1,1,1,1,-2,1,-9,1,-63
