0.0000000,0.000#0.460#0.360#0.380#0.500#0.370#0.410#0.540#0.450#0.510#0.530,2.000e-01,-00000030,000000034,0,000000001,000000320,000000000,000000000
-68,1,-5,1,-6,3,1,2,1,-2,2,1,1,1,-1,2,2,1,3,4,2,2,1,5,1,3,3,1,4,2,3,6,6,5,5,5,8,9,8,7,6,7,3,6,13,12,10,10,8,8,10,3,9,13,5,8,10,17,11,9,8,13,14,15,9,11,10,19,17,13,18,16,9,13,7,9,12,19,15,10,12,12,11,10,8,13,9,5,15,9,11,8,7,7,11,11,12,13,5,13,10,8,12,1,6,7,6,3,8,8,5,6,7,-1,6,2,6,5,3,-1,3,4,1,2,3,1,3,1,1,1,-1,1,-1,1,3,1,1,-1,2,-3,2,-4,1,-4,1,-5,1,-2,1,-1,1,-79
-71,1,-5,1,-5,2,1,2,2,-2,2,1,1,-1,1,-1,4,1,1,6,1,1,3,1,4,4,2,1,5,2,2,4,8,3,7,3,8,11,7,4,9,8,3,6,12,9,14,6,10,7,12,5,5,14,7,8,10,14,10,13,7,11,14,15,11,10,13,11,18,18,17,14,13,12,6,8,14,15,16,13,11,13,11,10,9,11,9,7,8,14,12,8,8,6,10,11,12,12,8,11,11,10,10,3,5,6,7,4,4,12,4,5,6,3,6,2,6,4,4,-1,1,5,1,3,1,3,2,2,-1,2,-2,1,1,3,1,1,-1,2,-3,1,1,-4,1,-3,1,-5,1,-3,1,-1,1,-76
-70,1,-5,1,-5,1,2,2,1,1,-1,1,1,1,1,1,-1,3,2,-1,4,4,1,2,1,5,1,3,3,2,4,1,5,5,5,6,5,4,9,9,8,9,4,7,3,5,15,12,11,10,5,10,9,3,11,11,5,9,12,15,12,7,10,12,17,13,8,12,9,18,20,14,20,11,11,13,7,8,13,17,15,10,12,14,10,9,9,12,10,4,14,9,14,5,8,7,13,9,14,9,9,11,12,5,11,1,6,10,4,4,8,8,4,7,5,3,3,4,5,5,2,-1,4,3,2,1,3,2,3,-1,2,-2,1,-1,2,2,1,1,2,-4,2,-4,1,-4,1,-5,1,-2,1,-1,1,-77
-70,1,-5,1,-6,3,1,2,1,-2,2,1,1,1,-1,2,3,-1,4,3,2,2,1,5,1,3,3,1,5,1,3,6,6,5,6,4,9,9,7,7,7,7,2,6,15,10,13,7,8,9,10,3,8,13,5,8,11,17,11,8,10,11,15,15,8,14,9,18,18,13,19,14,9,13,9,7,14,17,15,11,11,13,9,11,10,12,10,3,14,9,13,7,6,9,13,8,14,10,6,14,10,6,12,1,6,8,5,4,9,7,4,7,6,-1,6,3,5,6,2,-1,3,4,1,2,3,2,3,-1,2,-2,1,-1,1,3,1,1,1,1,-3,2,-4,1,-4,1,-5,1,-2,1,-1,1,-77
-71,1,-5,1,-5,2,1,2,2,-2,2,1,-1,1,1,-1,4,1,-1,5,3,1,3,1,4,3,3,1,5,2,1,4,8,4,5,4,8,9,6,8,8,6,6,4,10,12,13,7,10,7,10,7,4,11,10,8,9,14,10,14,7,9,16,14,13,9,11,11,20,17,17,15,10,12,11,8,11,14,17,15,9,11,15,8,10,9,11,9,5,16,9,12,6,7,8,13,12,13,7,8,12,11,7,8,2,5,11,2,5,10,6,5,6,4,5,3,6,3,3,2,1,4,2,3,-1,3,3,2,-1,2,-2,1,-1,3,2,-1,1,2,-4,2,-4,1,-3,1,-5,1,-3,1,-1,1,-76
-70,1,-5,1,-6,3,2,1,1,-1,1,1,1,1,1,-1,2,3,-1,4,4,1,2,1,5,1,3,3,2,4,1,4,5,6,6,5,4,9,9,8,7,6,7,2,6,15,12,11,9,6,10,9,3,9,12,6,9,10,16,11,9,9,12,16,13,8,14,9,18,19,14,19,13,11,12,7,7,14,18,15,10,11,15,10,8,10,12,10,3,14,9,14,6,6,9,13,9,13,10,8,12,11,6,11,1,6,8,5,4,9,8,3,7,6,2,4,4,5,5,2,-1,4,3,2,1,3,2,3,-1,2,-2,1,-1,2,2,1,1,1,1,-3,2,-4,1,-4,1,-5,1,-2,1,-1,1,-77
-71,1,-4,1,-6,3,1,1,2,-2,2,1,1,1,-1,2,2,1,3,4,2,2,1,5,1,3,3,1,4,2,2,5,8,5,5,5,7,10,8,7,6,7,3,6,13,10,12,9,9,8,10,3,9,10,8,8,10,16,11,10,7,13,15,14,10,11,10,19,17,13,18,15,9,13,8,8,13,18,15,10,13,12,11,10,7,14,8,6,14,10,11,7,7,8,11,10,13,10,8,13,9,9,12,1,6,7,6,3,8,8,5,5,8,-1,6,2,6,4,4,-1,3,3,2,2,2,2,2,2,1,1,-1,1,-1,1,3,1,1,-1,2,-3,2,-4,1,-4,1,-5,1,-2,1,-1,1,-77
-71,1,-5,1,-5,1,2,2,1,1,-1,1,1,1,1,1,-1,3,2,-1,4,4,1,2,1,5,1,5,1,4,2,2,4,6,6,4,5,4,11,7,8,9,4,7,4,5,15,13,9,10,7,9,9,3,12,9,7,8,12,14,14,5,11,13,15,15,7,13,9,19,19,14,19,10,11,13,8,8,13,17,16,10,10,16,9,9,9,11,10,5,15,9,14,3,8,8,13,10,15,6,9,12,11,7,10,-1,6,10,4,5,7,9,4,6,5,5,2,4,5,4,2,1,3,3,2,1,3,3,2,-1,2,-2,1,-1,2,3,-1,1,2,-4,2,-4,1,-4,1,-4,1,-3,1,-1,1,-76
-71,1,-5,1,-5,2,1,2,2,-2,2,1,1,1,-1,1,3,1,1,6,1,1,3,2,3,4,2,2,4,2,2,5,7,3,7,4,8,11,7,3,10,7,3,6,12,9,14,6,11,7,11,5,5,14,7,9,9,14,10,14,6,11,14,17,10,11,11,11,20,16,17,14,13,13,5,9,13,15,17,12,11,14,10,10,9,12,9,7,9,12,12,8,8,7,10,10,12,12,8,11,12,9,10,3,5,7,7,3,4,12,4,5,6,3,6,2,6,4,4,-1,1,5,1,3,1,3,2,2,-1,2,-2,1,1,3,1,1,-1,2,-3,1,1,-4,1,-3,1,-5,1,-3,1,-1,1,-76
-71,1,-5,1,-5,2,1,2,2,-2,2,1,-1,1,1,-1,4,1,-1,4,4,1,3,1,4,2,4,1,5,2,1,4,8,4,5,4,6,11,5,9,8,6,6,4,10,11,11,10,10,6,11,7,3,12,10,8,7,15,11,14,7,9,15,15,13,8,12,9,22,16,15,18,10,12,11,8,10,12,19,16,9,10,16,8,10,9,11,9,4,15,10,13,4,9,8,13,12,12,7,9,11,11,7,9,1,6,10,3,5,9,7,5,6,4,5,3,5,4,3,2,1,3,3,3,-1,3,3,2,-1,2,-2,1,-1,3,2,-1,1,2,-4,2,-4,1,-3,1,-5,1,-3,1,-1,1,-76
