0.0000000,0.000#0.280#0.270#0.360#0.260#0.420#0.350#0.370#0.380#0.330#0.430,2.000e+00,-00000369,000000343,1,000000002,000000356,000000000,000000000
-82,1,-5,1,-3,2,-4,2,2,-1,1,4,2,2,-1,2,2,2,2,-1,2,3,2,5,11,3,3,5,3,4,2,4,2,5,2,5,3,5,1,6,6,1,3,1,6,5,4,5,6,4,1,9,6,8,4,8,5,5,5,5,7,4,14,11,7,8,4,3,5,8,7,9,5,4,6,10,5,3,6,8,6,12,4,7,8,3,3,1,8,7,7,9,3,4,10,10,8,4,7,5,5,5,9,8,13,4,10,5,6,8,9,8,5,7,7,6,11,6,10,10,9,6,4,7,14,8,6,3,9,5,5,10,5,8,7,3,5,13,10,6,9,8,7,7,5,7,9,8,6,1,5,4,5,7,1,1,3,1,1,3,4,3,3,1,1,3,1,4,2,1,1,1,1,2,-1,1,2,1,1,1,3,1,-8,2,-9,1,-5,1,-1,1,-57
-82,1,-5,1,-3,1,1,-3,2,1,1,1,3,4,-1,1,1,2,3,2,-1,3,2,1,4,12,4,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,3,1,5,6,3,4,7,5,2,7,7,6,4,9,5,4,8,4,5,6,10,15,5,10,2,2,7,7,10,7,6,3,8,7,6,4,3,10,7,8,8,7,8,2,4,1,8,6,7,9,4,3,11,9,6,5,6,8,5,4,8,9,9,9,10,4,6,9,7,8,9,4,5,7,14,4,9,11,8,8,5,4,16,6,6,5,7,7,4,10,5,7,7,4,8,9,12,5,11,6,10,3,6,7,11,6,6,2,5,4,6,5,2,1,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,2,1,1,1,4,3,-1,1,1,2,3,2,-1,3,2,1,4,12,4,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,3,1,5,6,3,4,8,4,2,7,7,6,4,9,5,4,8,4,5,6,9,16,5,10,2,2,7,7,10,7,6,3,7,8,6,4,3,10,6,9,8,7,8,2,4,1,8,6,7,9,4,3,11,9,6,5,6,8,5,4,8,9,9,9,10,4,6,9,7,8,9,4,5,7,14,4,9,11,8,8,5,4,16,6,6,5,7,7,4,10,5,7,7,4,8,9,12,5,11,6,10,3,6,7,11,6,6,2,5,4,6,5,2,1,2,2,2,2,4,3,2,2,4,-1,1,3,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,2,2,5,5,4,4,6,5,3,7,8,5,5,8,4,5,9,2,6,6,9,15,6,10,2,2,6,8,10,5,7,4,8,7,7,3,3,9,7,9,8,7,7,3,4,-1,8,7,7,9,4,3,11,9,5,6,6,7,5,5,8,9,10,7,11,4,5,10,5,9,10,4,5,7,13,5,9,11,8,8,5,3,15,8,6,5,6,8,4,9,6,6,9,3,8,9,11,6,9,8,10,3,6,7,10,7,5,3,5,4,7,4,1,2,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,2,1,1,1,4,3,-1,1,1,2,3,2,-1,3,2,1,4,12,4,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,3,1,5,6,3,4,8,4,2,7,7,6,4,9,5,4,8,4,5,6,9,16,5,10,2,2,7,7,10,7,6,3,7,9,5,4,3,10,6,9,8,7,8,2,4,1,8,6,7,9,4,3,11,9,6,5,6,8,5,4,8,10,8,9,10,4,6,9,7,8,9,4,5,7,14,4,9,11,8,8,5,4,17,5,6,5,7,7,4,10,6,6,7,4,8,9,12,5,11,6,10,3,6,7,11,6,6,2,5,4,6,5,2,1,2,2,2,2,4,3,2,2,4,-1,1,3,3,1,1,1,2,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,4,4,3,5,4,2,3,2,5,5,4,4,6,5,3,6,9,5,5,8,5,4,9,2,7,5,10,14,8,7,3,2,6,8,9,6,7,4,8,7,7,3,2,9,7,10,9,6,7,3,4,-1,7,8,7,9,4,1,13,8,5,7,5,8,4,6,6,11,10,7,10,5,5,10,5,9,10,4,5,7,13,5,10,10,7,9,5,3,14,8,7,5,6,8,4,9,6,6,9,3,8,9,12,5,9,8,10,3,6,7,8,9,4,4,6,3,8,3,1,2,2,2,2,2,4,3,2,2,4,-1,1,3,2,2,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,1,1,-9,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,2,2,5,6,3,4,6,6,2,7,8,5,5,8,4,5,9,2,6,6,9,15,6,10,2,2,6,8,11,4,7,4,8,7,7,3,3,9,8,8,8,7,7,3,4,-1,8,7,7,9,4,3,11,9,5,6,6,7,5,5,8,9,10,8,10,4,4,11,5,10,9,4,5,7,13,5,9,11,8,8,5,3,15,8,6,5,6,8,4,9,6,6,9,3,8,9,11,6,9,8,10,3,6,7,10,7,5,3,5,4,7,4,1,2,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,2,2,5,5,4,4,6,5,3,7,7,6,5,8,4,5,9,2,6,6,9,15,7,9,2,2,6,8,9,6,7,4,8,7,7,3,2,10,7,9,8,7,7,3,4,-1,8,7,7,9,4,3,11,9,5,6,6,7,5,5,8,9,10,7,11,4,5,10,5,9,10,4,5,7,13,5,8,12,8,8,5,3,15,8,6,5,6,8,4,9,6,6,9,3,8,9,11,6,9,8,10,3,6,7,10,7,4,4,5,4,7,4,1,2,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,2,2,5,5,4,4,6,5,3,6,8,6,5,8,4,5,9,2,7,5,9,15,7,9,2,2,6,8,9,6,7,4,8,7,7,3,2,10,7,9,8,7,7,3,4,-1,8,7,7,9,4,3,11,9,4,7,6,7,5,5,8,9,10,7,10,5,5,10,5,9,11,3,5,7,13,5,9,11,7,9,5,3,15,8,6,5,6,8,4,9,6,6,9,3,8,9,11,6,9,8,10,3,5,8,10,7,4,4,5,4,7,4,1,2,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,13,4,2,3,7,3,2,3,4,4,2,4,5,3,3,5,5,2,2,2,5,6,3,4,6,6,2,7,8,5,5,8,4,5,9,3,5,6,9,16,5,10,2,2,6,8,11,5,6,4,8,7,6,4,3,9,8,8,8,7,7,3,4,1,7,7,7,9,4,3,11,9,5,6,6,7,5,5,7,10,9,9,10,4,4,11,6,9,9,4,5,7,13,5,9,11,8,8,5,3,16,7,6,5,7,7,4,10,5,6,9,3,8,9,11,6,11,6,10,3,6,7,10,7,5,3,5,4,7,4,1,2,2,2,2,2,4,3,2,2,4,-1,2,2,3,1,1,-1,3,1,-1,1,1,1,2,1,2,2,-8,2,-10,1,-5,1,-1,1,-56
-82,1,-5,1,-3,1,1,-3,1,2,1,1,3,4,-1,1,1,1,4,1,1,2,2,2,3,12,5,2,3,7,3,2,3,4,4,2,4,4,4,3,5,4,2,3,2,5,5,4,4,6,5,3,6,9,5,5,8,5,4,8,3,7,5,10,14,9,6,3,2,6,8,9,6,7,4,8,7,7,3,2,9,7,10,9,6,7,3,4,-1,7,8,7,9,4,1,13,8,5,7,5,8,4,6,6,11,10,7,9,6,5,10,4,10,10,4,5,7,13,5,10,10,7,9,5,3,13,9,7,5,6,8,4,9,7,5,9,3,8,9,12,5,9,8,9,4,7,6,8,9,4,4,6,3,8,3,1,2,2,2,2,2,4,3,2,2,4,-1,1,3,2,2,1,-1,3,1,-1,1,1,1,2,1,1,3,-8,1,1,-9,1,-5,1,-1,1,-56
