0.0000000,0.000#0.710#0.730#0.660#0.700#0.610#0.680#0.720#0.690#0.420#0.270,2.000e-01,-00000031,000000030,0,000000001,000000305,000000000,000000000
-76,1,-4,1,-2,2,1,2,-1,1,-1,1,1,-1,1,-2,4,1,3,4,-2,2,2,3,2,3,5,1,1,12,7,2,7,4,3,10,7,7,6,3,2,7,9,5,5,7,6,6,8,2,12,15,5,16,8,14,11,3,9,3,9,11,7,12,10,16,15,11,15,10,13,15,17,19,10,15,18,13,9,11,16,19,10,19,6,9,7,7,11,9,10,15,13,11,15,11,8,9,10,9,9,9,6,8,6,4,4,8,6,3,8,2,4,8,2,4,4,6,2,4,3,5,6,2,3,4,1,4,2,1,-1,3,2,2,-3,1,-1,2,1,-3,1,-1,2,-4,1,-5,1,-5,1,-60
-80,1,-3,1,-2,1,1,2,1,1,-2,1,1,-1,1,-1,2,2,2,5,1,-1,1,2,2,2,2,6,3,1,5,11,3,5,6,2,7,9,9,5,5,2,3,6,10,4,8,5,6,9,5,6,14,11,6,16,13,10,6,6,5,8,9,12,7,13,11,14,15,12,11,13,14,14,19,16,9,17,18,11,10,11,17,17,19,8,8,7,10,8,8,10,18,10,10,15,11,10,11,7,10,8,10,10,4,9,6,1,6,9,3,3,8,3,7,3,6,3,4,3,2,4,5,7,4,2,2,3,3,3,1,1,1,3,2,1,-3,1,1,2,-3,1,-2,2,-4,1,-4,1,-6,1,-56
-80,1,-3,1,-2,1,1,2,1,1,-2,1,1,-1,1,-1,1,3,2,5,1,-2,3,2,2,2,6,2,2,4,11,4,4,7,2,6,9,10,5,5,1,3,7,9,5,8,3,8,8,6,5,14,12,5,16,11,10,9,5,6,6,11,10,9,11,12,13,16,11,13,11,15,13,19,17,9,17,17,13,8,12,16,18,19,9,8,6,9,8,9,11,17,11,10,14,11,11,11,6,11,7,10,9,5,9,6,2,5,9,3,4,7,4,5,5,5,4,3,4,2,4,4,8,3,2,3,3,3,3,1,1,1,3,1,2,-3,1,1,1,1,-2,1,-2,2,-4,1,-4,1,-6,1,-56
-80,1,-3,1,-2,1,2,1,1,1,-2,2,-1,1,-2,3,1,3,4,1,-1,2,2,1,3,1,8,1,1,9,8,4,4,5,3,9,6,10,4,5,3,6,3,9,6,7,6,6,9,3,9,15,7,11,13,14,10,4,7,4,8,10,10,11,10,15,11,16,12,8,18,15,14,20,11,14,13,17,11,8,15,17,13,21,7,10,6,8,12,9,7,18,10,11,14,11,11,10,8,10,8,9,8,5,9,5,2,9,5,4,6,4,5,7,1,6,4,4,3,1,6,5,6,3,2,3,2,4,3,1,-1,2,2,2,1,-3,1,2,1,-3,1,-2,2,-4,1,-4,1,-6,1,-56
-80,1,-3,1,-2,1,1,2,1,1,-2,2,-2,1,-1,2,2,3,4,1,-1,1,2,2,3,1,6,3,1,6,10,3,5,6,2,7,9,9,5,5,2,4,5,10,5,7,7,4,9,5,6,15,10,7,15,13,10,6,6,5,8,9,12,7,13,12,13,15,12,11,14,14,14,19,16,8,18,17,12,9,11,18,16,19,9,8,6,10,9,8,9,18,10,11,14,11,11,10,9,8,9,10,9,4,9,6,1,6,9,4,2,8,3,7,3,6,3,4,3,2,5,4,7,4,2,3,2,4,2,1,1,1,3,2,1,-3,1,1,2,-3,1,-2,2,-4,1,-4,1,-6,1,-56
-79,1,-4,1,-2,2,1,2,-1,1,-1,1,1,-1,1,-2,4,1,3,4,-2,2,2,2,3,3,5,1,1,11,6,4,7,3,4,10,7,7,5,4,2,7,8,6,4,8,6,6,8,2,12,14,6,13,11,13,11,4,9,3,9,11,6,13,9,15,17,11,15,8,15,15,16,20,10,15,18,13,9,11,15,18,11,18,7,9,7,7,12,9,10,15,12,12,15,10,9,9,8,11,9,9,6,8,6,4,3,9,5,4,8,2,4,8,2,4,4,6,2,4,3,5,5,3,2,5,1,4,2,1,-1,3,1,3,-3,1,-1,2,1,-3,1,-1,2,-4,1,-5,1,-5,1,-57
-80,1,-3,1,-2,1,2,1,1,1,-2,2,-2,1,-1,2,2,3,4,1,-1,1,3,1,3,1,6,3,1,8,9,4,3,6,3,8,7,9,5,5,2,5,5,9,6,6,7,5,9,4,8,15,8,9,14,14,9,5,7,4,9,9,11,10,10,15,10,15,13,10,17,15,12,20,14,8,18,17,11,9,12,18,15,20,8,8,7,9,10,9,8,17,10,13,13,11,10,11,8,10,8,10,8,4,9,6,2,8,6,4,3,7,4,7,2,6,3,5,2,2,5,6,5,4,2,3,2,4,2,2,-1,1,3,2,1,-3,1,1,2,-3,1,-2,2,-4,1,-4,1,-6,1,-56
-80,1,-3,1,-2,1,1,2,1,1,-2,1,1,-1,1,-1,2,2,2,5,1,-1,1,2,2,2,2,6,2,2,5,11,3,4,7,2,6,9,10,5,5,2,3,6,10,4,8,3,8,8,6,5,15,11,6,15,13,10,7,6,5,7,10,11,8,12,11,14,16,10,13,12,15,14,18,16,9,18,18,11,9,12,16,17,19,9,8,6,9,9,8,11,17,11,10,15,10,11,11,6,11,8,10,8,5,10,5,2,6,8,3,4,8,3,6,4,5,4,4,3,2,4,4,8,4,1,3,3,3,3,1,1,1,3,2,1,-3,1,1,1,1,-2,1,-2,2,-4,1,-4,1,-6,1,-56
-80,1,-3,1,-2,1,2,1,1,1,-2,2,-2,1,-1,2,2,3,4,1,-1,1,3,1,3,1,6,3,1,8,9,2,5,6,3,6,9,9,5,5,2,5,4,10,6,6,7,5,9,4,6,16,9,8,15,13,9,6,6,5,8,10,11,8,12,12,13,15,13,10,15,16,12,19,15,8,19,17,11,9,11,19,15,20,8,8,6,10,10,7,10,17,10,12,13,11,11,10,9,9,8,10,9,4,9,6,2,6,8,4,3,7,4,6,3,6,3,4,3,2,5,5,6,4,2,3,2,4,2,1,1,1,3,2,1,-3,1,1,2,-3,1,-2,2,-4,1,-4,1,-6,1,-56
-78,1,-4,1,-2,1,2,2,-1,1,-1,1,1,-1,1,-2,3,2,3,4,-2,2,2,2,3,3,5,1,1,11,6,4,6,4,4,9,7,8,4,4,3,7,7,6,5,8,5,6,8,3,12,14,5,13,12,13,11,4,8,3,9,9,9,12,10,15,17,10,16,8,15,15,14,21,11,12,21,13,9,10,14,19,11,19,6,10,7,7,12,9,10,15,12,9,16,11,10,8,9,11,9,7,8,6,8,4,3,9,5,3,9,1,5,8,1,5,4,6,2,2,4,6,5,3,2,5,1,4,2,1,-1,3,1,3,-4,1,2,1,-3,1,-1,2,-4,1,-5,1,-5,1,-58
-78,1,-3,1,-2,1,2,1,1,1,-2,2,-2,1,-1,2,2,3,4,1,-1,1,3,1,3,1,6,3,1,8,9,4,3,6,3,8,7,10,4,5,3,6,3,9,6,6,7,5,10,3,9,15,7,9,15,13,10,4,7,4,9,9,11,11,10,15,10,16,11,10,18,15,13,19,13,12,14,17,12,8,14,17,14,20,8,8,7,9,10,10,8,17,10,12,14,11,10,11,8,10,8,9,8,5,9,5,2,9,5,4,4,6,4,7,2,6,4,4,3,1,5,6,5,4,2,3,2,4,3,1,-1,2,2,2,1,-3,1,2,1,-3,1,-2,2,-4,1,-4,1,-6,1,-58
