0.0000000,0.000#0.370#0.140#0.150#0.110#0.290#0.320#0.350#0.130#0.160#0.240#0.300#0.310#0.330#0.340#0.180#0.280#0.100#0.120#0.250#0.270#0.170#0.260#0.090#0.010#0.020#0.960#0.950#0.930#0.940#0.830#0.850,1.000e-01,-00000015,000000018,0,000000001,000000330,000000000,000000000
-49,1,-5,1,-13,1,-2,1,1,-2,1,-3,1,-5,1,-2,1,2,1,1,-2,1,2,2,1,1,3,3,3,5,2,4,3,3,2,3,2,6,8,7,4,2,2,7,3,6,3,8,2,7,5,6,4,4,6,7,8,6,4,6,13,11,9,6,6,7,8,14,11,7,9,14,10,13,11,14,11,10,9,12,11,12,14,10,11,12,9,6,6,6,9,7,8,6,7,9,17,10,3,9,7,4,8,7,4,5,5,4,5,4,1,4,8,1,6,2,5,4,4,3,2,3,2,-1,1,-1,4,-1,3,2,1,-1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-10,1,-82
-53,1,-4,1,-14,1,-2,1,1,-1,1,-3,1,-6,1,-1,1,-1,2,1,1,-2,3,1,1,1,1,4,3,4,4,1,5,2,5,1,3,4,6,8,6,3,3,-1,8,4,4,7,4,3,9,3,6,5,5,3,9,7,6,5,6,12,15,7,3,7,8,10,13,11,8,10,13,11,12,12,13,11,10,9,12,7,17,12,10,9,13,10,5,5,6,11,6,9,6,7,10,20,3,7,6,9,1,10,7,2,7,3,6,4,4,-1,4,9,2,4,4,4,4,5,1,2,4,1,1,-1,2,2,1,2,2,1,1,-1,1,2,-2,1,-1,1,-1,1,-1,1,-1,1,-13,1,-2,1,-10,1,-78
-51,1,-4,1,-14,1,-1,1,-1,1,-1,1,-3,1,-6,1,-1,1,-1,3,-1,1,-2,3,1,2,-1,2,3,4,4,3,2,6,1,4,2,3,4,7,8,5,3,2,2,8,4,2,10,1,5,8,2,6,6,5,5,8,8,4,7,9,8,14,7,5,4,10,12,14,8,9,12,12,10,10,19,9,12,6,11,13,8,14,15,7,13,10,9,4,5,7,9,11,6,4,10,10,17,6,9,2,9,5,6,6,4,6,3,5,5,3,3,3,7,3,5,2,4,4,6,2,2,3,-1,1,-1,2,2,2,1,2,1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-80
-51,1,-4,1,-14,1,-1,1,-1,1,-1,1,-3,1,-6,1,-1,1,-1,3,-1,1,-2,3,1,2,-1,2,3,3,5,3,1,5,2,5,2,3,3,7,7,6,3,3,1,9,3,3,8,3,3,9,3,6,6,4,6,8,7,4,8,6,11,14,7,5,4,10,12,12,10,7,11,14,11,10,14,12,13,7,11,10,11,14,12,9,13,11,9,4,5,7,9,10,7,4,8,12,17,4,10,2,10,3,8,6,4,6,2,6,4,4,3,3,7,3,5,2,4,4,6,2,2,2,1,1,-1,2,2,1,2,2,1,1,-1,1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-80
-50,1,-5,1,-13,1,-2,1,1,-2,1,-3,1,-6,1,-1,1,2,1,-1,1,-1,1,2,2,1,1,3,2,3,5,2,5,3,3,2,3,2,4,10,7,4,2,2,6,4,6,2,8,3,5,7,4,6,4,6,6,7,8,4,6,11,11,10,7,6,6,8,13,12,8,8,14,10,12,10,16,12,10,8,12,11,10,17,9,11,12,10,6,6,5,9,6,10,5,6,8,19,10,4,9,5,6,6,7,5,5,5,5,5,3,2,4,7,2,6,2,5,3,5,3,2,3,2,-1,1,-1,4,-1,3,2,-1,1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-10,1,-81
-52,1,-5,1,-13,1,-2,1,1,-2,1,-2,1,-6,1,-1,1,-1,2,1,1,-2,1,2,2,1,1,4,2,3,6,1,4,3,4,1,4,3,5,8,7,3,3,1,7,4,5,3,8,2,8,5,5,4,6,4,7,8,6,5,5,13,13,8,5,7,6,8,15,10,10,8,12,11,13,11,15,10,11,10,10,10,14,12,10,11,13,9,6,5,6,10,6,8,7,7,9,19,7,3,10,8,2,10,5,4,7,3,4,5,4,1,4,9,1,5,3,4,4,5,2,2,3,2,-1,1,1,3,-1,3,2,1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-14,1,-1,1,-10,1,-79
-53,1,-4,1,-13,1,-2,1,1,-2,1,-3,1,-6,1,-1,1,2,1,-1,1,-1,1,2,1,2,1,3,2,3,4,3,4,4,2,3,3,2,4,10,6,5,2,2,5,5,6,1,9,2,4,9,3,4,7,5,4,9,8,3,8,11,8,13,6,6,4,11,12,12,9,8,13,11,11,11,16,12,9,8,12,12,8,17,11,8,15,9,7,4,6,8,6,12,5,6,8,16,13,4,9,5,6,6,6,6,3,6,5,4,4,3,3,8,2,6,2,3,5,3,5,2,3,2,-1,1,-1,3,1,3,2,-1,1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-78
-53,1,-4,1,-14,1,-1,1,-1,1,-1,1,-3,1,-6,1,-1,1,-1,3,-1,1,-2,3,1,2,-1,2,3,3,5,3,1,5,2,5,2,3,3,7,7,6,3,3,1,9,3,3,8,3,3,9,3,6,6,4,6,8,7,4,8,6,11,14,7,5,4,10,12,12,10,7,11,14,11,10,14,12,13,7,11,10,11,14,12,9,13,11,9,4,5,7,9,10,7,4,8,12,17,4,10,2,10,3,8,6,4,6,2,6,4,4,3,3,7,3,5,2,4,4,6,2,2,2,1,1,-1,2,2,1,2,2,1,1,-1,1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-78
-51,1,-4,1,-13,1,-2,1,-1,1,-1,1,-3,1,-6,1,-1,1,1,2,-1,1,-2,3,1,2,-1,2,3,4,4,3,3,5,2,3,2,3,4,8,8,4,3,2,2,8,6,1,9,1,5,9,3,4,7,4,5,9,8,3,8,11,6,15,6,5,3,12,12,12,8,10,12,11,10,12,17,10,11,6,13,11,9,14,15,7,13,10,8,5,6,8,6,11,6,6,8,10,18,5,9,3,8,6,5,7,3,6,4,4,5,3,3,7,3,4,4,3,4,4,5,2,3,2,-1,1,-1,2,2,3,1,1,1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-80
-51,1,-4,1,-14,1,-1,1,-1,1,-1,1,-3,1,-6,1,-1,1,-1,2,1,1,-2,3,1,2,-1,2,3,3,5,3,1,5,2,5,1,3,4,7,7,6,3,3,-1,9,3,4,7,4,3,9,3,6,6,4,4,9,8,4,6,7,12,13,8,3,6,10,10,12,10,9,11,12,13,10,13,13,12,8,9,12,6,18,11,11,9,13,11,4,4,8,9,8,7,6,8,9,20,4,8,4,9,2,10,6,3,7,2,6,4,4,1,4,8,2,6,2,4,4,5,1,4,2,1,1,-1,2,2,1,2,2,1,1,-1,1,2,-2,1,-1,1,-1,1,1,-1,1,-14,1,-1,1,-11,1,-80
-52,1,-4,1,-14,1,-1,1,-1,1,-1,1,-3,1,-6,1,-1,1,-1,3,-1,1,-2,3,1,2,-1,2,3,4,4,3,2,6,1,4,2,3,4,7,8,5,3,2,2,8,4,2,10,1,5,8,2,6,6,5,5,8,8,4,7,9,8,14,7,5,4,10,12,14,8,9,12,12,10,10,19,9,12,6,11,13,8,14,15,7,13,10,9,4,5,7,9,11,6,4,10,10,17,6,9,2,9,5,6,6,4,6,3,5,5,3,3,3,7,3,5,2,4,4,6,2,2,3,-1,1,-1,2,2,2,1,2,1,1,1,-1,2,-2,1,-1,1,1,-1,1,-1,1,-14,1,-1,1,-11,1,-79
