0.0000000,0.000#0.100#0.110#0.120#0.140#0.150#0.160#0.170#0.180#0.270#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.090#0.130#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.260#0.280#0.290#0.300#0.310#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.400#0.410#0.420#0.430#0.440#0.580#0.590#0.600#0.610#0.620#0.630#0.640#0.450#0.460#0.470#0.480#0.490#0.560#0.570#0.650#0.660#0.670#0.780#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.500#0.510#0.520#0.530#0.540#0.550#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.760#0.770#0.790#0.900#0.800#0.810#0.820#0.830#0.840#0.850#0.860#0.870,6.667e-02,-00000019,000000002,0,000000001,000000315,000000007,000000015
-58,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1,-1
-59,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-26
-59,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-26
-59,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-3,1,-68,2,-9,1,-26
-60,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26
-60,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26
-60,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-26
-60,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-25
-60,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-25
-62,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-23,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-24
-58,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1,-1
-58,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1,-1
-58,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-26,1
-58,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-26,1
-58,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-2,1,-69,2,-9,1,-26,1
-59,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1
-59,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-23,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1
-59,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26,1
-59,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-26,1
-60,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-26
-60,1,-12,1,-5,1,-8,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-25
-61,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-25
-61,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-25
-61,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-25
-61,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-24
-61,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-24
-61,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-2,1,-69,2,-9,1,-24
-62,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-24
-62,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-24
-62,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-24
-62,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-23
-62,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-23
-62,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-3,1,-68,2,-9,1,-23
-63,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-23
-63,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-23
-63,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-23
-63,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-23
-63,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-22
-63,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-22
-63,1,-12,1,-5,1,-8,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-22
-64,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-22
-64,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-22
-64,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-22
-64,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-21
-64,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-21
-66,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-19
-66,1,-12,1,-5,1,-8,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-19
-67,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-19
-67,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-19
-67,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-19
-67,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-18
-67,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-18
-64,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-2,1,-69,2,-9,1,-21
-65,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-21
-65,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-23,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-21
-65,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-21
-65,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-21
-66,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-20
-66,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-19
-67,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-2,1,-69,2,-9,1,-18
-68,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-18
-68,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-23,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-18
-69,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-16
-71,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-14
-71,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-3,1,-68,2,-9,1,-14
-72,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-14
-72,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-14
-72,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-14
-72,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-14
-72,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-13
-65,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-20
-65,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-20
-65,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-3,1,-68,2,-9,1,-20
-66,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-20
-66,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-20
-66,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-20
-68,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-18
-68,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-18
-68,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-17
-68,1,-12,1,-5,1,-8,1,-7,1,-10,1,-4,1,-29,1,-22,1,-4,1,-28,1,1,-4,2,-3,1,-69,2,-9,1,-17
-68,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-3,1,-68,2,-9,1,-17
-69,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-17
-69,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-17
-69,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-17
-69,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,1,1,-8,1,-17
-69,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-16
-69,1,-12,1,-5,1,-8,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-16
-71,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-14
-70,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-5,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-16
-70,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-16
-70,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-16
-70,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-15
-70,1,-12,1,-5,1,-8,1,-6,1,-11,1,-4,1,-29,1,-22,1,-4,1,-27,1,-1,1,-4,2,-3,1,-68,1,1,-9,1,-15
-70,1,-12,1,-5,1,-8,1,-7,1,-10,1,-5,1,-28,1,-22,1,-4,1,-28,1,1,-4,1,1,-2,1,-69,2,-9,1,-15
-71,1,-11,1,-6,1,-7,1,-7,1,-11,1,-4,1,-28,1,-22,1,-4,1,-28,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-15
-71,1,-12,1,-5,1,-7,1,-7,1,-11,1,-4,1,-28,1,-23,1,-4,1,-27,1,-1,1,-3,1,1,-3,1,-68,2,-9,1,-15
