1.8849556,0.000#0.590,4.000e-02,-00000006,000000006,0,000000001,000000300,000000000,000000000
-69,1,-17,1,1,1,-1,1,-3,2,-2,1,3,3,1,-2,3,1,6,2,4,3,5,4,3,4,8,5,5,3,6,5,10,3,5,9,10,10,11,12,10,14,11,15,9,8,19,18,14,22,20,13,19,12,29,16,30,13,21,23,17,25,27,20,20,24,19,18,28,24,34,28,32,34,28,29,26,35,28,24,20,18,35,28,29,30,23,27,30,24,29,25,20,27,23,23,14,22,16,14,19,9,15,13,13,22,18,15,19,10,14,5,13,13,12,9,14,5,4,6,4,4,3,4,3,4,9,5,4,3,5,6,6,4,3,2,3,1,4,2,3,2,-3,3,1,2,1,-1,1,-4,1,-1,1,-14,1,-39
-84,1,-17,1,1,1,-1,1,-3,2,-2,1,3,3,1,-1,1,2,2,7,1,3,5,3,4,6,1,9,5,4,5,4,7,8,4,6,9,9,9,12,12,13,14,10,15,7,13,21,14,14,20,24,12,16,17,24,17,28,17,24,18,18,31,19,23,20,22,23,17,25,29,31,32,31,32,32,23,34,31,24,23,23,19,37,28,23,34,24,28,28,24,29,24,21,24,23,22,15,22,14,16,18,11,11,16,12,22,21,12,18,10,15,7,11,14,11,9,13,4,3,7,4,4,4,3,3,4,10,3,4,6,5,3,7,3,3,2,4,1,4,2,2,2,-3,3,1,3,-2,1,-3,1,-2,1,-14,1,-24
