3.1415926,0.000#0.810#0.820#0.830#0.030#0.200#0.800#0.840#0.020#0.040#0.050#0.060,4.200e+01,-00006312,000006456,1,000000042,000000304,000000000,000000000
-64,1,-11,1,-6,2,-2,2,1,2,2,2,-1,2,3,1,2,-1,3,1,2,1,4,3,3,5,6,4,5,5,10,3,3,5,5,10,6,5,7,9,8,7,7,1,4,9,7,6,11,6,6,13,6,10,8,11,7,11,7,12,12,10,12,6,13,16,12,13,18,6,19,17,12,14,10,13,8,15,12,11,4,10,13,10,15,10,20,11,10,12,5,12,14,8,15,11,13,7,7,7,5,8,7,8,12,5,3,4,8,6,5,6,4,3,4,1,3,4,3,-1,1,4,6,1,2,3,1,1,3,1,2,1,2,2,-1,1,2,1,1,-1,2,-1,1,1,-3,1,-6,1,-1,1,-2,1,-65
-65,1,-11,1,-4,1,1,-2,1,2,2,2,-1,2,4,1,2,1,3,-1,2,-1,4,2,3,3,5,6,4,5,7,7,4,3,5,4,8,9,7,5,9,8,9,5,3,2,8,8,11,6,10,2,8,10,8,11,7,10,7,12,12,12,14,8,12,7,12,15,20,12,15,9,11,19,10,13,9,13,13,14,4,11,11,12,11,12,22,10,15,6,5,12,14,12,14,8,10,15,7,7,6,6,7,8,14,5,6,3,6,6,6,5,5,5,2,5,3,1,3,4,1,-1,6,4,2,1,3,1,4,-2,3,1,2,-1,2,2,1,1,1,2,-2,1,-1,1,-3,1,-4,1,-1,1,-3,1,-65
-65,1,-11,1,-4,1,1,-2,1,2,2,2,-1,2,4,1,2,1,3,-1,2,-1,4,2,3,3,6,5,4,5,7,7,4,3,5,4,8,9,7,5,9,8,9,5,3,2,8,8,10,7,10,2,8,10,8,11,7,10,7,12,12,12,14,8,12,7,12,15,20,12,17,7,11,19,10,13,9,13,13,14,3,12,11,12,10,13,22,10,15,6,5,12,14,12,14,8,11,14,7,7,6,6,7,8,14,5,6,3,6,6,6,5,5,5,2,5,3,1,3,4,1,-1,6,4,2,1,3,1,4,-2,3,1,2,-1,2,2,1,1,1,2,-2,1,-1,1,-3,1,-4,1,-1,1,-4,1,-64
-65,1,-11,1,-4,1,1,-2,1,2,3,1,-1,2,4,1,2,1,3,-1,2,-1,4,2,3,3,6,5,4,5,7,7,4,3,5,4,8,9,7,5,9,8,9,5,3,2,8,8,11,6,10,2,8,10,8,11,7,10,7,12,12,12,14,8,12,7,12,15,20,12,17,7,11,19,10,13,10,12,13,14,3,12,11,12,11,12,21,11,15,6,5,12,14,12,14,8,11,14,7,7,6,6,7,8,13,6,6,3,6,6,5,6,5,5,2,5,3,1,3,4,1,-1,6,4,2,1,2,2,4,-2,3,1,2,-1,2,2,1,1,1,2,-2,1,-1,1,-3,1,-4,1,-1,1,-4,1,-64
-64,1,-11,1,-6,2,-2,2,1,2,2,2,-1,2,3,1,2,-1,3,1,2,1,4,2,4,4,7,4,5,5,10,3,3,5,5,10,6,4,8,9,8,7,7,1,4,9,7,6,11,6,6,13,5,12,7,10,8,10,8,11,13,10,12,6,13,15,13,13,18,6,19,17,12,13,11,13,8,14,13,11,4,10,13,10,15,10,20,12,9,11,6,12,14,8,15,12,12,7,7,7,5,8,7,7,13,5,3,4,8,6,5,7,3,3,4,-1,4,4,3,-1,1,4,6,1,2,3,1,1,3,1,2,1,2,2,-1,1,2,1,1,-1,2,-1,1,1,-3,1,-6,1,-1,1,-2,1,-65
-64,1,-12,1,-5,2,-2,2,1,2,2,-1,2,4,1,1,2,-1,3,1,2,1,4,3,3,2,9,6,3,4,11,3,3,4,5,11,6,2,10,7,10,6,8,1,4,10,6,5,12,9,3,13,5,11,8,8,10,9,9,11,13,11,11,9,10,15,13,13,18,6,18,19,11,13,10,10,12,16,11,11,4,9,14,10,14,12,19,13,8,11,6,12,14,8,15,11,13,6,8,5,7,9,6,8,12,5,3,5,7,7,4,6,4,-1,7,2,2,5,2,-1,1,4,6,1,2,3,1,2,2,1,2,1,2,2,-1,1,2,1,1,-1,2,-1,1,1,-3,1,-6,1,-1,1,-2,1,-65
-65,1,-11,1,-4,1,1,-2,1,2,2,2,-1,2,4,1,2,1,2,1,2,-1,4,2,3,3,5,6,4,5,7,7,4,3,5,4,8,9,5,7,9,8,9,5,3,2,9,7,11,6,10,2,9,9,9,10,7,10,7,12,11,13,14,8,13,6,12,15,20,12,15,9,11,19,10,13,9,13,13,14,4,11,11,12,12,11,21,11,15,6,5,12,14,12,14,8,10,15,7,7,5,7,7,8,14,5,6,3,6,6,6,5,5,5,2,5,3,1,3,4,1,-1,5,5,2,1,3,1,4,-2,3,1,2,-1,2,2,1,1,1,2,-2,1,-1,1,-3,1,-4,1,-1,1,-3,1,-65
-65,1,-11,1,-4,1,1,-2,1,2,3,1,-1,2,4,1,2,1,3,-1,2,-1,4,2,3,3,6,5,5,4,7,7,4,3,5,4,8,9,7,5,9,8,9,5,3,2,8,8,11,6,10,2,7,11,8,11,7,10,7,12,12,12,14,8,12,7,12,15,20,12,17,7,11,19,10,13,10,12,13,14,3,12,11,12,11,12,21,11,13,8,5,12,14,12,14,8,11,14,7,7,6,6,7,8,12,7,6,3,6,6,5,6,5,5,2,5,3,1,3,4,1,-1,6,4,2,1,2,2,4,-1,1,2,1,2,-1,2,2,1,1,1,2,-2,1,-1,1,-3,1,-4,1,-1,1,-4,1,-64
-64,1,-11,1,-6,2,-2,2,1,2,2,2,-1,2,3,1,2,-1,3,1,2,1,4,3,3,4,7,4,5,5,10,3,3,5,5,10,6,5,7,9,8,7,7,1,4,9,7,6,11,6,6,13,6,11,7,10,8,10,8,11,13,10,12,6,13,15,13,13,18,6,19,17,12,14,10,13,8,15,12,11,4,10,13,10,15,10,20,11,10,11,6,12,14,8,15,12,12,7,7,7,5,8,7,7,13,5,3,4,8,6,5,7,3,3,4,-1,4,4,3,-1,1,4,6,1,2,3,1,1,3,1,2,1,2,2,-1,1,2,1,1,-1,2,-1,1,1,-3,1,-6,1,-1,1,-2,1,-65
-64,1,-11,1,-6,2,-2,2,1,2,2,2,-1,3,2,1,2,-1,3,1,2,1,4,2,4,3,8,4,5,5,10,3,3,5,5,10,6,4,8,9,8,7,7,1,4,10,6,6,11,7,5,13,5,12,7,10,8,10,8,10,14,10,12,6,13,16,12,13,18,6,19,17,12,13,11,13,8,14,13,11,4,10,13,10,15,10,20,13,8,11,6,12,14,8,15,12,12,7,7,7,5,8,7,7,13,5,3,4,8,6,5,7,3,3,4,-1,4,4,3,-1,1,4,6,-1,3,3,1,1,3,1,2,1,2,2,-1,1,2,1,1,-1,2,-1,1,1,-3,1,-6,1,-1,1,-2,1,-65
