3.1415926,0.000#0.300#0.100#0.310#0.130#0.140#0.110#0.150#0.400#0.080#0.160#0.290#0.320#0.370#0.410,5.100e+01,-00007680,000007722,1,000000051,000000302,000000000,000000000
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,1,1,-1,3,1,1,1,1,-1,3,2,4,7,3,2,4,5,4,3,2,4,3,8,6,6,4,6,5,7,5,3,6,12,6,7,7,11,11,9,11,11,8,13,12,10,11,17,11,3,9,9,11,17,8,12,23,16,15,15,17,8,16,13,15,14,22,12,21,17,8,10,12,16,4,7,9,16,15,9,12,7,10,18,11,9,7,8,6,3,6,4,9,7,2,4,8,4,4,4,3,3,1,2,2,1,1,3,1,2,1,2,1,1,-1,2,2,-3,1,-7,1,-7,1,-74
-72,1,-2,1,-5,1,-2,1,-2,2,1,-1,2,-1,2,-2,3,-1,2,1,1,2,1,3,3,7,3,3,3,5,4,5,-1,5,2,8,6,3,7,6,5,5,7,3,6,8,10,7,7,15,7,8,12,9,10,9,16,7,14,16,12,3,9,12,8,12,13,16,18,17,15,16,16,7,17,10,18,20,16,13,20,13,12,8,14,10,10,4,11,14,17,12,10,10,7,16,13,10,6,5,9,4,4,6,8,5,4,1,11,5,3,2,5,3,1,1,3,1,1,1,3,3,-1,1,2,1,-1,1,3,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,6,4,3,3,5,4,4,1,4,3,8,6,4,6,5,6,7,5,3,6,11,7,8,6,11,11,10,10,10,9,13,12,9,12,17,11,3,9,10,10,16,9,10,25,16,15,15,17,8,16,11,17,15,21,11,22,14,11,8,14,13,7,6,10,16,15,9,12,10,7,16,13,9,7,8,6,3,5,4,10,6,3,1,11,4,4,4,3,3,1,2,2,1,1,2,2,2,1,1,2,1,-1,2,2,-3,1,-7,1,-7,1,-74
-72,1,-2,1,-5,1,-2,1,-2,2,1,-1,2,-1,2,-1,1,2,-1,2,1,1,2,1,3,3,7,3,3,3,5,4,5,-1,5,2,8,6,3,7,6,5,5,7,3,6,8,10,7,7,14,8,8,12,9,10,9,16,7,14,16,12,3,9,12,8,12,13,16,18,18,14,16,16,7,17,10,18,21,15,13,20,13,12,8,14,10,10,4,11,14,17,12,10,10,7,16,13,10,6,4,10,4,4,6,8,5,4,2,10,5,3,2,5,3,1,1,3,1,1,1,3,3,-1,2,1,1,-1,1,3,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,6,4,3,3,5,4,4,1,4,3,8,6,4,6,6,5,7,5,2,7,11,7,8,6,13,9,9,11,10,9,13,12,8,13,16,12,3,9,10,10,16,9,11,24,16,15,16,16,7,17,11,17,14,22,12,21,14,11,9,13,11,9,6,10,16,15,9,12,10,7,14,15,9,7,9,5,3,5,4,10,6,3,1,11,5,3,4,3,3,1,2,2,1,1,2,2,3,-1,1,2,1,-1,2,2,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,6,4,3,3,5,4,4,1,4,3,8,6,4,6,6,5,7,5,2,7,11,7,8,6,14,8,9,11,10,9,12,13,8,13,18,10,3,9,11,9,15,10,11,24,16,15,16,16,8,16,10,18,15,21,12,21,14,11,8,14,11,9,5,11,16,15,9,12,10,7,14,15,9,7,9,5,3,5,4,10,6,3,1,11,5,3,4,3,3,1,1,3,1,1,2,2,3,-1,1,2,1,-1,2,2,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,6,4,3,3,5,4,4,1,4,3,8,6,4,6,5,6,7,5,3,6,11,7,8,6,12,10,10,10,10,9,13,12,9,12,17,11,3,9,10,10,16,9,10,25,16,15,16,16,8,16,11,17,14,22,11,22,14,11,8,14,12,8,6,10,16,15,9,12,10,7,16,13,9,7,8,6,3,5,4,10,6,3,1,11,5,3,4,3,3,1,2,2,1,1,2,2,3,-1,1,2,1,-1,2,2,-3,1,-7,1,-6,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,6,4,3,3,5,4,4,1,4,3,8,6,4,6,6,5,7,5,2,7,11,7,8,6,13,9,9,11,10,9,10,15,8,13,18,10,3,9,11,9,15,10,11,24,16,15,16,16,8,16,11,17,15,21,12,21,14,11,8,14,11,9,5,11,16,15,9,12,11,6,15,14,10,6,9,5,3,5,4,10,6,3,1,11,5,3,4,3,3,1,1,3,1,1,2,2,3,-1,1,2,1,-1,2,2,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,1,-1,2,-1,2,-1,1,2,-1,2,1,1,2,1,3,3,6,4,3,3,6,3,4,1,4,3,8,6,5,5,5,6,4,8,3,6,8,10,6,8,14,8,8,12,9,10,9,16,8,13,15,13,4,8,11,9,12,13,20,13,18,15,14,18,8,16,11,17,20,16,12,21,11,14,8,14,9,11,4,11,14,17,12,10,10,7,15,14,10,6,4,10,4,4,6,8,5,4,7,5,4,4,4,3,3,1,2,2,1,1,1,3,3,-1,2,1,1,-1,1,3,-3,1,-6,1,-7,1,-75
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,7,3,3,3,4,5,4,1,4,3,7,7,5,5,5,6,8,4,3,6,11,7,8,6,10,12,11,9,10,9,13,12,9,12,17,11,3,9,10,10,16,9,12,23,16,15,14,18,8,16,12,16,15,21,10,23,14,11,9,13,14,6,6,10,16,15,9,12,8,9,16,13,9,7,8,6,3,5,4,10,6,3,2,10,4,4,4,3,3,1,2,2,1,1,2,2,2,1,2,1,1,-1,2,2,-3,1,-7,1,-7,1,-74
-72,1,-2,1,-5,1,-2,1,-2,2,-1,1,2,-1,2,-2,3,1,1,1,1,1,2,2,4,7,3,3,3,5,4,4,1,4,3,9,5,4,6,6,5,7,5,2,7,11,7,8,6,13,9,9,11,10,9,9,16,8,13,17,11,3,9,11,9,15,10,11,24,15,16,16,16,8,16,11,17,17,19,12,21,15,10,8,14,11,9,5,11,17,14,9,12,11,6,15,14,10,6,7,7,3,5,4,10,6,3,1,11,5,3,4,3,3,1,1,3,1,1,2,2,3,-1,1,2,1,-1,2,2,-3,1,-6,1,-7,1,-75
