3.1415926,0.000#0.690#0.700#0.680#0.650#0.660#0.670#0.710#0.720#0.640#0.550#0.580#0.730,5.700e+01,-00009076,000008252,1,000000057,000000304,000000000,000000000
-76,1,-10,1,-11,1,-3,2,-5,1,1,1,-1,3,2,4,1,1,5,5,3,2,4,4,5,4,7,5,5,8,10,10,5,7,6,7,15,9,15,11,10,15,8,13,13,13,10,13,15,17,16,17,19,20,17,15,12,10,12,17,15,22,13,18,8,15,14,20,8,11,20,20,14,14,7,9,13,13,13,12,8,14,7,4,-1,2,4,8,5,10,4,8,5,4,5,2,5,1,2,3,2,2,4,4,3,4,1,5,1,2,1,2,-1,3,-1,1,1,3,-1,1,-6,2,-3,1,-73
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,4,2,1,1,4,6,4,1,2,6,3,6,6,6,9,4,8,12,6,6,5,7,15,10,13,13,16,9,8,13,16,9,15,9,21,11,19,14,22,16,20,13,12,9,20,10,16,20,20,11,13,10,26,9,10,9,24,16,15,13,9,6,14,13,15,10,11,11,3,8,2,-1,9,3,6,8,6,6,8,2,6,1,1,5,5,-1,1,3,4,4,5,2,4,1,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,3,3,1,1,4,6,4,1,2,6,3,6,6,6,9,4,8,12,6,6,5,7,15,10,13,13,16,9,8,13,15,10,15,9,20,12,19,14,22,16,20,13,12,9,20,10,16,20,20,11,13,10,26,9,10,9,24,16,15,13,9,6,14,13,15,10,11,11,4,7,2,-1,9,3,6,8,7,5,8,2,6,1,1,5,5,-1,1,3,4,4,5,2,4,1,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,4,2,1,1,4,6,4,1,2,6,3,6,6,6,9,4,8,12,6,6,5,7,15,10,13,13,16,9,8,13,16,9,15,9,21,11,19,14,21,17,20,13,12,9,20,10,15,21,20,11,13,10,26,9,10,9,24,16,15,13,9,6,14,13,14,11,11,11,3,8,2,-1,9,3,6,8,6,6,8,2,6,1,1,5,5,-1,1,3,4,4,5,2,4,1,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,1,1,-4,1,-2,1,3,1,3,3,1,1,3,7,4,1,2,6,3,6,5,7,9,4,8,12,5,7,5,7,17,8,13,13,16,9,9,12,15,10,14,10,22,10,18,15,21,17,21,12,11,10,21,9,15,21,21,10,13,10,26,9,11,8,23,17,15,13,8,7,16,11,13,12,11,11,3,8,2,-1,9,3,6,8,5,7,8,2,6,1,2,4,5,-1,1,3,4,4,5,2,4,1,4,-1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,3,3,1,1,4,6,4,1,2,6,3,6,5,7,9,4,8,12,6,6,5,7,16,9,13,13,16,9,9,12,16,9,14,10,22,10,19,14,21,17,20,13,11,10,20,10,15,21,21,10,13,10,26,9,10,9,23,17,15,13,8,7,15,12,14,11,11,11,3,8,2,-1,9,3,6,8,5,7,8,2,6,1,2,4,5,-1,1,3,4,4,5,2,4,1,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,3,3,1,1,4,6,4,1,2,6,3,6,5,7,9,4,8,12,7,5,5,7,16,9,13,13,16,9,8,13,16,9,15,9,21,11,19,14,21,17,20,13,12,9,20,10,15,21,20,11,13,10,26,9,10,9,23,17,15,13,8,7,15,12,14,11,11,11,3,8,2,-1,9,3,6,8,6,6,8,2,6,1,1,5,5,-1,1,3,4,4,5,2,4,1,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,3,3,1,1,4,6,4,1,2,6,3,6,6,6,9,4,8,12,7,5,5,7,15,10,13,13,16,9,9,12,15,10,15,9,20,12,19,14,21,17,20,13,13,8,20,10,16,20,20,11,13,10,24,11,10,9,22,18,15,13,9,6,13,14,15,10,11,11,4,7,2,-1,9,3,6,8,8,4,8,2,6,1,1,5,5,-1,1,3,4,4,5,2,3,2,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,2,-5,1,-2,1,3,1,3,3,1,1,4,6,4,1,2,6,3,6,6,6,9,4,7,13,7,5,5,7,14,11,13,13,16,9,10,11,15,10,16,8,19,13,19,14,19,19,20,13,13,8,20,10,16,20,21,10,13,10,23,12,11,8,22,18,15,13,8,7,13,14,15,10,12,10,4,7,2,-1,9,3,6,8,8,4,8,2,6,1,1,5,5,-1,1,3,4,3,6,2,3,2,3,1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-3,1,1,-4,1,-2,1,3,1,3,3,1,1,3,7,4,1,2,6,3,6,5,7,9,4,8,12,5,7,5,7,16,9,13,13,16,9,9,12,15,10,14,10,22,10,18,15,21,17,21,12,11,10,21,9,15,21,21,10,13,10,26,9,11,8,22,18,15,13,8,7,15,12,11,14,11,11,3,8,2,-1,9,3,6,8,5,8,7,2,6,1,2,4,5,-1,1,3,4,4,5,2,4,1,4,-1,2,1,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
-77,1,-8,1,-11,1,-4,2,-4,1,-2,1,2,2,3,3,1,1,4,6,4,1,2,6,4,5,5,7,9,4,10,10,5,7,6,7,17,7,13,13,17,8,8,13,15,10,12,12,22,10,16,17,21,17,22,11,11,10,20,10,15,21,22,9,13,10,24,11,10,9,22,18,18,10,9,6,15,12,12,13,11,11,3,8,2,-1,9,3,5,9,5,8,6,3,6,1,2,4,3,2,1,3,5,3,5,2,3,2,4,-1,1,2,3,-1,1,-1,3,1,1,-8,2,-3,1,-72
