3.1415926,0.000#0.580#0.600#0.760#0.460#0.470#0.590#0.820#0.570#0.810#0.060,4.500e+01,-00006777,000006813,1,000000045,000000302,000000000,000000000
-74,1,1,-1,2,-1,1,1,3,-1,1,1,-2,2,1,-1,1,2,-1,1,2,2,3,1,-1,3,2,3,4,-2,3,9,8,4,3,4,7,10,8,3,8,4,8,1,10,7,4,15,10,5,8,7,10,9,8,5,9,9,15,15,8,19,8,6,7,10,16,14,9,15,7,12,22,13,10,6,14,14,14,8,9,14,10,19,13,7,17,9,8,10,10,10,10,12,14,10,4,8,14,10,11,11,10,11,9,11,1,6,9,5,2,3,3,5,8,6,5,3,9,4,3,2,6,3,3,2,4,2,2,2,-1,1,1,4,4,1,1,1,1,-4,1,-2,2,-1,2,1,-2,2,1,-4,1,-68
-74,2,-1,1,1,1,-1,3,1,-1,1,1,-1,1,1,-1,1,1,2,-1,1,3,1,1,3,1,2,3,2,1,3,2,1,5,12,3,4,4,7,7,11,7,4,5,7,7,4,8,3,15,10,3,10,8,9,4,13,11,3,9,15,8,15,16,11,6,7,12,13,11,13,9,13,12,22,13,10,10,9,12,17,5,12,8,16,15,17,16,8,6,11,11,9,7,13,16,9,10,5,15,7,7,14,12,9,12,7,11,2,7,8,3,4,2,4,8,5,7,4,5,7,2,5,5,2,6,1,3,3,1,3,-1,2,1,1,4,4,-1,2,1,1,-4,1,-1,2,-1,2,-1,1,-2,2,-1,1,-2,1,-69
-74,1,1,1,1,1,-1,3,1,-1,1,-1,1,1,1,-1,1,2,1,-1,1,3,1,1,3,1,2,3,2,1,3,2,1,5,12,3,4,4,7,8,10,7,4,6,6,7,4,7,4,14,11,3,10,8,9,4,13,11,3,10,14,8,15,16,11,6,7,11,14,12,12,9,13,13,21,13,10,11,8,12,17,6,11,9,15,14,18,16,8,6,11,11,9,7,13,16,9,10,5,15,7,7,14,12,9,11,8,10,3,7,8,3,4,2,4,8,5,7,4,5,7,2,5,5,2,6,1,3,3,1,3,-1,2,1,1,4,4,-1,2,1,1,-4,1,-1,2,-1,2,-1,1,-2,2,-1,1,-2,1,-69
-74,1,1,2,-1,1,-1,2,2,-1,1,-1,1,1,1,-1,1,2,1,1,-1,2,2,1,3,1,2,3,2,-1,4,3,-1,8,9,2,5,6,5,7,11,7,4,5,7,8,3,5,6,15,10,5,8,9,8,6,11,9,5,13,11,8,15,11,16,9,4,11,14,11,13,8,14,17,17,11,12,11,8,12,17,6,11,6,17,14,19,18,6,7,10,11,9,9,11,15,10,10,5,16,6,5,16,9,12,11,8,6,7,10,5,2,5,4,2,7,6,6,5,5,7,1,6,5,2,6,1,4,2,1,3,-1,2,1,1,4,4,-1,2,1,1,-5,1,2,-1,2,-2,1,2,-2,1,-2,1,-69
-74,2,-1,1,1,1,-1,3,1,-1,1,1,-1,1,1,-1,1,1,2,-1,1,3,1,1,3,1,2,3,2,1,3,1,2,6,11,3,4,4,7,8,10,6,5,5,7,6,5,8,3,15,10,5,8,10,7,6,11,10,4,6,18,10,13,14,13,7,6,12,13,13,11,10,12,12,22,13,10,8,11,11,18,6,11,9,15,18,14,13,11,8,9,11,9,6,14,15,10,11,4,13,9,9,12,11,10,14,6,11,1,8,7,4,3,3,3,5,8,8,3,4,8,3,4,5,2,6,1,2,4,1,3,-1,2,1,1,3,5,-1,2,1,1,-4,1,-1,1,1,1,1,1,-2,2,-1,1,-2,1,-69
-74,2,-1,1,1,1,-1,3,1,-1,1,1,-1,1,1,-1,1,1,2,-1,1,3,1,1,3,1,2,3,2,1,3,1,2,6,11,3,4,4,7,8,10,6,5,5,7,6,5,8,3,14,11,5,8,9,8,6,11,10,4,6,18,10,13,15,12,7,6,12,13,13,11,10,12,12,22,13,10,9,10,11,18,6,11,9,15,17,15,13,11,8,9,11,9,6,14,15,10,11,4,13,9,9,12,11,10,14,6,11,1,8,7,4,3,3,3,5,8,8,3,5,7,3,4,5,2,6,1,2,4,1,3,-1,2,1,1,3,5,-1,2,1,1,-4,1,-1,1,1,1,1,1,-2,2,-1,1,-2,1,-69
-74,2,-1,1,1,1,-1,3,1,-1,1,-1,1,1,1,-1,1,2,1,-1,1,3,1,1,3,1,2,3,2,1,3,2,1,5,12,3,4,4,7,8,10,7,4,6,6,7,4,7,4,15,10,3,10,8,9,4,13,11,3,10,14,8,15,16,11,6,7,11,14,12,12,9,13,12,22,13,10,11,8,12,17,5,12,9,15,14,18,16,8,6,11,11,9,7,13,16,9,10,5,15,7,7,14,12,9,12,7,11,2,7,8,3,4,2,4,8,5,7,4,5,7,2,5,5,2,6,1,3,3,1,3,-1,2,1,1,4,4,-1,2,1,1,-4,1,-1,2,-1,2,-1,1,-2,2,-1,1,-2,1,-69
-74,1,1,2,-1,1,-1,2,2,-1,1,-1,1,1,1,-1,1,2,1,1,-1,2,2,-1,4,1,2,2,3,-1,4,3,-1,7,10,2,5,5,6,6,12,7,4,5,7,8,3,4,7,14,11,5,8,11,6,7,10,9,5,13,11,8,15,10,17,9,4,11,14,11,13,8,14,19,15,11,12,12,7,11,18,7,10,7,16,15,18,18,6,7,10,11,9,10,10,15,10,9,6,14,8,4,17,13,8,11,8,5,8,10,5,1,6,4,2,7,6,6,5,7,5,1,6,5,2,5,2,4,2,1,3,-1,2,1,1,4,3,1,2,1,1,-5,1,2,-1,2,-2,1,2,-2,1,-2,1,-69
-74,2,-1,1,1,1,-1,3,1,-1,1,1,-1,1,1,-1,1,1,2,-1,1,3,1,1,3,1,2,3,2,1,3,2,1,5,12,3,4,4,7,7,11,7,4,5,7,7,4,8,3,15,10,3,10,8,9,4,13,11,3,9,15,8,15,17,10,6,7,12,13,12,12,9,13,13,21,13,10,10,9,12,17,5,12,8,16,15,17,16,8,7,10,11,9,7,13,16,9,10,5,15,7,7,14,12,9,11,8,11,2,7,8,4,3,2,4,8,5,7,4,5,7,2,5,5,2,6,1,3,3,1,3,-1,2,1,1,4,4,-1,2,1,1,-4,1,-1,2,-1,2,-1,1,-2,2,-1,1,-2,1,-69
-74,1,1,2,-1,1,-1,2,2,-1,1,-1,1,1,1,-1,1,2,1,1,-1,2,2,-1,4,1,2,2,3,-1,4,3,-1,7,10,2,5,5,6,6,12,6,5,5,7,8,3,5,6,15,10,5,8,10,7,7,10,9,5,13,11,8,15,10,17,9,4,11,14,11,13,8,14,19,15,11,12,12,7,11,18,7,10,6,17,16,17,18,6,7,10,11,9,10,10,15,10,9,6,14,8,5,16,12,9,11,8,5,8,10,5,1,6,4,2,7,6,6,5,7,5,1,6,5,2,6,1,4,2,1,3,-1,2,1,1,4,3,1,2,1,1,-5,1,2,-1,2,-2,1,2,-2,1,-2,1,-69
-74,1,1,1,1,-1,1,1,3,-1,1,1,-2,2,1,-1,1,2,-1,1,2,2,2,2,-1,3,3,2,4,-2,3,9,8,4,3,4,7,10,8,5,6,3,9,2,9,7,4,15,10,5,8,7,10,9,8,5,9,8,16,13,10,19,8,7,6,10,15,15,9,15,7,10,24,13,10,7,13,15,13,9,8,13,11,19,13,8,16,8,9,10,10,9,11,14,12,11,3,9,13,9,12,11,10,11,9,11,1,8,7,5,2,3,3,4,9,8,3,3,9,4,3,3,5,3,3,2,4,2,2,2,-1,1,1,4,4,1,1,1,1,-4,1,-2,2,-1,2,1,-2,2,1,-3,1,-69
