3.1415926,0.000#0.890#0.730#0.140#0.240#0.840#0.380#0.390#0.080#0.130,2.000e+00,-00000311,000000305,1,000000002,000000308,000000000,000000000
-76,1,-8,1,-1,1,-4,1,-2,3,1,-1,2,-2,2,1,3,4,1,1,2,-1,1,3,5,5,3,2,5,2,7,6,4,6,7,6,5,6,9,5,8,14,9,6,6,7,13,9,8,11,13,16,12,13,7,10,15,14,16,17,14,13,12,5,17,6,7,15,23,12,15,17,19,25,16,16,14,12,7,12,9,13,15,8,8,16,19,11,8,8,9,10,13,13,5,8,9,3,5,15,5,6,6,5,8,3,3,3,3,2,1,4,3,-1,2,2,1,6,1,1,2,2,2,-1,1,2,1,-2,1,1,1,-1,1,-2,2,-1,1,-4,1,-6,1,-70
-77,1,-6,1,-2,1,-5,1,-2,3,1,-1,2,1,-1,3,1,3,3,2,1,-1,1,2,3,4,6,3,1,7,4,4,5,6,6,6,6,9,6,5,6,8,15,8,8,10,7,8,11,11,10,12,16,8,14,11,10,12,17,13,18,16,11,12,7,11,6,19,16,14,13,21,18,11,25,18,17,11,11,9,10,9,14,13,10,13,15,15,11,3,13,13,9,6,11,9,8,7,3,6,16,2,7,8,4,8,1,4,4,-1,2,3,5,1,-1,3,1,1,6,2,-1,4,1,1,-2,2,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-5,1,-4,1,-71
-76,1,-7,1,-2,1,-5,1,-1,1,2,1,-1,2,1,-1,3,1,5,1,2,1,-1,1,3,3,4,5,3,1,6,5,4,5,8,6,5,6,8,6,7,7,3,17,11,5,11,7,10,8,9,14,14,13,8,14,11,9,14,15,16,15,19,10,11,7,10,6,23,12,14,13,22,19,14,22,17,18,10,10,14,5,10,14,14,9,11,19,13,10,5,12,10,12,6,11,10,8,6,2,9,13,3,6,8,5,7,2,3,4,1,2,3,4,1,-1,3,1,2,5,2,-1,5,-1,1,-2,2,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-5,1,-4,1,-71
-76,1,-8,1,-1,1,-4,1,-2,3,1,-1,1,1,-1,1,2,3,4,1,2,1,-1,1,4,4,4,4,1,5,3,7,5,4,6,7,6,5,8,8,5,8,13,10,7,5,8,11,9,9,8,15,19,7,15,7,11,13,12,19,16,15,14,12,6,14,9,5,17,21,11,14,20,18,24,17,15,15,14,6,11,10,13,14,8,9,14,18,13,9,8,9,10,12,12,5,11,8,2,5,14,7,6,5,5,8,4,2,4,3,2,1,4,3,-1,2,2,1,5,2,1,2,2,2,-1,1,2,1,-2,1,1,1,-1,1,-1,1,1,-1,1,-4,1,-5,1,-71
-76,1,-8,1,-1,1,-4,1,-2,2,2,-2,2,-1,1,2,2,5,1,2,1,-1,1,5,3,4,4,1,5,3,7,5,3,8,5,7,5,7,8,6,6,12,11,9,5,7,12,9,9,8,15,16,10,9,12,11,13,11,20,18,12,16,12,6,13,9,4,20,19,11,13,24,16,22,17,16,16,12,7,12,9,11,16,8,10,15,16,16,7,8,9,12,9,13,4,10,10,2,5,11,10,6,5,5,7,5,2,4,3,1,2,2,5,-1,2,1,2,4,3,1,2,2,2,-1,1,2,1,-2,1,1,-1,1,1,-1,1,1,-1,1,-4,1,-5,1,-71
-77,1,-6,1,-2,1,-5,1,-2,3,1,-1,2,1,-1,3,1,3,3,2,1,-1,1,2,3,4,6,3,1,7,4,4,5,6,7,5,6,9,6,7,5,7,15,8,8,10,7,9,10,11,11,13,14,8,14,11,10,13,16,13,18,15,13,11,7,11,6,19,16,14,13,22,18,11,25,17,17,11,11,11,8,10,13,14,9,13,17,13,11,3,14,12,9,7,11,7,9,8,2,8,14,2,7,8,5,7,2,3,4,-1,3,3,4,1,-1,3,1,1,6,2,-1,4,1,1,-2,2,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-5,1,-4,1,-71
-76,1,-8,1,-1,1,-5,1,-1,2,2,-2,2,1,-1,2,2,5,1,2,1,-1,1,4,4,4,3,2,5,2,8,4,4,8,5,7,4,8,7,6,7,10,12,11,4,9,10,9,9,5,18,16,9,9,13,12,11,14,15,19,14,16,11,8,10,11,4,22,17,11,13,23,17,18,21,15,17,11,8,13,7,10,14,12,10,16,15,14,9,6,11,9,12,9,8,11,9,2,3,11,12,7,3,6,7,6,1,3,4,1,2,2,5,-1,2,1,2,3,4,2,1,3,1,-1,1,2,1,-2,1,1,-1,1,-1,1,1,1,-1,1,-4,1,-5,1,-71
-76,1,-8,1,-1,1,-5,1,-1,2,2,-2,2,1,-1,2,2,5,1,2,1,-1,1,4,4,4,3,2,5,2,8,4,4,8,5,7,4,8,7,7,6,10,12,11,4,9,9,10,9,6,17,17,8,9,13,12,11,14,15,19,14,16,11,8,10,11,4,22,17,11,13,23,17,18,21,13,19,11,8,13,7,10,14,12,10,16,15,14,9,5,12,9,12,7,10,11,9,2,3,12,11,7,3,6,7,6,1,3,4,1,2,2,5,-1,2,1,2,3,4,2,1,3,1,-1,1,2,1,-2,1,1,-1,1,-1,1,1,1,-1,1,-4,1,-5,1,-71
-76,1,-8,1,-1,1,-4,1,-2,3,1,-1,2,-2,2,1,3,4,1,2,1,-1,1,3,5,5,3,2,4,3,7,5,5,6,6,7,4,7,9,5,8,13,10,7,5,8,12,8,9,10,14,17,10,13,7,11,14,12,18,18,13,14,12,5,16,8,5,15,23,12,15,18,19,23,18,15,15,12,7,11,10,13,15,7,9,15,17,14,8,9,8,10,12,14,3,11,8,2,5,15,6,6,6,5,7,4,2,4,3,2,1,4,3,-1,2,2,1,5,2,1,2,2,2,-1,1,2,1,-2,2,-1,1,-1,1,-1,1,1,-1,1,-4,1,-5,1,-71
-76,1,-8,1,-1,1,-4,1,-2,3,1,-1,1,1,-1,1,2,3,4,1,2,1,-1,1,4,4,4,4,1,5,3,7,5,5,5,7,6,5,8,8,5,8,13,10,7,5,8,12,8,9,8,15,19,7,15,7,11,13,12,19,16,15,14,12,6,14,9,5,16,22,11,14,20,18,24,17,15,15,14,6,11,10,13,14,8,9,14,18,13,9,8,9,10,12,12,5,11,8,2,5,14,7,6,5,6,7,4,2,4,3,2,1,4,3,-1,2,2,1,5,2,1,2,2,2,-1,1,2,1,-2,1,1,1,-1,1,-1,1,1,-1,1,-4,1,-5,1,-71
