3.1415926,0.000#0.790#0.800#0.870#0.770#0.810#0.630#0.820#0.880#0.760,4.000e+01,-00005916,000006164,1,000000040,000000302,000000000,000000000
-47,1,-6,1,-1,1,-6,1,-10,3,1,1,-1,2,1,1,1,-2,1,3,2,-1,3,6,3,2,1,3,1,2,5,5,1,5,4,8,6,4,3,1,4,6,-1,5,5,5,7,5,6,7,6,6,12,12,10,5,10,7,9,10,7,7,8,6,11,15,9,7,10,9,16,10,6,8,8,14,8,9,7,13,15,9,5,9,13,19,12,9,14,14,9,11,9,7,11,13,9,12,6,5,6,12,10,14,17,7,6,4,9,10,9,7,15,8,4,9,4,8,14,13,5,4,4,6,3,7,6,2,3,3,3,2,4,3,-1,2,4,2,2,5,2,1,1,1,3,-1,4,4,-1,1,-1,2,1,-2,3,-4,1,1,-3,1,-70
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,5,4,4,1,3,1,2,1,8,2,3,3,8,4,4,5,3,2,5,5,3,2,3,7,4,8,7,6,5,6,13,11,11,5,12,5,10,9,7,7,5,9,17,9,7,9,10,9,14,12,10,4,13,9,11,6,11,9,10,14,8,6,19,13,11,10,10,18,12,8,8,8,11,13,12,9,4,7,11,7,14,10,7,17,5,5,6,12,9,8,9,14,7,6,8,4,14,13,7,2,6,4,6,4,2,6,3,3,2,3,4,3,2,-1,2,4,4,3,-1,3,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,5,4,4,1,3,1,2,1,8,2,3,3,8,4,4,5,3,2,5,5,3,2,3,7,4,8,7,6,5,6,13,11,11,5,12,5,10,9,7,7,5,9,17,9,7,9,10,9,14,12,10,4,13,9,11,6,11,9,10,13,9,6,19,13,10,11,10,18,11,9,8,8,11,13,12,9,4,7,11,7,14,10,7,17,5,5,6,12,9,8,9,14,7,6,8,4,14,13,7,2,6,4,6,4,2,6,3,3,2,3,4,3,2,-1,2,4,4,3,-1,3,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,6,3,3,2,3,1,2,1,8,2,4,2,8,4,4,5,2,3,5,5,5,-1,4,6,4,8,7,6,5,6,14,10,9,7,10,7,11,8,7,7,5,9,17,9,8,8,9,10,12,14,10,4,13,9,10,7,11,9,10,13,9,6,18,14,10,11,11,17,10,10,7,9,12,12,12,9,5,6,11,7,14,10,7,17,4,6,7,11,9,8,8,15,8,5,8,4,14,13,5,4,6,4,6,4,3,5,3,3,3,2,4,3,2,-1,1,5,4,3,1,2,1,1,-1,3,5,3,1,-1,1,1,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,3,1,-1,1,-1,3,-1,1,1,-1,2,2,-1,2,4,5,4,1,3,1,2,1,8,2,3,3,7,5,3,6,3,2,5,5,3,2,3,7,4,8,6,7,5,6,13,11,10,6,12,5,8,11,7,7,4,10,17,9,8,8,10,9,14,12,10,4,13,9,11,6,11,9,12,12,8,6,20,12,10,11,11,17,11,9,8,8,11,13,12,9,4,7,11,7,13,11,7,17,5,5,7,11,9,8,10,13,6,7,8,4,15,12,7,2,6,4,6,4,3,5,3,3,2,3,4,3,2,-1,2,4,4,3,-1,3,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,5,4,3,2,3,1,2,1,8,2,3,3,8,4,4,5,3,2,5,5,3,2,3,7,4,8,7,6,5,6,13,11,11,5,12,5,10,9,7,7,5,9,17,9,7,9,10,9,14,12,10,4,13,9,10,7,11,9,10,13,9,6,19,13,10,11,10,18,10,10,7,9,11,13,12,9,5,6,11,7,14,10,7,17,5,5,6,12,9,8,9,14,7,6,8,4,14,13,6,3,6,4,6,4,3,5,3,3,2,3,4,3,2,-1,2,4,4,3,-1,3,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-5,1,-10,2,2,-1,1,1,2,-1,1,1,-1,2,2,-1,2,5,4,4,1,3,1,2,1,9,1,3,3,7,5,3,6,2,3,4,6,2,3,3,7,4,8,6,7,7,4,14,11,11,4,12,5,10,9,7,7,4,10,14,12,7,9,12,7,14,12,8,6,13,9,10,7,9,11,11,13,8,6,21,11,9,12,11,17,10,10,8,8,12,12,10,11,4,7,11,7,14,10,12,12,5,5,6,12,11,6,9,14,7,6,9,3,16,11,5,4,6,4,6,4,3,5,3,3,2,3,2,5,2,-1,2,4,3,4,-1,3,-1,2,-1,3,6,2,1,-2,2,-1,1,3,-5,1,1,-3,1,-70
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,5,4,3,2,3,1,2,1,8,2,3,3,8,4,4,5,3,2,5,5,3,2,4,6,4,8,7,6,5,6,13,11,11,5,11,6,10,9,7,7,4,10,17,9,7,9,10,9,14,12,10,4,13,9,10,7,11,9,10,13,9,6,19,13,10,11,10,18,10,10,7,9,11,13,12,9,5,6,11,7,14,10,6,18,5,5,6,12,9,8,9,14,7,6,8,4,14,13,5,4,6,4,6,4,3,5,3,3,2,3,4,3,2,-1,2,4,4,3,1,2,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,2,2,-1,1,-1,3,-1,1,1,-1,3,1,-1,2,6,3,3,2,3,1,2,1,8,2,4,2,8,4,4,5,2,3,5,5,5,-1,4,6,4,8,6,7,5,6,14,10,9,7,9,8,11,8,6,8,5,9,16,10,8,8,9,10,12,14,10,4,13,9,10,7,11,9,10,13,9,6,18,14,10,11,11,17,10,10,7,9,12,12,12,9,5,6,11,7,14,10,7,17,4,6,7,11,9,8,8,15,8,5,8,4,12,15,5,4,6,4,6,4,3,5,3,3,3,2,4,3,2,-1,1,5,4,2,2,2,1,1,-1,3,5,3,1,-1,1,1,-1,1,3,-5,1,1,-2,1,-71
-46,1,-7,1,-2,1,-4,1,-11,3,1,-1,1,1,2,-1,1,1,-1,2,2,-1,2,4,5,4,1,3,1,2,1,8,2,3,3,7,5,2,7,3,2,4,6,3,2,3,7,4,8,6,7,5,6,13,11,10,6,12,5,8,11,7,7,4,10,17,9,8,8,10,9,14,12,10,4,13,9,11,6,11,9,12,12,8,6,20,12,10,11,11,17,11,9,8,8,11,13,12,9,4,7,11,7,12,12,7,17,5,5,7,11,9,8,10,13,6,7,8,4,14,13,7,2,6,4,6,4,3,5,3,3,2,3,4,3,2,-1,2,4,4,3,-1,3,1,1,-1,3,4,4,1,-2,2,-1,1,3,-5,1,1,-3,1,-70
