3.1415926,0.000#0.450#0.460#0.490#0.470#0.480#0.410#0.390#0.440#0.520#0.400#0.420,3.600e+01,-00005388,000005700,1,000000036,000000308,000000000,000000000
-29,1,-9,1,-2,1,1,-6,1,-3,2,-2,1,-6,2,1,-3,1,-2,1,1,-1,2,2,1,1,1,-1,4,2,1,1,1,1,2,1,2,2,1,5,3,9,6,3,3,5,4,3,2,2,7,3,4,3,2,4,8,2,3,6,9,4,4,7,8,8,11,9,9,4,8,5,10,11,4,15,9,15,14,10,10,7,12,7,7,4,11,11,9,10,6,7,8,10,10,9,10,11,14,14,8,8,8,13,14,9,9,5,9,15,16,6,7,7,7,11,3,12,10,5,7,8,5,11,6,6,3,9,4,7,4,6,-1,4,4,5,7,6,7,9,2,4,4,7,5,3,7,5,2,4,5,5,1,2,2,1,4,2,2,2,3,2,-1,2,-1,1,2,2,2,3,1,-1,1,-1,1,-1,1,-1,1,-1,2,1,-2,1,1,-2,1,1,-3,1,-1,1,-13,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,5,10,1,5,4,4,5,1,8,1,4,3,4,1,5,7,3,2,8,7,3,5,5,10,11,8,12,6,7,5,4,10,10,6,13,11,17,12,9,11,8,11,7,7,11,4,12,8,9,7,7,8,11,9,12,7,12,13,11,11,10,6,18,9,11,7,8,6,17,14,5,8,7,7,7,7,13,9,6,6,11,2,9,8,5,4,7,6,4,7,4,2,5,3,7,5,8,5,8,3,3,5,5,7,6,4,4,3,6,3,4,2,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,6,9,1,5,4,4,5,1,8,1,4,3,4,1,6,6,3,2,8,7,3,5,5,10,11,8,12,6,7,5,4,10,10,6,13,11,17,12,9,11,8,11,7,7,11,4,12,8,9,7,7,8,11,9,12,7,12,13,11,11,9,7,18,9,11,7,8,6,16,15,5,8,6,8,7,7,13,9,6,6,11,2,9,8,4,5,7,6,4,7,4,2,6,2,8,4,8,5,8,3,3,5,5,7,6,4,4,3,6,3,4,2,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,5,3,6,9,1,5,4,4,4,2,8,1,4,3,4,1,6,6,3,2,8,7,4,4,5,10,11,8,12,6,7,5,4,10,10,6,14,10,18,11,9,11,8,11,5,9,11,4,11,9,8,8,7,8,11,9,12,7,13,12,11,11,9,7,18,9,11,7,8,6,16,15,5,8,6,8,7,7,14,8,5,7,11,2,10,7,5,4,7,6,4,7,3,3,6,2,8,4,8,5,8,3,3,5,5,7,6,4,4,3,6,3,3,3,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,2,-1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,6,9,1,5,4,4,4,2,8,1,4,3,4,1,6,6,3,2,8,7,3,5,5,10,12,7,12,6,7,5,4,10,9,7,14,10,17,12,9,11,8,11,6,8,11,4,11,9,8,8,7,8,11,9,11,8,13,12,11,11,9,7,18,9,11,7,8,6,16,15,5,8,6,8,7,7,13,9,6,6,11,2,9,8,5,4,7,6,4,7,3,3,6,2,8,4,8,5,8,3,3,5,5,7,6,4,4,3,6,3,4,2,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,5,3,6,9,1,5,4,4,4,2,8,1,4,3,4,1,6,6,3,2,8,7,4,4,5,10,11,8,12,6,7,5,4,10,10,6,13,11,18,11,9,11,8,11,6,8,11,4,11,9,8,8,7,8,11,9,11,8,13,12,11,11,9,7,18,9,11,7,8,6,16,15,5,8,6,8,7,7,13,9,5,7,11,2,10,7,5,4,7,6,4,7,3,3,6,2,8,4,8,5,8,3,3,5,5,7,6,4,4,3,6,3,3,3,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,2,-1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-3,2,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,5,10,1,5,3,5,5,1,7,2,4,3,3,2,4,8,2,3,8,7,3,5,5,10,11,8,12,6,7,5,5,9,11,5,12,12,17,12,10,10,6,13,7,7,11,4,13,7,9,7,7,8,11,9,12,7,12,13,11,11,10,6,18,9,11,7,7,7,18,13,5,8,7,7,8,6,14,8,6,6,10,3,8,9,6,3,7,6,5,6,4,2,4,4,7,5,8,5,8,3,2,6,5,7,6,4,4,3,6,3,4,2,4,-1,1,4,3,1,4,1,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-3,2,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,5,10,1,5,3,5,5,1,6,3,4,3,3,2,4,8,2,3,8,7,3,5,5,10,9,10,12,6,7,5,5,9,11,5,12,12,17,12,9,11,5,14,7,7,11,4,13,7,9,7,7,8,11,9,12,7,12,13,11,11,10,6,20,7,10,8,7,7,18,13,6,7,7,7,8,6,14,8,6,6,10,3,8,9,6,3,8,5,6,5,4,2,4,4,7,5,8,5,8,3,2,6,5,7,7,3,4,3,6,3,4,2,4,-2,5,3,1,4,1,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-29,1,-8,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,-1,3,2,-1,3,-1,2,1,2,1,6,2,5,10,1,5,4,4,5,1,8,1,4,3,4,1,4,8,2,3,8,7,3,5,5,10,11,8,12,6,7,5,4,10,10,6,12,12,17,12,8,12,7,12,7,7,11,4,12,8,9,7,7,8,11,9,12,7,12,13,11,11,10,6,18,9,11,7,7,7,17,14,5,8,7,7,7,7,14,8,6,6,11,2,9,8,5,4,7,6,4,7,4,2,5,3,7,5,8,5,8,3,3,5,5,7,6,4,4,3,6,3,4,2,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,1,1,1,-2,1,-1,1,-1,1,1,-3,1,-2,1,-12,1,-4,1,-40
-28,1,-9,1,-3,1,1,-7,1,-2,2,-1,1,-7,1,2,-3,1,-2,1,1,1,1,2,1,1,1,2,2,1,2,2,-1,3,-1,2,1,2,1,5,3,7,8,1,5,4,4,4,2,8,1,4,3,4,1,6,6,3,2,8,7,3,5,5,10,11,8,11,7,7,5,5,9,11,5,12,12,16,13,9,11,8,11,4,10,11,4,11,9,7,9,7,8,10,10,12,7,14,11,12,10,9,7,19,8,11,7,8,6,16,15,6,7,6,8,6,8,14,8,5,7,11,2,10,7,4,5,7,6,4,7,3,3,5,3,8,4,8,5,7,4,3,5,4,8,6,4,4,3,6,3,3,3,4,-1,1,4,3,1,3,2,-1,2,2,-1,1,2,1,3,3,1,-1,1,1,-1,1,-2,1,2,-1,1,-2,1,-1,1,1,-1,1,-3,1,-2,1,-12,1,-4,1,-40
