3.1415926,0.000#0.730#0.720#0.710#0.700#0.660#0.690#0.350#0.420#0.440#0.200#0.160,4.900e+01,-00007422,000007474,1,000000049,000000304,000000000,000000000
-70,1,-5,1,-2,1,-4,1,-1,1,-1,1,2,-2,1,1,1,1,2,1,2,2,4,1,1,4,2,4,-1,3,3,2,4,2,4,3,6,4,4,6,7,6,8,9,3,8,6,6,15,6,9,4,13,12,6,9,15,5,16,11,11,15,10,15,13,11,15,11,20,10,19,14,10,13,10,21,14,13,17,14,14,11,14,13,15,18,11,9,10,13,10,9,10,11,8,11,10,9,7,8,4,10,10,9,3,4,8,5,8,4,3,5,4,6,4,4,4,7,-1,1,2,2,4,1,2,5,1,2,3,2,1,1,2,-1,1,1,-11,2,-1,1,-76
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,2,3,2,4,3,-1,2,3,3,2,4,4,4,6,4,6,5,8,7,9,7,5,8,4,7,14,4,9,15,10,9,6,8,12,14,13,10,16,13,12,10,14,14,12,16,14,15,18,10,12,14,18,17,10,12,19,9,16,12,15,14,18,11,10,13,10,8,10,10,12,8,11,6,13,8,7,12,2,8,11,4,3,5,8,7,5,6,2,5,5,4,4,7,4,-1,1,1,3,3,2,4,3,1,2,3,2,1,1,1,1,1,1,-10,1,1,1,-77
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,2,3,2,4,3,-1,2,3,3,2,4,4,5,5,4,6,5,8,7,9,7,5,8,4,7,14,4,9,15,10,9,6,9,11,14,13,11,15,13,12,10,14,14,12,15,15,15,18,10,12,14,18,17,10,12,19,10,15,13,14,14,19,10,10,13,10,8,10,10,12,8,11,6,13,8,7,12,2,8,11,4,3,5,8,7,5,6,2,5,5,4,4,7,4,-1,1,1,3,3,2,4,3,1,2,3,2,1,1,1,1,1,1,-10,1,1,1,-77
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,2,3,2,4,3,-1,2,3,3,2,4,4,5,5,3,7,5,8,7,9,7,5,8,4,8,13,4,9,15,10,9,6,10,10,14,13,11,15,13,12,11,13,14,12,15,15,16,17,10,12,14,18,17,10,12,19,10,15,14,13,13,20,10,10,12,11,8,10,10,12,8,11,7,12,8,7,11,3,8,11,4,3,5,8,7,5,6,2,5,5,4,4,7,4,-1,1,1,3,3,2,4,3,2,1,3,2,1,1,1,1,1,1,-10,1,1,1,-77
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,2,3,2,4,3,-1,2,3,3,2,4,4,5,5,4,6,6,7,8,8,7,5,9,3,8,13,4,9,15,10,9,6,10,10,14,13,11,15,13,12,11,13,13,13,16,14,16,17,10,12,14,18,17,10,12,19,10,15,13,14,13,20,10,10,12,11,8,10,11,11,8,11,7,12,8,7,10,4,8,11,4,3,6,7,7,5,6,2,5,5,4,4,7,4,-1,1,1,3,3,2,3,4,2,1,3,2,1,1,1,1,1,1,-10,1,1,1,-77
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,3,2,2,4,3,-1,2,3,5,-1,4,4,6,4,3,7,6,7,8,9,6,5,7,5,9,12,4,9,15,10,9,6,10,10,13,14,12,14,11,14,12,12,12,14,16,14,17,16,10,12,14,18,16,11,11,20,11,14,13,14,15,18,11,9,13,10,8,10,11,11,7,12,7,12,8,7,10,4,8,11,4,3,6,7,7,5,5,3,6,4,4,4,7,4,-1,1,1,3,3,2,3,4,2,1,2,3,1,1,1,1,1,1,-10,1,1,1,-77
-71,1,-5,1,1,-6,1,-1,1,1,2,-2,1,1,1,1,2,1,3,1,2,3,2,3,2,4,3,-1,2,3,4,1,4,4,5,5,4,6,6,7,8,8,7,5,9,3,8,13,4,9,15,10,9,6,10,10,14,13,11,15,13,12,11,13,11,15,16,14,19,14,10,12,14,18,16,11,12,19,10,15,13,14,13,20,11,9,12,11,7,11,11,11,8,11,7,12,8,7,10,4,8,11,4,3,6,7,7,5,6,2,5,5,4,4,7,4,-1,1,1,3,3,2,3,4,2,1,3,2,1,1,1,1,1,1,-10,1,1,1,-77
-70,1,-6,1,-1,1,-5,1,1,-1,1,2,-3,2,-1,2,1,2,3,1,2,3,1,4,2,4,1,2,3,2,4,1,5,3,6,4,4,6,5,8,9,8,4,7,8,4,13,8,6,7,14,11,6,9,15,5,16,11,12,14,15,10,13,11,15,11,16,14,18,15,12,11,14,17,15,12,11,20,14,11,13,14,14,19,10,10,14,9,10,8,9,13,6,13,9,10,9,6,8,6,8,11,3,4,3,10,8,4,6,2,4,6,3,5,6,5,-1,1,2,2,3,2,4,3,2,1,2,3,1,1,2,-1,1,1,-10,1,1,-1,1,-76
-70,1,-6,1,-1,1,-5,1,1,-1,1,2,-3,2,-1,2,1,2,3,1,1,4,2,3,2,4,1,2,3,2,4,1,5,3,6,4,2,8,4,9,9,8,3,8,8,4,12,9,7,6,14,11,8,7,14,6,15,12,12,14,14,11,12,12,14,12,17,13,18,15,12,10,16,16,15,12,11,20,14,11,13,14,16,17,10,10,14,9,9,9,9,13,8,11,10,9,9,6,7,7,8,11,3,4,4,9,8,4,6,2,5,5,3,5,5,6,-1,1,2,2,3,2,4,3,2,1,2,3,1,1,2,-1,1,1,-10,1,1,-1,1,-76
-70,1,-6,1,-1,1,-5,1,1,-1,1,2,-3,2,-1,2,1,2,3,1,1,4,3,2,2,4,1,2,3,2,4,1,5,3,6,4,2,8,5,8,9,8,3,8,8,4,11,10,7,6,14,11,8,7,14,6,15,12,12,14,14,11,12,12,14,12,17,13,17,16,12,10,15,17,15,12,11,20,14,11,13,14,16,17,10,10,14,9,9,9,9,13,8,11,10,9,9,6,7,7,9,10,3,4,4,9,8,4,6,2,4,6,3,5,5,6,-1,1,2,2,3,2,4,3,2,1,2,3,1,1,2,-1,2,-11,1,1,-1,1,-76
-70,1,-5,1,-2,1,-5,1,1,-1,1,2,-2,1,1,-1,2,2,1,3,1,3,2,1,4,1,5,1,2,3,2,4,1,6,2,5,5,4,6,5,8,9,8,3,8,7,5,14,7,4,9,11,14,7,8,14,6,14,13,11,15,10,15,12,12,14,12,18,12,17,16,12,11,12,19,16,11,13,18,13,12,13,14,16,17,9,11,13,10,10,8,11,11,8,11,12,7,7,8,5,9,6,13,3,4,6,7,10,2,5,3,2,8,3,5,6,5,-1,1,2,2,3,2,4,3,2,1,3,2,1,1,2,-1,1,1,-11,2,-1,1,-76
