3.1415926,0.000#0.090#0.100#0.020#0.050#0.060#0.030#0.040#0.070#0.080#0.110#0.120#0.130#0.140,4.400e+01,-00006771,000006517,1,000000044,000000302,000000000,000000000
-65,1,-9,1,-1,1,-1,1,-1,1,1,-2,1,1,2,1,-1,4,-1,2,2,1,1,1,1,3,-1,2,3,3,3,1,2,2,3,3,4,4,5,2,4,3,5,3,4,9,8,9,3,9,7,8,7,8,7,7,13,11,4,8,20,9,9,8,11,9,15,4,17,10,13,11,11,23,8,10,17,12,16,18,12,15,8,17,7,6,8,11,14,6,16,11,13,9,13,8,13,5,8,11,8,5,8,10,7,4,8,5,7,4,12,7,7,11,8,5,5,4,6,2,3,4,6,4,7,4,6,-1,3,2,-1,4,2,3,1,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,1,-1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,2,-1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,7,9,8,7,8,7,8,11,12,4,7,20,9,10,9,10,7,17,4,17,10,13,10,12,19,12,11,16,10,18,17,13,15,8,16,8,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,7,6,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,3,7,1,2,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,1,-1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,2,-1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,7,9,8,7,7,8,8,11,12,4,7,20,9,10,9,10,7,17,4,17,10,13,10,12,19,12,11,16,10,18,17,13,15,8,17,7,7,7,9,16,7,15,11,13,9,13,8,13,6,7,12,7,7,6,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,3,7,1,2,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,-1,1,1,-2,1,1,2,1,-1,4,-1,2,2,1,1,1,1,3,-1,2,2,4,3,1,2,2,3,3,4,4,5,2,4,3,5,3,4,9,8,9,3,8,8,8,7,8,7,7,12,13,3,7,21,9,9,8,11,9,15,4,17,11,12,11,11,23,8,10,17,10,18,18,12,14,9,16,8,7,7,10,15,6,16,11,13,9,13,8,13,5,8,11,8,5,8,10,7,4,8,5,7,4,12,7,7,11,8,5,5,4,6,2,3,4,6,4,7,4,6,-1,3,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,-1,1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,1,1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,8,8,8,7,9,6,7,12,12,4,7,20,10,9,8,11,9,15,4,17,10,13,10,12,23,8,10,17,10,18,18,12,15,8,16,8,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,5,8,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,5,6,3,7,-1,3,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,1,-1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,1,1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,7,9,8,7,8,7,7,12,12,4,7,20,10,9,8,11,9,15,4,17,10,13,10,12,22,9,10,17,10,18,18,12,15,8,17,7,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,5,8,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,5,6,3,7,1,2,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,-1,1,1,-2,1,1,2,1,-1,4,-1,2,2,1,1,1,1,3,-1,2,2,4,3,1,2,2,3,3,4,4,5,3,3,3,5,3,4,9,8,9,3,8,8,8,7,8,7,7,12,13,3,7,21,9,9,8,11,9,15,4,17,11,12,10,12,23,8,10,17,10,18,18,12,14,9,16,8,7,7,10,15,7,15,11,13,9,13,8,13,5,8,11,8,5,8,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,4,6,-1,3,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,-1,1,1,-2,1,1,2,1,-1,4,-1,1,3,1,1,1,1,3,-1,2,2,4,3,1,2,2,3,3,4,4,5,3,3,3,5,3,4,9,8,9,3,8,8,8,7,9,6,7,12,13,3,7,21,9,9,8,11,9,15,4,17,11,12,10,12,23,8,10,17,10,18,18,12,15,8,16,8,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,5,8,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,3,7,-1,3,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,1,-1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,2,-1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,7,9,7,8,8,7,7,12,12,4,7,20,9,10,9,10,9,15,4,17,10,13,10,12,21,10,12,15,10,18,18,12,15,8,17,7,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,6,7,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,3,7,1,2,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
-65,1,-9,1,-1,1,-1,1,1,-1,1,-2,1,2,1,1,-1,4,-1,1,3,1,1,2,-1,3,-1,2,2,4,3,1,2,2,3,2,5,3,6,3,3,3,5,3,4,9,8,9,3,7,9,8,7,8,7,8,11,12,4,7,20,9,10,9,10,9,15,4,17,10,13,10,12,19,12,12,15,10,18,18,12,15,8,17,7,7,7,9,16,7,15,11,13,9,13,8,13,6,7,11,8,6,7,10,7,5,7,5,7,4,12,6,8,11,8,5,5,4,6,2,3,4,6,4,7,3,7,1,2,2,-1,3,3,2,2,1,2,3,1,1,1,1,1,-4,1,1,-1,1,-1,2,1,-3,1,-71
