3.1415926,0.000#0.210#0.220#0.300#0.430#0.230#0.070#0.330#0.410#0.440#0.080#0.090#0.310#0.320#0.420,3.500e+01,-00005963,000004677,1,000000035,000000304,000000000,000000000
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,-1,2,-3,1,-1,1,1,-1,1,3,-1,1,4,-1,3,3,4,-1,1,-1,5,5,3,3,1,3,5,2,3,3,3,4,6,5,5,3,7,2,3,5,1,6,7,4,1,5,6,7,7,6,7,5,4,11,6,6,5,8,11,10,10,1,14,11,12,7,8,9,16,20,11,11,10,7,9,11,8,10,11,15,10,12,5,11,10,7,10,7,11,5,11,15,9,4,8,8,5,8,18,4,9,11,2,10,7,10,9,5,2,8,7,8,6,4,5,3,4,4,5,10,2,5,3,6,3,5,3,3,1,3,8,4,1,3,4,1,3,-1,7,3,2,2,1,3,1,-1,1,2,2,1,1,3,2,2,1,-2,3,1,2,1,2,-1,1,1,2,-8,3,-1,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,1,3,-1,1,3,1,2,4,4,-1,1,-1,6,4,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,3,5,3,4,7,4,3,2,9,5,9,4,8,4,6,9,5,7,6,7,11,9,8,4,9,16,10,9,8,9,22,14,11,11,10,7,10,10,9,9,13,13,9,13,6,10,11,6,11,6,7,9,13,13,6,7,7,9,6,7,17,5,7,13,5,7,7,10,6,8,4,6,7,8,7,3,5,3,5,3,4,11,4,3,3,6,2,6,4,2,2,2,9,3,1,2,5,1,1,2,6,4,1,3,2,2,1,-2,3,2,1,1,3,3,1,1,-2,3,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,1,3,-1,1,3,1,2,4,4,-1,1,-1,6,4,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,3,5,3,4,7,4,3,2,9,5,9,4,8,4,6,9,5,7,6,7,11,9,8,4,9,16,10,9,8,9,22,14,11,11,10,7,10,10,10,8,13,13,9,13,6,10,11,6,11,6,7,9,13,13,6,7,7,9,6,7,16,6,7,13,5,7,7,10,6,8,4,6,7,8,7,3,5,3,5,3,4,11,4,3,3,6,1,7,4,2,2,2,9,3,1,2,5,1,1,2,6,4,1,3,2,2,1,-2,3,2,1,1,3,3,1,1,-2,3,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,2,2,2,4,3,1,-1,1,6,4,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,4,4,3,4,7,4,2,3,9,5,9,4,7,5,8,7,5,7,6,7,13,7,7,5,9,16,10,9,9,8,21,15,14,8,9,8,7,13,11,7,15,11,10,12,6,10,10,6,12,6,7,9,13,13,7,6,6,10,5,8,13,9,7,13,6,6,8,9,6,8,5,5,7,8,6,4,4,4,5,3,4,11,4,3,4,5,1,7,4,2,2,2,9,3,1,2,5,1,1,2,5,5,1,3,2,2,1,-2,3,2,1,1,3,3,1,-1,1,1,2,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,1,3,2,3,3,2,-1,1,7,3,4,2,1,3,6,1,4,2,3,4,6,5,6,2,7,2,5,3,3,4,6,5,3,2,8,6,9,4,6,6,10,5,6,6,6,7,11,9,6,6,10,15,8,11,10,7,22,14,12,10,8,9,7,13,11,7,14,12,13,9,11,5,11,5,12,6,6,10,14,12,7,6,6,10,5,8,13,9,9,10,8,5,7,10,3,11,7,3,7,8,5,5,4,4,5,3,3,12,4,3,5,4,-1,8,4,2,3,1,7,5,1,2,3,3,1,2,3,7,1,3,2,2,1,-2,3,2,1,3,1,1,3,-1,1,1,2,1,2,2,-1,2,-1,2,1,-8,1,2,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,1,3,-1,1,3,1,2,4,4,-1,1,-1,6,4,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,3,5,3,4,7,4,3,2,9,5,9,4,8,4,7,8,5,7,6,7,11,9,7,5,9,16,10,9,9,8,21,15,11,11,10,7,10,10,10,8,14,12,9,13,6,10,11,6,11,6,7,9,13,13,6,7,7,9,5,8,16,6,7,13,5,7,6,11,6,8,4,6,7,8,7,3,5,3,4,4,4,11,4,3,3,6,1,7,4,2,2,2,9,3,1,2,5,1,1,2,6,4,1,3,2,2,1,-2,3,2,1,1,3,3,1,1,-2,3,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,-1,2,-3,1,1,-2,1,1,3,-1,1,4,-1,3,3,4,-1,1,-1,5,5,2,4,1,3,5,2,3,3,3,4,9,2,6,2,7,2,3,5,2,5,6,5,2,3,7,7,9,4,7,5,5,10,5,7,7,6,11,9,9,3,12,13,11,8,8,9,17,19,12,10,8,9,9,11,9,9,12,14,10,12,7,9,10,7,10,7,10,6,13,13,8,5,9,7,5,8,18,4,8,12,3,9,7,10,7,7,2,8,8,7,6,4,5,3,4,4,4,11,3,4,4,5,2,6,4,2,1,3,9,3,1,2,5,1,3,-1,7,3,2,2,2,2,1,-1,1,2,2,1,1,3,2,2,1,-2,3,1,2,1,2,1,-1,1,2,-8,3,-1,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,1,3,2,4,3,1,-1,1,7,3,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,4,4,3,4,7,4,2,3,8,6,9,4,7,5,8,7,5,7,5,8,11,9,7,5,9,16,9,10,9,8,19,17,14,8,9,8,7,13,10,8,14,12,11,11,9,7,10,6,12,6,7,9,13,13,6,7,6,10,5,8,13,9,8,11,9,4,7,10,5,9,7,3,7,8,6,4,4,4,5,3,4,11,4,3,4,5,1,7,4,2,2,2,9,3,1,2,5,1,1,2,5,5,1,3,2,2,1,-2,3,2,1,2,2,2,2,-1,1,1,2,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,1,3,2,3,3,2,-1,1,7,3,4,2,1,3,6,1,3,3,3,4,6,5,6,2,7,2,4,4,3,4,6,5,3,2,8,6,9,4,6,6,9,6,5,7,6,7,10,10,6,6,10,15,8,11,10,7,21,15,14,8,9,8,7,13,12,6,14,12,13,9,11,5,11,5,12,6,7,9,13,13,6,7,7,9,5,8,13,9,9,10,9,4,7,10,3,11,7,3,6,9,4,6,4,4,5,3,3,12,4,3,5,4,-1,8,4,2,3,1,7,5,1,2,4,2,1,2,3,7,1,3,2,2,1,-2,3,2,1,2,2,2,2,-1,1,1,2,1,2,2,-1,2,-1,2,1,-8,1,2,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,1,3,2,3,3,2,-1,1,7,3,4,2,1,3,6,1,4,2,3,4,6,5,6,2,7,2,5,3,3,4,6,5,3,2,9,5,9,4,6,6,10,5,6,6,6,7,11,9,6,6,10,15,8,11,9,8,22,14,12,10,8,9,7,13,11,7,14,12,13,9,11,5,11,5,12,6,5,11,14,12,7,6,6,10,4,9,13,9,9,10,8,5,7,10,3,11,7,3,7,8,5,5,5,3,4,4,3,12,4,3,5,4,-1,8,4,2,3,1,7,5,1,2,3,3,1,2,3,7,1,3,2,2,1,-2,3,2,1,3,1,1,3,-1,1,1,2,1,2,2,-1,2,-1,2,1,-8,1,2,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,-1,2,-3,1,1,-2,1,1,3,-1,1,4,-1,3,3,4,-1,1,-1,5,5,2,4,1,3,5,2,3,3,3,4,9,2,6,2,7,2,3,5,3,4,6,5,2,3,7,7,9,4,7,5,5,10,5,7,7,6,11,9,9,3,12,13,11,8,8,9,17,19,12,10,9,8,9,11,9,9,12,14,10,12,7,9,10,7,10,7,10,6,13,13,8,5,8,8,5,8,17,5,7,13,3,9,7,10,6,8,3,7,8,7,6,4,5,3,4,4,4,11,3,4,4,5,2,6,4,2,1,3,9,3,1,2,5,1,2,1,7,3,2,2,2,2,1,-1,1,2,2,1,1,3,2,2,1,-2,3,1,2,1,2,1,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-64,1,-11,1,-1,1,-1,1,-1,1,-2,1,-1,2,-3,1,1,-2,1,1,3,-1,1,4,-1,3,3,4,-1,1,-1,5,5,2,4,1,3,5,2,3,3,3,4,9,2,6,2,7,2,3,5,3,4,7,4,2,3,7,7,8,5,7,5,6,9,5,7,7,6,11,9,9,3,12,13,11,8,8,9,18,18,12,10,9,8,9,11,9,9,12,14,10,12,7,9,10,7,10,7,10,6,13,13,7,6,8,8,5,8,17,5,7,13,3,9,7,10,6,8,3,7,7,8,6,4,5,3,4,4,4,11,3,4,4,5,2,6,4,2,1,3,9,3,1,2,5,1,2,1,7,3,2,2,2,2,1,-1,1,2,2,1,1,3,2,2,1,-2,3,1,2,1,2,1,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
-65,1,-10,1,-1,1,-1,1,-1,1,-2,1,1,1,-3,1,1,-2,1,2,2,-1,1,1,3,2,4,3,1,-1,1,6,4,4,2,1,3,5,2,3,3,4,3,6,5,6,2,7,2,4,4,3,4,7,4,2,3,8,6,9,4,7,5,8,7,5,7,5,8,13,7,7,5,9,16,10,9,9,8,20,16,14,8,9,8,7,13,10,8,15,11,10,12,7,9,10,6,12,6,7,9,13,13,6,7,6,10,5,8,13,9,7,13,6,6,8,9,6,8,7,3,7,8,6,4,4,4,5,3,4,11,4,3,4,5,1,7,4,2,2,2,9,3,1,2,5,1,1,2,5,5,1,3,2,2,1,-2,3,2,1,1,3,3,1,-1,1,1,2,1,2,1,1,2,-1,2,1,-8,3,-1,1,-3,1,-5,1,-29
