3.1415926,0.000#0.860#0.850#0.840#0.870#0.880#0.690#0.830#0.890#0.740#0.750#0.770,3.800e+01,-00005400,000006152,1,000000038,000000304,000000000,000000000
-21,1,-26,1,1,-1,1,-5,1,1,-1,2,-1,1,1,1,-1,2,2,1,1,-3,2,1,-1,2,3,2,3,1,2,2,3,3,5,3,1,4,-1,2,2,5,2,3,7,6,3,7,-1,1,5,3,3,6,8,2,9,9,8,4,6,8,17,11,10,7,12,10,3,10,15,8,5,7,10,13,11,10,13,7,13,10,8,9,16,10,3,11,16,12,10,12,16,11,5,11,16,10,7,10,9,12,12,9,8,8,10,6,9,6,9,10,11,8,11,4,6,2,7,7,9,3,4,5,6,7,3,2,8,10,6,7,3,5,5,6,4,6,3,1,5,-1,2,4,1,4,7,2,2,2,3,2,3,-1,4,1,1,3,-2,2,1,2,1,-1,1,-3,1,-2,1,1,2,1,1,-2,1,-3,1,-4,1,-7,1,-10,1,-45
-20,1,-27,1,1,-1,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,1,4,1,1,4,2,4,4,1,3,1,3,2,2,3,4,4,4,6,5,-1,7,5,1,3,2,9,6,8,2,12,6,4,6,20,5,11,10,12,7,5,8,13,10,9,6,9,7,11,14,11,12,10,8,10,10,14,10,4,10,18,9,11,11,15,13,7,9,15,12,6,10,9,10,12,13,8,9,10,8,9,6,8,6,13,9,11,8,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,6,4,5,5,3,7,3,6,5,1,2,-1,2,3,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,1,4,1,1,3,3,4,4,1,3,1,3,1,3,3,4,4,4,6,5,-1,7,5,1,3,2,10,5,8,2,12,6,4,6,20,5,11,10,12,7,5,8,13,10,9,6,9,7,11,14,11,12,10,8,10,10,14,10,4,10,18,9,11,11,15,13,7,9,15,12,6,10,9,10,12,13,8,9,10,8,9,6,8,6,13,9,11,8,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,6,4,5,5,3,7,3,6,5,1,2,-1,1,4,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,1,4,1,1,3,3,4,4,1,3,1,3,1,3,3,4,4,4,6,5,-1,7,5,1,3,2,10,5,8,2,12,6,3,7,20,5,11,10,12,7,5,8,13,10,9,6,9,7,11,14,11,12,9,9,11,9,14,10,4,10,18,9,11,11,15,13,7,9,15,12,6,10,8,11,13,12,8,9,10,8,9,6,8,6,13,9,10,9,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,6,4,5,5,3,7,3,6,5,1,2,-1,1,4,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,1,1,-1,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,1,4,1,1,4,2,4,4,1,3,1,3,2,2,3,4,4,4,6,5,-1,7,5,1,3,2,9,6,8,2,12,6,5,5,20,5,10,11,12,7,4,9,13,10,9,6,9,7,11,14,11,12,11,7,10,10,14,10,4,10,17,10,11,11,14,14,7,9,15,12,5,11,9,10,12,13,8,9,10,8,9,6,8,6,13,9,11,8,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,6,4,5,5,3,7,3,6,5,1,2,-1,2,3,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,1,1,-1,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,2,3,1,1,4,2,4,4,1,3,1,3,2,2,2,5,4,4,6,5,-1,7,5,1,3,2,9,6,8,2,11,7,5,5,21,4,10,11,12,7,3,10,14,9,9,6,9,7,11,14,11,12,11,7,11,9,14,10,4,10,16,11,11,11,14,14,7,9,16,11,5,11,9,10,12,13,8,9,10,8,9,6,8,6,12,10,11,8,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,5,5,5,5,3,7,3,6,5,1,2,-1,2,3,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,1,-1,1,2,2,1,-2,1,1,-1,1,4,1,2,3,-1,2,3,3,4,4,1,3,4,-1,1,3,5,2,5,3,8,3,3,4,5,1,3,2,10,5,8,3,11,6,4,6,17,8,9,12,11,8,7,6,13,10,12,3,9,7,13,12,12,11,9,10,11,8,14,10,3,11,17,10,13,9,15,13,8,8,15,12,10,7,6,13,8,16,8,9,8,10,8,7,9,5,11,11,11,8,8,2,5,4,8,8,2,5,6,4,4,7,6,3,12,5,5,5,9,1,5,5,3,6,4,2,1,1,2,3,6,5,1,3,1,4,-1,5,2,2,1,1,-1,3,1,1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-3,1,-6,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,1,4,1,1,3,3,4,4,1,3,1,3,1,3,3,4,3,5,6,5,-1,7,5,1,3,2,10,5,8,2,12,6,3,7,19,6,11,10,11,8,5,8,13,10,9,6,9,7,11,14,12,11,9,9,11,9,14,10,4,10,18,9,11,11,15,13,7,9,15,12,6,10,8,11,13,12,8,9,10,8,9,6,8,6,14,8,10,9,7,3,7,2,10,6,4,3,7,3,4,7,8,1,11,6,5,5,5,5,3,7,3,6,5,1,2,-1,1,4,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,1,1,-1,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,2,3,1,1,4,2,4,4,1,3,1,3,2,2,2,5,4,4,6,5,-1,7,5,1,3,2,9,6,8,2,11,7,5,5,21,4,10,11,12,7,3,10,14,9,9,6,8,8,11,14,11,12,11,7,11,9,14,10,3,11,16,11,10,12,14,14,7,9,16,11,6,10,9,10,12,13,8,9,10,8,9,6,8,6,12,10,11,8,7,3,7,2,10,6,4,3,7,3,4,7,8,1,10,7,5,5,5,5,3,7,3,6,5,1,2,-1,2,3,7,4,1,3,2,3,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,2,1,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,2,3,-1,2,3,3,4,4,1,3,3,1,1,3,4,3,4,4,7,4,2,5,5,1,3,2,10,5,7,4,11,6,4,6,18,7,9,12,13,6,6,7,13,10,10,5,8,8,12,13,12,11,10,8,12,8,12,12,3,11,17,10,11,11,15,13,8,8,15,12,8,9,7,11,10,15,8,9,9,9,8,7,9,5,12,10,10,9,8,2,6,3,9,7,2,5,6,4,4,7,8,1,12,5,5,5,8,2,4,6,2,7,4,2,1,1,2,3,7,4,1,3,1,4,1,4,3,1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-3,1,-6,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,2,3,-1,2,3,3,4,4,1,3,3,1,1,3,4,3,3,5,6,5,1,6,5,1,3,2,10,5,7,4,11,6,4,6,17,8,9,12,13,6,6,7,14,9,10,5,9,7,11,14,12,11,10,8,12,8,13,11,3,11,17,10,11,11,15,13,8,8,15,12,8,9,7,11,10,15,8,9,9,9,8,7,9,5,12,10,10,9,9,1,6,3,9,7,2,5,6,4,4,7,8,1,12,5,5,5,8,2,4,6,2,7,5,1,1,1,2,3,7,4,1,3,1,4,1,4,3,1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-3,1,-6,1,-12,1,-44
-20,1,-27,2,-2,1,-4,1,-2,1,-1,2,1,1,-1,1,1,2,2,1,-2,2,-2,1,4,1,2,3,-1,2,3,3,4,4,1,3,2,2,1,3,4,3,3,5,6,5,1,6,5,1,3,2,10,5,8,3,11,6,4,6,18,7,10,11,13,6,5,8,14,9,10,5,9,7,12,13,10,13,10,8,12,8,12,12,3,11,17,10,11,11,15,13,8,8,15,12,6,11,7,11,12,13,8,9,9,9,9,6,9,5,12,10,10,9,9,1,6,3,9,7,2,5,6,4,4,7,8,1,12,5,5,5,6,4,3,7,2,7,5,1,1,1,2,3,7,4,1,3,1,4,1,4,4,-1,1,1,-1,3,2,-1,2,1,-1,1,-1,1,-3,1,1,-1,1,2,1,1,-3,1,-3,1,-2,1,-7,1,-12,1,-44
