3.1415926,0.000#0.620#0.630#0.650#0.660#0.670#0.640#0.560#0.570#0.610#0.580#0.700,3.500e+01,-00005362,000005418,1,000000035,000000308,000000000,000000000
-58,2,-2,1,-1,1,-5,1,-5,1,3,3,-1,3,-1,1,-1,1,1,1,-1,1,2,1,1,4,1,1,1,3,2,4,2,4,1,3,4,4,3,1,5,1,7,4,5,3,2,4,12,4,18,5,10,6,8,10,9,6,6,6,4,13,9,4,10,8,7,11,11,5,8,8,8,10,12,14,8,7,3,14,6,13,14,11,11,8,8,10,9,9,14,9,6,6,14,12,9,15,10,9,8,8,14,4,9,6,3,11,9,9,6,8,4,10,11,11,4,14,5,8,9,5,9,5,7,5,3,4,3,6,3,3,4,2,2,2,8,2,4,3,4,4,1,1,3,2,1,3,2,3,3,3,-1,2,-1,3,2,3,1,2,2,1,1,2,2,-1,1,1,-3,1,1,1,2,-7,1,-4,1,1,-1,1,-1,1,-17,1,-10,1,-20
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,5,1,2,4,2,2,2,6,-1,4,3,3,5,6,3,5,3,3,8,8,15,8,9,7,12,6,9,6,8,4,10,7,5,8,5,13,10,7,11,6,12,4,11,7,15,11,8,7,11,5,14,6,18,7,11,8,12,6,11,7,12,11,9,3,15,11,13,11,7,12,8,8,10,8,7,8,8,6,6,12,9,5,9,5,10,12,11,7,6,7,8,6,8,6,6,6,2,5,4,5,2,4,3,3,3,1,5,5,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,5,1,2,4,2,2,2,6,-1,4,3,3,5,6,3,5,3,3,8,8,15,8,7,9,12,6,9,6,8,4,9,8,5,8,4,14,10,7,11,6,12,4,11,7,16,10,8,7,11,5,14,6,18,7,11,8,12,6,11,7,12,11,9,3,15,11,13,11,7,12,8,8,10,8,7,8,8,6,6,12,9,5,9,5,10,12,11,7,6,7,8,6,9,5,6,6,2,5,4,5,2,4,3,3,3,1,5,5,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,5,1,2,4,2,2,3,5,-1,4,3,3,5,6,3,5,3,3,7,9,15,8,7,9,12,6,9,6,8,4,9,8,5,8,5,13,10,7,9,8,12,4,11,7,16,10,8,7,11,5,15,5,18,7,11,8,12,6,11,7,12,11,9,3,15,11,13,11,7,12,8,8,10,8,7,8,8,6,6,12,9,5,8,6,10,12,12,6,6,7,8,6,9,5,6,6,2,5,4,5,2,4,3,3,3,1,5,5,5,2,4,4,1,1,3,2,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,4,2,2,4,2,2,3,5,1,3,3,3,5,6,3,5,3,3,8,8,14,9,7,9,12,6,9,6,8,4,9,8,5,8,5,13,10,7,9,8,12,4,11,7,16,10,8,7,11,5,16,4,18,7,11,8,12,6,11,7,12,11,8,4,15,11,14,10,7,12,8,8,10,8,6,9,9,5,7,11,9,5,8,6,9,13,12,6,6,7,8,6,9,5,5,7,2,5,4,5,2,4,3,3,2,2,5,5,5,2,4,4,1,1,3,2,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,4,2,2,4,2,2,3,5,1,3,3,3,5,6,3,5,3,3,8,8,14,9,7,9,12,6,10,5,7,5,9,8,5,8,5,13,10,7,9,8,12,4,11,7,17,9,8,7,11,5,16,4,19,6,11,8,12,6,11,7,12,11,8,4,15,11,14,10,7,12,7,9,10,8,6,9,9,5,7,11,9,5,8,6,9,13,12,6,6,7,8,6,8,6,5,7,2,5,4,5,2,4,3,3,2,2,5,5,5,2,4,4,1,1,3,2,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,5,1,2,4,2,2,2,6,-1,4,3,3,5,6,3,5,3,3,8,8,15,8,7,9,12,6,9,6,8,4,9,8,5,8,5,13,10,7,9,8,12,4,11,7,16,10,8,7,11,5,14,6,18,7,11,8,12,6,11,7,12,11,9,3,15,11,13,11,7,12,8,8,10,8,7,8,8,6,6,12,9,5,8,6,10,12,12,6,6,7,8,6,9,5,6,6,2,5,4,5,2,4,3,3,3,1,5,5,5,2,4,4,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-2,1,-1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,2,-1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,1,3,5,1,3,3,2,2,4,4,-1,4,3,3,4,7,3,5,3,3,8,8,15,8,10,6,11,7,9,6,8,4,10,7,6,7,6,12,10,7,10,7,11,5,11,7,14,12,7,8,10,6,11,9,17,8,11,8,10,8,11,7,13,10,10,2,15,11,13,11,6,13,8,8,11,7,7,8,8,6,5,13,8,6,9,5,10,12,11,7,5,8,9,5,8,6,7,5,2,5,4,5,3,3,3,3,3,1,6,4,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-3,1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,2,-1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,1,3,5,1,3,3,2,2,4,4,-1,4,3,3,4,7,3,5,3,3,8,8,15,8,10,6,12,6,9,6,8,4,10,7,6,7,6,12,10,7,10,7,11,5,11,7,14,12,7,8,10,6,11,9,17,8,11,8,10,8,11,7,13,10,10,2,15,11,12,12,6,13,8,8,11,7,7,8,8,6,5,13,8,6,9,5,10,12,11,7,5,8,9,5,8,6,7,5,2,5,4,5,3,3,3,3,3,1,6,4,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-3,1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,1,1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,2,2,5,1,2,4,2,2,2,6,-1,4,3,3,5,6,3,5,3,3,8,8,15,8,9,7,12,6,9,6,8,4,10,7,5,8,6,12,10,7,11,6,12,4,11,7,14,12,8,7,10,6,13,7,17,8,11,8,11,7,11,7,12,11,9,3,15,11,13,11,7,12,8,8,10,8,7,8,8,6,6,12,9,5,9,5,10,12,11,7,6,7,8,6,8,6,6,6,2,5,4,5,2,4,3,3,3,1,5,5,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-3,1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
-58,2,-1,1,-2,1,-4,1,-6,1,2,4,3,-1,1,-1,1,-1,2,-1,1,-1,1,2,3,2,1,1,1,3,5,1,3,3,2,2,4,4,-1,4,3,3,4,7,3,5,3,3,8,8,15,8,10,6,12,6,9,6,8,4,10,7,6,7,6,12,9,8,11,6,11,5,11,7,14,12,7,8,10,6,11,9,17,8,11,8,10,8,11,7,13,10,10,2,15,11,12,12,6,13,8,8,11,7,7,8,8,6,5,13,8,6,8,6,10,12,11,7,5,8,9,5,8,6,7,5,2,5,4,5,2,4,3,3,3,1,6,4,5,2,5,3,1,1,2,3,2,2,2,3,4,2,1,1,3,-1,4,1,-1,3,2,1,3,-2,2,1,1,-3,1,1,1,1,1,-6,1,-4,1,-1,1,-1,1,-1,1,-17,1,-8,1,-21
