3.1415926,0.000#0.460#0.440#0.450#0.430#0.420#0.270#0.380#0.410#0.370#0.790#0.830#0.210,3.400e+01,-00004983,000005285,1,000000034,000000302,000000000,000000000
-33,1,-1,1,-1,1,-2,2,-10,2,1,1,-4,3,-1,1,2,1,-1,1,-3,1,2,-2,5,2,-1,2,5,2,-1,1,1,4,-1,3,1,2,2,5,6,1,3,2,7,1,7,7,3,3,6,4,6,6,3,3,9,2,4,10,2,1,8,8,5,3,8,9,10,8,13,9,6,8,9,7,8,9,8,6,12,7,9,4,5,9,10,13,11,12,12,11,8,10,15,14,10,8,4,8,8,9,9,5,8,8,8,7,7,9,11,7,9,7,4,7,7,9,8,9,7,5,4,8,4,7,10,7,4,9,4,6,7,3,4,6,8,4,2,9,7,1,6,9,6,2,3,5,5,7,8,4,3,3,1,-1,2,3,2,4,1,5,2,2,1,2,2,2,5,1,-1,2,-2,3,1,1,2,-1,1,-2,1,-4,1,1,-1,2,-5,1,-50,1,-6
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,3,4,-1,1,1,4,2,1,1,2,2,5,5,2,3,2,4,4,4,10,3,3,5,5,9,2,1,6,6,5,3,11,1,2,9,7,2,5,9,9,6,12,12,10,6,8,9,7,5,12,6,8,12,7,7,6,4,10,11,12,15,8,11,12,11,7,15,14,7,11,9,3,9,8,8,6,6,10,7,8,8,8,7,11,10,6,6,5,11,5,5,12,7,5,10,2,4,7,8,9,4,9,5,5,6,4,3,7,8,4,8,3,5,3,6,9,5,3,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,3,3,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,3,4,-1,1,-1,5,2,1,1,2,3,4,5,2,3,2,4,4,5,9,3,3,6,4,8,3,1,6,7,4,4,10,1,2,9,7,2,5,9,9,6,12,12,10,6,8,9,7,5,12,6,8,10,9,7,6,4,10,11,12,15,8,11,12,10,8,15,14,6,12,9,3,9,8,8,6,8,8,7,8,8,8,7,11,10,6,6,5,11,5,4,13,7,5,10,2,5,6,9,8,3,10,4,6,6,4,3,7,8,4,8,3,5,3,6,9,6,2,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,3,3,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,3,4,-1,1,1,4,2,1,1,2,3,4,5,2,3,2,4,4,4,10,3,3,6,4,8,3,1,6,6,5,4,10,1,2,9,7,2,5,9,9,6,12,12,10,6,8,9,7,5,12,6,8,11,8,7,6,4,10,11,12,15,8,11,12,10,8,15,14,6,12,9,3,9,8,8,6,8,8,7,8,8,8,7,11,10,6,6,5,11,5,5,12,7,5,10,2,5,6,9,8,3,10,4,6,6,4,3,7,8,4,8,3,5,3,6,9,6,2,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,3,3,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,5,2,-1,1,-1,5,2,1,1,2,3,4,5,2,3,2,5,3,6,8,3,3,6,4,8,3,1,6,7,4,4,10,1,2,9,7,2,5,9,9,6,12,12,10,5,9,9,7,5,12,6,8,10,9,7,6,4,10,11,12,15,8,11,12,9,9,15,14,6,12,9,3,9,8,8,6,8,8,7,8,9,7,7,11,10,6,6,5,11,5,4,13,5,7,10,2,5,6,9,8,3,10,4,6,6,4,3,7,8,4,8,3,5,3,6,9,7,1,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,4,2,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,5,2,-1,1,-1,5,2,1,1,2,3,4,5,2,3,2,5,3,6,8,3,3,6,4,9,2,1,6,8,3,4,10,1,2,9,7,2,5,9,9,6,12,13,9,5,9,9,7,5,12,6,8,10,9,7,6,4,10,11,12,15,8,11,12,9,9,15,14,6,12,9,3,9,8,8,6,9,7,6,9,8,8,7,11,10,6,6,5,11,5,4,13,5,7,10,2,5,6,9,8,3,10,4,6,6,4,3,7,8,4,7,4,5,3,6,9,7,1,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,4,2,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,-1,1,-2,2,-9,1,1,1,1,-4,3,-2,3,1,-1,1,-3,1,2,-2,4,3,-1,2,5,2,-1,1,-1,5,1,2,1,2,3,4,6,1,4,1,6,2,7,7,2,4,7,3,8,3,2,5,8,3,3,11,1,2,7,9,3,4,13,5,7,11,14,8,5,9,8,8,6,11,7,7,8,11,8,5,3,11,8,15,13,10,12,11,9,9,17,12,7,11,7,5,9,8,8,6,9,7,7,8,8,8,8,10,11,5,4,7,10,6,5,12,5,7,8,4,3,8,11,6,1,12,3,7,6,4,3,7,9,3,6,5,5,3,7,8,6,2,4,4,7,5,5,7,4,2,-1,1,2,3,2,4,3,3,3,1,1,2,1,3,4,2,1,1,-2,2,2,-1,3,-1,1,-3,1,-3,1,-1,1,1,1,-4,1,-50,1,-6
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,5,2,-1,1,-1,5,2,1,1,2,3,4,5,2,4,1,5,3,6,8,3,3,7,3,9,2,1,6,8,3,4,10,1,2,9,7,2,5,10,8,7,11,14,8,5,9,9,7,6,11,7,7,10,9,7,6,2,12,10,13,15,8,12,11,9,9,17,12,6,12,7,5,9,8,8,6,8,8,6,9,8,8,7,11,10,6,6,5,11,5,4,13,5,7,9,3,5,6,9,8,3,10,4,6,6,4,3,7,9,3,7,4,5,3,6,9,6,2,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,4,2,1,1,-2,1,3,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,1,1,5,2,-1,1,-1,5,2,1,1,2,3,4,5,2,3,2,5,3,6,8,3,3,6,4,9,2,1,6,8,3,4,10,1,2,9,7,2,5,9,9,7,11,14,8,5,9,9,7,5,12,7,7,10,9,7,6,4,10,11,12,15,8,12,11,9,9,16,13,6,12,8,4,9,8,8,6,9,7,6,9,8,8,7,11,10,6,6,5,11,5,4,13,5,7,10,2,5,6,9,8,3,10,4,6,6,4,3,7,8,4,7,4,5,3,6,9,7,1,4,4,5,7,4,8,3,3,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,4,2,1,1,-3,4,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,-1,1,1,-3,2,-9,1,1,-1,2,-4,2,1,-1,3,1,-1,1,-3,1,2,-2,3,4,-1,2,5,2,-1,1,-1,5,2,1,1,2,3,4,5,2,4,1,5,3,6,8,3,3,7,3,9,2,1,6,8,3,4,10,1,2,8,8,2,5,10,8,7,11,14,8,5,9,9,7,6,11,7,7,9,10,7,6,2,12,10,13,15,8,12,11,9,9,17,12,7,11,7,5,9,8,8,6,8,8,6,9,8,8,7,11,10,6,6,5,11,5,4,13,5,7,9,3,5,6,9,8,3,10,4,6,6,4,3,7,9,3,7,4,5,3,6,9,6,2,4,4,6,6,5,7,4,2,-1,1,2,3,1,5,3,3,2,2,2,1,2,2,4,2,1,1,-2,1,3,-1,3,-1,1,-3,1,-2,1,-2,1,1,1,-4,1,-49,1,-7
-33,1,1,-1,1,-3,1,1,-8,2,-1,1,1,-5,3,1,2,1,-1,1,-3,1,2,-2,3,4,2,-1,3,4,1,-1,4,1,2,1,2,1,5,2,3,4,1,4,3,5,8,6,3,3,5,5,7,4,3,4,5,6,5,9,1,2,8,8,1,6,10,8,7,11,11,11,8,6,7,9,9,8,11,3,9,10,3,10,9,5,10,13,10,13,12,11,11,7,15,14,7,11,8,4,10,7,5,9,8,8,7,8,10,6,8,10,7,9,9,2,12,4,8,9,7,5,8,4,6,5,9,8,8,5,6,4,3,7,6,4,4,8,8,3,2,6,9,6,3,5,5,3,5,7,4,8,2,4,-1,1,2,3,2,4,3,2,4,1,1,2,2,2,-1,6,2,-4,4,1,2,1,-4,1,-2,1,-2,1,-1,2,-4,1,-49,1,-7
-33,1,1,-1,1,-3,1,1,-8,2,-1,1,1,-5,3,1,2,1,-1,1,-3,1,2,-2,3,4,2,-1,2,5,1,-1,4,1,2,1,2,1,5,2,3,4,2,3,2,6,8,6,3,3,5,5,7,4,3,4,5,6,6,8,1,2,10,6,1,6,11,7,7,11,11,11,8,6,6,10,9,8,11,3,9,10,3,10,9,4,11,13,10,13,12,11,11,7,15,14,7,11,8,4,9,8,4,10,9,7,7,8,10,6,8,10,7,9,9,2,11,5,8,9,7,5,7,5,6,5,9,8,9,4,5,5,2,8,6,4,3,9,8,3,2,6,9,6,3,5,6,2,6,6,4,8,2,4,-1,1,2,3,3,3,3,2,4,1,1,2,2,2,-1,6,2,-4,4,1,2,1,-4,1,-2,1,-2,1,-1,2,-5,1,-48,1,-7
-33,1,-1,1,-1,1,-2,2,-9,1,1,1,1,-4,3,-2,3,1,-1,1,-3,1,2,-2,5,2,-1,2,5,2,-1,1,1,4,1,2,-1,3,3,4,7,-1,3,2,6,2,8,6,3,3,7,3,8,3,3,4,8,3,4,10,1,2,8,8,3,4,12,6,7,11,14,8,6,8,8,8,5,12,7,7,9,10,8,5,3,11,8,15,13,10,11,12,9,9,16,13,10,8,7,5,9,8,9,5,9,7,7,8,8,8,8,10,11,5,3,8,9,7,6,11,4,8,8,4,2,9,11,6,2,11,2,8,6,4,4,6,9,3,6,5,5,3,6,9,6,2,3,5,7,5,5,7,4,2,-1,1,2,3,2,4,3,3,3,1,1,2,1,3,4,2,1,1,-2,2,2,-1,3,-1,1,-3,1,-3,1,-1,1,2,-5,1,-50,1,-6
