0.0000000,0.000#0.930,3.000e+00,-00000452,000000490,1,000000003,000000314,000000000,000000000
-64,1,-7,1,-1,1,2,2,1,2,1,1,1,-2,1,3,3,4,6,3,4,5,2,3,7,6,6,3,3,5,4,8,7,7,4,9,7,7,15,13,5,11,13,11,19,15,12,15,11,15,13,14,23,13,15,15,17,23,24,12,20,19,18,20,22,27,17,31,13,23,14,16,17,23,19,15,17,18,25,19,27,18,23,21,11,21,21,26,22,24,18,17,20,16,18,18,12,25,18,17,14,11,15,15,23,14,14,18,21,9,21,18,9,19,16,14,15,10,14,14,9,7,9,11,11,13,13,8,10,9,5,9,3,5,9,5,9,4,3,6,5,3,2,3,3,2,4,2,1,-1,2,1,-1,1,-1,1,-1,2,-3,1,-1,1,1,2,1,1,-9,1,-66
-65,1,-7,1,-1,2,1,2,1,2,2,1,-2,2,1,3,3,3,6,4,4,5,2,6,7,4,6,3,4,6,5,8,7,10,4,3,6,16,12,15,4,8,14,17,17,17,11,10,11,17,13,12,23,15,14,22,18,17,22,19,19,19,17,20,22,35,18,28,12,14,15,26,16,14,19,17,15,26,24,13,25,24,24,17,10,27,20,28,25,15,20,18,18,20,18,19,13,18,18,14,14,11,16,16,24,16,11,18,17,12,21,22,8,13,16,16,15,11,15,8,8,10,9,12,10,11,13,12,8,9,5,5,3,6,9,6,8,4,3,5,5,1,2,5,2,2,4,1,-2,2,2,-3,3,-3,1,-1,1,-1,2,1,-1,1,1,-7,1,-67
