0.0000000,0.000#0.250,3.000e+00,-00000435,000000555,1,000000003,000000330,000000000,000000000
-59,1,-1,1,-3,1,-1,1,-1,1,-1,1,1,-1,2,1,1,1,-1,3,-1,4,3,5,6,1,8,6,5,8,9,9,10,15,14,16,13,14,15,22,18,18,21,12,18,35,27,24,38,30,30,37,34,31,37,37,39,41,39,48,46,46,38,48,37,55,35,40,51,54,47,46,50,40,57,48,52,45,60,57,48,56,60,54,61,54,50,61,57,63,47,51,42,50,45,28,40,50,45,59,66,54,42,48,49,41,54,52,49,44,49,43,35,37,35,38,30,33,42,32,29,31,25,21,22,23,24,26,19,21,17,21,14,19,15,14,5,7,5,10,6,10,7,5,9,3,5,3,4,5,-1,2,2,1,2,1,1,1,-2,1,1,-1,1,-22,1,-83
-59,1,-1,1,-3,1,-2,1,1,-1,1,1,-1,1,2,-1,2,-1,3,1,2,6,3,3,4,8,6,5,7,11,7,9,15,18,14,14,13,18,18,14,20,21,14,15,37,29,21,31,35,32,39,32,32,37,37,40,42,38,43,52,41,41,45,38,52,38,38,55,53,49,47,38,46,53,48,47,58,60,53,51,53,67,48,65,53,47,60,61,57,55,47,49,43,43,30,38,53,51,51,60,63,39,49,44,46,55,52,50,40,49,46,31,40,32,40,35,33,30,39,25,39,26,21,24,21,23,26,17,22,17,23,15,18,13,13,7,7,5,11,6,10,7,5,8,4,4,4,4,5,1,1,3,-1,1,2,1,1,-3,2,-1,1,-22,1,-83
