0.0000000,0.000#0.610,5.000e-01,-00000074,000000080,0,000000001,000000308,000000000,000000000
-57,1,-3,1,-3,2,4,1,3,4,3,3,2,4,4,5,5,6,6,10,14,15,15,17,19,22,23,28,35,28,47,42,55,50,60,60,92,92,92,125,112,115,125,133,146,181,195,222,224,233,270,298,297,304,344,403,381,433,442,460,522,534,545,623,626,685,703,714,788,790,838,912,864,936,960,897,1035,995,1060,1017,1115,1136,1085,1066,1111,1189,1161,1144,1130,1110,1104,1072,1129,1086,1135,1011,1019,1000,1008,971,942,944,934,821,874,759,791,752,772,735,709,645,607,554,518,527,510,499,470,372,381,344,325,313,278,265,234,218,230,187,173,141,164,150,119,108,99,88,85,75,69,62,65,56,44,36,28,42,27,18,15,17,11,12,15,11,6,7,6,14,8,7,10,1,3,4,1,-1,4,2,1,-2,2,1,-2,1,-9,1,-60
-58,1,-3,1,-3,1,4,2,2,4,4,2,1,5,4,3,8,6,5,7,13,18,13,17,20,20,20,29,32,31,44,36,62,47,57,66,77,101,83,119,115,117,111,150,128,181,190,228,212,231,265,279,296,324,321,397,382,417,447,464,502,543,514,614,645,647,719,685,794,776,837,882,901,882,978,900,1017,1008,1042,1018,1109,1140,1065,1079,1103,1175,1180,1144,1134,1114,1115,1068,1092,1153,1083,1032,1031,1007,979,1015,959,910,948,858,856,764,787,764,767,759,698,659,604,597,497,533,517,488,495,382,391,348,328,318,298,260,229,232,228,191,174,159,152,155,123,103,106,95,86,71,74,66,61,57,52,36,26,44,29,21,15,13,13,11,15,14,7,4,8,13,7,9,11,1,2,3,2,1,3,3,-1,1,-1,2,-1,1,-1,1,-10,1,-58
