0.0000000,0.000#0.050#0.040#0.090#0.100#0.030#0.060#0.070#0.080#0.740,8.000e+00,-00001436,000001252,1,000000008,000000336,000000000,000000000
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,3,-1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,5,2,1,1,4,3,2,8,1,2,4,4,1,5,6,5,6,4,5,8,6,5,3,10,6,6,7,3,7,4,6,8,4,8,12,7,8,7,6,6,13,7,9,6,9,12,12,11,8,10,9,14,14,12,9,5,4,8,10,8,17,14,5,8,16,8,11,10,8,8,9,12,18,14,5,14,7,12,4,8,12,7,8,8,9,6,3,13,3,7,7,8,11,5,8,12,9,5,5,9,3,5,2,3,5,5,6,2,5,2,5,3,7,1,3,3,5,1,-1,1,1,1,6,-1,1,-2,2,1,3,5,2,8,1,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,4,3,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,3,10,6,6,7,3,6,5,5,9,4,8,14,5,9,6,6,6,13,6,8,8,9,12,13,10,8,10,12,11,14,12,9,5,4,8,10,8,16,15,6,7,17,6,13,9,7,9,8,12,21,12,7,12,7,12,4,7,12,8,8,8,9,6,5,10,5,6,5,10,10,6,8,12,9,5,3,11,3,5,2,3,5,5,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,6,1,8,1,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,4,3,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,3,10,6,6,7,3,6,5,5,9,4,8,14,5,9,6,6,6,13,6,8,8,9,12,12,11,8,10,11,12,14,12,9,5,4,8,10,8,16,15,6,7,17,7,12,9,7,9,8,12,21,12,6,13,7,12,4,7,12,8,8,8,9,6,4,11,5,6,6,9,10,6,8,12,9,5,4,10,3,5,2,3,5,5,7,1,6,1,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,6,1,8,1,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-64,1,-13,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,3,4,2,8,2,1,4,4,2,4,7,4,6,4,4,9,6,5,5,8,5,7,7,3,6,5,6,8,5,7,14,5,9,6,6,6,13,6,8,8,8,13,12,11,8,10,12,11,13,13,10,4,4,8,10,8,15,16,6,7,17,6,13,9,7,9,8,12,21,12,7,12,7,12,4,7,12,8,6,10,8,7,6,9,5,6,5,10,10,5,9,12,9,5,3,11,3,5,2,3,3,7,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,5,2,7,2,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-64,1,-13,2,-1,1,-1,1,-2,1,-1,1,-5,1,1,-3,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,3,4,2,8,2,1,4,4,2,4,7,4,6,4,4,9,6,5,5,8,5,7,7,3,6,5,6,8,5,7,14,5,10,5,6,6,13,6,8,8,8,13,12,11,8,10,12,11,13,13,10,4,4,8,9,9,15,16,6,7,17,6,13,9,7,9,8,12,21,12,7,12,7,12,4,7,11,9,6,10,8,7,6,9,5,6,5,10,10,5,9,12,9,5,3,11,3,5,2,3,3,7,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,5,2,7,2,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,4,3,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,3,10,6,6,7,3,7,4,5,9,4,8,13,6,9,6,6,6,13,7,7,8,9,12,12,11,8,10,10,13,14,12,9,5,4,8,10,8,16,15,5,8,16,8,11,10,6,10,9,11,21,12,6,13,7,12,4,7,12,8,8,8,9,6,4,11,5,6,6,9,10,6,8,12,9,5,5,9,3,5,2,3,5,5,7,1,6,1,5,3,7,1,3,3,5,1,-1,1,-1,2,6,-1,1,-2,1,3,2,6,1,8,1,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,4,3,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,3,10,6,6,7,3,6,5,5,9,4,8,14,5,9,6,6,6,12,7,8,8,9,12,13,10,8,10,12,11,14,12,10,4,4,8,10,8,15,16,6,7,17,6,13,9,6,10,8,12,21,12,7,12,7,12,4,7,12,8,7,9,8,7,5,10,5,6,5,10,10,6,8,12,9,5,3,11,3,5,2,3,4,6,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,6,1,8,1,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-65,1,-12,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,3,4,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,4,9,6,6,7,3,6,5,5,9,5,7,14,5,9,6,6,6,12,7,8,8,9,12,13,10,8,10,12,11,14,12,10,4,4,8,10,8,15,16,6,7,17,6,13,9,7,9,8,12,20,13,7,12,7,12,4,7,12,8,6,10,8,7,6,9,5,6,5,10,10,6,8,12,9,5,3,11,3,5,2,3,4,6,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,6,1,7,2,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-64,1,-13,2,-1,1,-1,1,-2,1,-1,1,-5,1,-1,1,-2,1,1,1,2,-1,2,1,1,2,2,3,1,-1,1,2,-1,2,2,2,2,6,1,1,1,3,4,2,8,1,2,4,4,2,4,6,5,6,4,5,8,6,5,5,8,6,6,7,3,6,5,5,9,5,7,14,5,9,6,6,6,13,6,8,8,9,12,12,11,8,10,12,11,14,12,10,4,4,8,10,8,15,16,6,7,17,6,13,9,7,9,8,12,20,13,7,12,7,12,4,7,12,8,6,10,8,7,6,9,5,6,5,10,10,6,8,12,9,5,3,11,3,5,2,3,3,7,7,1,5,2,5,3,7,1,3,3,5,1,-1,1,-1,2,5,1,1,-2,1,3,2,5,2,7,2,2,1,2,1,1,-2,2,1,1,-1,1,-1,1,-1,1,-10,1,-3,1,-53
-64,1,-14,2,1,-1,1,-1,1,-1,1,-7,2,-3,1,1,1,2,2,-1,2,-2,4,1,3,1,-2,2,1,3,3,1,4,3,-1,2,3,3,6,4,3,1,3,5,4,2,3,8,2,7,8,6,6,5,8,5,6,6,6,4,3,8,6,5,10,5,9,9,7,9,5,7,7,12,9,6,9,13,10,13,10,8,10,12,12,13,7,8,6,7,6,12,15,16,3,10,8,15,12,9,9,7,10,9,21,14,10,7,9,11,5,6,11,9,11,6,6,8,12,3,7,3,8,8,8,8,10,9,8,8,6,7,6,3,1,4,4,6,3,5,4,3,1,7,1,7,4,2,1,5,-2,1,2,3,3,-1,1,1,-1,3,2,2,5,-1,9,-1,2,4,-2,1,1,1,1,1,1,-1,1,-3,1,-10,1,-2,1,-53
