0.0000000,0.000#0.910,3.333e-01,-00000070,000000079,0,000000001,000000447,000000000,000000000
-112,1,-15,1,1,1,-2,1,-2,1,-2,3,-2,4,-1,4,3,1,1,1,-1,3,4,5,4,4,1,5,6,4,-1,5,7,4,2,6,3,5,2,6,4,5,4,7,7,7,5,6,10,6,12,7,5,6,11,6,14,11,10,9,18,9,16,15,8,2,16,10,12,15,11,16,14,16,10,9,8,13,13,10,14,11,8,11,12,12,6,10,12,10,19,9,11,13,8,9,8,16,17,7,14,8,9,9,6,9,9,8,7,10,7,7,5,10,7,8,7,7,5,5,4,6,9,5,4,8,4,4,1,4,1,3,4,3,6,2,7,2,3,4,3,2,3,2,3,1,1,1,2,1,-3,2,4,3,-2,1,-1,1,2,1,2,1,-1,1,-15,1,-22,1,-112
-114,1,-15,1,-1,1,1,-2,1,-2,1,-1,2,1,-1,1,3,2,4,1,1,1,1,-1,6,3,5,4,2,4,4,6,2,1,4,10,1,3,5,4,4,2,8,4,3,8,4,9,5,4,9,8,9,9,7,6,8,8,10,13,8,10,15,12,14,13,14,6,6,18,6,14,13,14,16,14,11,13,9,10,12,13,7,17,9,9,12,11,12,6,13,11,9,17,11,10,13,6,11,5,20,14,10,13,10,5,11,5,9,8,10,7,7,9,6,7,8,9,7,8,7,3,5,4,6,10,5,5,6,4,3,1,5,1,2,5,4,5,2,6,2,4,3,3,2,3,4,1,1,2,-1,2,1,-2,1,1,5,2,-2,1,-1,1,2,1,3,-2,1,-14,1,-23,1,-109
