0.0000000,0.000#0.330,3.000e+00,-00000484,000000500,1,000000003,000000328,000000000,000000000
-66,1,-3,1,-4,1,-1,3,-4,3,-1,2,2,3,2,1,1,2,4,2,4,4,3,2,2,5,2,7,2,6,2,5,7,9,8,6,13,12,10,15,9,14,16,11,14,14,18,16,16,16,9,10,18,17,11,10,16,17,21,12,6,13,13,8,17,21,12,12,7,4,11,8,13,15,7,11,4,11,10,5,5,9,10,4,9,8,5,4,4,2,4,7,6,9,6,4,10,4,10,12,8,6,7,8,3,7,10,7,10,8,12,11,9,14,13,13,17,11,8,12,15,16,14,18,12,21,15,9,18,10,18,15,14,16,10,19,12,11,9,9,9,4,8,9,9,10,4,9,4,3,3,3,1,5,7,3,-1,5,1,4,2,1,2,-1,2,-2,1,1,-1,1,1,2,-4,1,-1,1,-1,1,-73
-66,1,-3,1,-3,1,-2,3,-5,3,1,2,4,2,1,1,4,2,1,4,4,3,2,3,2,5,6,3,3,5,4,8,8,5,13,10,10,12,13,10,12,18,14,11,10,23,13,18,16,8,14,12,17,15,12,13,17,21,10,9,13,12,9,14,25,9,11,10,7,6,12,8,15,9,8,7,9,11,3,8,8,12,4,8,9,5,3,5,3,2,8,6,7,7,7,8,8,6,10,9,6,7,6,6,10,7,6,9,9,10,15,7,10,17,14,15,10,7,14,16,19,8,19,14,19,17,13,11,16,15,20,7,17,12,13,17,10,11,6,12,6,5,10,9,12,2,7,5,4,2,3,2,6,6,2,1,5,1,3,3,-1,3,1,1,-3,2,-1,1,1,1,1,-3,1,-1,1,-2,1,-72
