0.0000000,0.000#0.890,2.500e-01,-00000038,000000037,0,000000001,000000300,000000000,000000000
-75,1,-9,1,-1,1,1,1,1,-2,3,3,1,-1,2,1,2,2,2,4,1,4,3,5,2,3,6,6,3,8,8,4,9,5,8,8,7,15,13,12,13,9,16,10,16,10,11,18,17,18,21,20,17,20,13,26,27,22,25,40,26,18,29,30,32,24,25,29,29,29,25,28,22,19,29,20,25,28,28,27,31,20,23,33,29,19,19,13,28,20,15,19,13,17,16,14,17,14,7,7,6,12,10,8,6,7,12,8,6,7,7,-1,6,5,5,8,4,3,3,1,3,2,1,-3,2,1,-1,1,-9,1,-5,1,-71
-78,1,-10,1,-1,2,1,-1,1,-1,2,3,2,-1,2,1,-1,3,1,4,2,4,1,7,3,1,3,7,5,8,6,5,8,7,5,9,8,6,16,14,13,11,10,16,12,13,10,14,17,18,22,16,19,22,13,22,28,27,22,26,39,21,22,28,34,26,25,22,42,21,29,24,26,21,23,22,27,27,28,24,30,22,24,29,30,26,15,19,20,21,22,16,16,16,13,21,13,13,12,9,5,12,5,11,7,9,9,11,6,7,4,6,3,5,6,6,7,4,1,2,3,2,2,-3,1,2,-2,1,-9,1,-5,1,-67
