0.0000000,0.000#0.740,3.000e+00,-00000498,000000504,1,000000003,000000334,000000000,000000000
-77,1,-5,1,1,-13,2,-8,2,-1,1,-1,2,4,2,2,2,1,-1,5,6,4,3,1,5,3,3,4,6,7,5,11,9,9,11,12,15,13,17,12,10,10,12,18,11,19,18,19,9,23,18,23,23,18,28,24,22,31,29,25,44,46,28,31,36,29,35,33,30,35,33,40,30,24,27,30,32,27,31,21,30,26,29,24,30,13,19,25,19,15,15,12,17,14,22,16,12,7,8,10,5,9,2,4,4,5,2,-1,3,2,2,2,2,2,3,2,1,1,1,-2,2,1,1,-2,1,1,-1,1,1,-1,1,-3,2,-3,1,-1,2,-8,1,-83
-76,1,-6,1,1,-13,1,1,-6,1,-1,1,1,-1,1,5,1,2,3,1,-1,5,4,4,4,4,2,3,3,7,3,8,4,8,12,11,7,14,11,19,13,9,11,14,9,8,21,21,15,10,20,16,25,18,25,24,17,26,25,25,32,40,27,41,40,38,27,37,25,34,30,38,34,30,37,17,28,41,27,25,32,21,25,32,31,28,24,20,14,22,24,16,12,17,10,15,20,17,14,10,7,9,8,1,10,5,2,3,4,2,2,2,2,1,2,3,1,5,-2,1,1,-1,1,2,1,-1,1,-2,1,-1,1,2,-3,1,-1,1,-1,1,-1,1,1,-9,1,-82
