0.0000000,0.000#0.070#0.090#0.100#0.060#0.080#0.120#0.110#0.130#0.160#0.980#0.990#0.170#0.950#0.040#0.140#0.150#0.010#0.030#0.050#0.180#0.940#0.970#0.960#0.020,2.000e-01,-00000028,000000032,0,000000001,000000300,000000000,000000000
-52,1,-1,1,-2,1,-10,1,1,-3,2,1,1,3,2,-1,1,1,1,3,1,1,2,3,2,1,2,2,-1,3,1,2,3,6,4,2,1,7,4,9,4,3,6,4,6,4,12,6,9,7,6,9,6,6,8,11,8,5,7,5,11,12,12,8,5,11,13,10,15,8,10,9,9,12,9,10,17,15,12,8,10,12,10,10,11,18,12,4,10,12,6,8,11,17,9,11,7,8,5,8,5,3,8,3,5,8,4,2,3,5,5,9,5,4,6,10,1,5,6,1,1,-1,5,1,3,-1,2,2,-1,3,-1,2,1,1,1,-1,2,-2,1,3,-7,1,-10,1,-4,1,-72
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,-1,2,1,3,1,1,3,2,2,2,2,-1,3,1,-1,3,8,3,2,2,5,6,4,7,3,6,3,7,3,11,8,7,8,7,7,8,7,5,12,9,5,7,4,9,12,12,11,6,8,13,11,16,4,12,9,12,7,13,9,16,11,15,9,10,11,11,12,11,12,17,6,8,12,8,7,7,19,10,8,10,7,6,9,3,6,8,4,4,8,3,4,3,4,4,8,5,5,6,12,1,5,6,-1,1,1,4,2,2,1,1,3,-1,1,2,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-5,1,-71
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,-1,2,1,3,-1,2,2,3,2,2,2,-1,3,1,-1,3,7,4,2,2,3,7,5,7,3,5,4,7,3,10,7,9,8,5,9,6,8,6,11,10,5,6,4,8,14,11,12,6,8,13,9,17,5,11,9,13,7,11,9,16,11,16,10,9,12,11,10,12,13,16,7,7,11,10,5,8,18,10,10,9,7,7,8,4,6,7,5,3,9,2,4,4,4,2,10,4,6,5,11,3,3,7,1,1,1,4,2,1,2,1,3,-1,1,2,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-5,1,-71
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,-1,2,1,3,-1,2,2,3,1,3,2,-1,2,2,-1,3,6,4,3,2,3,7,5,7,2,6,4,7,3,9,8,9,7,6,9,6,8,5,12,10,5,6,4,8,13,12,10,7,9,11,10,16,6,12,9,13,7,11,8,17,11,16,10,9,11,10,12,11,13,15,9,6,11,11,4,8,19,10,9,10,7,7,6,6,6,7,5,3,8,3,4,4,4,2,9,5,6,4,11,4,3,6,2,1,1,4,2,1,2,1,2,1,1,2,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-5,1,-71
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,-1,2,2,2,1,1,3,2,2,2,2,-1,3,1,1,2,8,3,2,2,5,6,4,7,3,6,4,7,2,11,8,7,9,7,7,7,7,6,12,8,5,8,3,11,10,13,10,6,10,12,10,17,3,12,10,11,8,12,10,15,12,15,8,11,11,12,10,11,13,17,5,8,12,8,7,8,18,11,7,10,8,5,9,3,6,8,4,4,9,2,4,3,4,4,9,5,4,6,12,1,5,6,-1,1,1,4,2,2,1,1,3,-1,1,2,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-4,1,-72
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,-1,2,1,3,1,1,3,2,2,2,2,-1,3,1,-1,3,8,3,2,2,3,8,4,7,3,6,3,7,3,10,9,7,8,5,9,7,7,6,12,9,5,6,4,9,13,11,12,6,8,13,10,17,4,12,8,13,7,11,11,15,12,15,9,9,12,11,11,11,13,16,7,8,12,8,7,7,18,10,9,10,6,7,8,4,6,8,4,4,8,2,5,3,4,2,10,4,6,6,11,2,4,6,1,1,1,4,2,2,1,1,3,-1,1,2,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-5,1,-71
-52,1,-1,1,-2,1,-10,1,-1,1,-2,1,1,1,3,1,2,1,-1,1,2,3,-1,1,3,3,1,3,2,-1,2,2,-1,3,4,6,2,3,3,6,6,6,3,5,5,6,4,9,8,7,9,6,9,6,8,4,13,9,6,4,6,7,13,11,12,7,7,13,10,13,9,12,8,11,9,12,8,16,11,17,9,9,10,12,11,11,12,16,9,6,11,10,6,8,16,12,10,8,9,6,7,6,6,5,6,4,8,3,4,4,4,1,9,6,6,4,10,4,4,6,2,1,1,3,3,1,2,1,2,1,1,2,1,1,2,1,-1,1,1,-1,1,1,2,-7,1,-9,1,-5,1,-71
-52,1,-1,1,-2,1,-10,1,-1,1,-2,1,1,1,4,-1,2,1,-1,2,1,3,-1,1,3,3,1,3,2,-1,2,2,-1,3,5,5,3,2,3,6,6,7,2,5,5,6,4,9,8,8,8,6,9,6,8,5,12,10,5,4,6,7,13,13,10,7,7,13,10,14,8,12,8,12,9,11,8,16,12,16,9,10,11,10,12,11,12,15,9,6,11,10,6,8,16,13,9,9,8,6,7,6,6,6,6,3,8,3,4,4,4,1,10,5,6,4,11,3,4,6,2,1,1,4,2,1,2,1,2,1,1,2,1,1,2,1,-1,1,1,-1,1,1,2,-6,1,-10,1,-5,1,-71
-52,1,-1,1,-3,1,-9,1,-1,1,-2,1,1,1,2,2,2,1,-1,1,2,3,-1,1,3,3,1,3,2,-1,2,2,-1,3,4,6,2,3,2,7,6,6,3,5,5,5,5,7,8,8,10,6,9,6,8,4,11,11,6,4,6,7,13,11,10,9,7,13,9,14,9,11,7,12,10,12,7,16,12,17,9,8,11,11,11,12,12,16,9,6,8,11,7,9,13,14,11,8,8,7,7,6,6,5,6,3,8,3,5,4,3,2,9,6,4,6,10,4,4,6,2,1,1,1,4,2,2,1,2,1,1,2,1,1,2,1,-1,1,1,-1,1,1,2,-7,1,-10,1,-4,1,-71
-53,1,-1,1,-2,1,-9,1,-1,1,-2,1,1,1,1,3,2,1,-1,1,2,3,-1,1,3,2,2,1,4,-2,4,-1,3,4,5,3,2,2,7,6,7,3,4,6,4,6,6,9,6,11,7,6,9,8,3,9,11,8,4,7,6,12,12,10,9,6,13,10,14,9,10,8,10,11,12,8,14,12,17,11,6,11,13,9,13,9,20,9,5,9,12,7,7,14,13,12,8,7,8,5,9,5,5,7,1,8,5,4,4,3,3,6,9,4,5,9,6,3,6,3,1,1,-1,5,1,3,-1,3,1,1,2,-1,2,1,2,-1,1,1,-1,1,1,2,-7,1,-10,1,-4,1,-71
-57,1,-1,1,-2,1,-9,1,-1,1,-3,2,1,1,3,2,1,-1,1,2,3,-1,1,2,3,2,1,4,-2,3,1,3,2,6,4,2,1,8,3,10,3,3,7,3,7,3,12,6,11,6,6,9,8,4,8,11,9,4,6,6,11,13,11,8,7,11,11,11,13,9,9,9,10,11,10,14,13,17,10,7,11,13,8,12,10,21,9,4,10,11,6,8,12,16,11,9,7,8,5,8,6,3,7,3,6,7,4,3,2,5,6,8,5,4,8,8,2,6,4,1,1,-1,5,1,3,-1,2,2,-1,3,-1,2,1,1,1,-1,2,-2,2,2,-7,1,-10,1,-4,1,-67
-57,1,-1,1,-2,1,-10,1,1,-3,2,1,1,3,2,1,-1,1,1,4,-1,1,2,3,2,1,3,1,-1,3,1,2,3,6,4,2,1,8,3,10,3,3,7,3,6,4,12,6,10,7,5,10,6,6,8,11,7,6,6,5,11,12,12,9,7,10,11,11,14,9,9,9,10,11,10,11,16,16,10,8,10,13,9,12,10,20,10,4,9,12,6,8,12,16,10,10,7,8,5,8,6,2,8,3,6,7,4,3,2,5,6,8,5,4,7,9,1,6,5,1,1,-1,5,1,3,-1,2,2,-1,3,-1,2,1,1,1,-1,2,-2,1,3,-7,1,-10,1,-4,1,-67
-53,1,-1,1,-2,1,-9,1,-1,1,-2,1,1,1,1,3,2,1,-1,1,2,3,-1,1,3,2,2,1,4,-2,3,1,3,4,5,3,2,2,7,4,9,3,4,6,3,7,4,11,6,11,6,7,8,8,4,9,11,8,4,7,6,11,12,11,9,6,12,10,14,10,9,9,10,10,10,11,14,12,17,10,7,11,13,9,12,9,21,9,4,10,12,5,8,13,15,11,9,7,8,5,9,5,5,6,2,7,6,4,3,3,4,6,8,5,4,9,7,2,7,3,1,1,-1,5,1,3,-1,2,2,1,2,-1,2,1,2,-2,2,-2,2,2,-7,1,-10,1,-4,1,-71
-57,1,-1,1,-2,1,-9,1,-1,1,-2,1,1,1,1,3,2,1,-1,1,2,3,-1,1,3,2,2,3,2,-2,4,-1,3,4,6,2,2,3,6,6,7,3,5,5,5,5,6,9,7,10,7,6,9,8,3,10,10,8,5,6,7,12,11,10,9,6,14,10,13,9,12,7,10,11,12,8,13,13,17,10,6,12,12,11,11,10,19,9,6,8,12,7,7,15,13,11,8,9,6,5,9,6,4,7,1,8,5,4,5,2,3,6,9,4,5,10,5,4,5,3,1,1,1,4,1,3,-1,3,1,1,2,1,1,1,2,-1,1,1,-1,1,1,2,-7,1,-10,1,-4,1,-67
-52,1,-1,1,-2,1,-10,1,-1,1,-2,2,-1,1,4,-1,2,1,1,1,3,1,1,2,2,2,2,2,2,-1,3,1,2,2,7,4,1,2,5,6,7,5,4,4,4,7,2,12,9,5,11,5,7,7,7,6,13,8,5,7,5,9,11,13,9,7,9,14,9,17,4,10,12,9,8,12,11,16,11,14,10,10,13,9,11,11,13,16,5,10,10,8,9,8,16,12,8,9,8,6,7,4,5,8,4,5,8,3,3,3,4,5,9,5,4,6,11,1,5,6,1,1,-1,4,2,2,1,1,3,-1,2,1,1,2,1,1,-1,2,-2,1,1,2,-6,1,-10,1,-4,1,-72
-53,1,1,-3,1,-9,1,-1,1,-2,1,1,1,2,2,2,1,-1,1,2,3,-1,1,3,3,1,3,2,-1,1,3,-1,3,4,6,2,3,2,7,5,7,3,5,5,5,5,6,9,7,10,7,7,8,8,4,10,12,6,4,6,7,13,11,10,9,6,13,10,13,10,11,7,11,11,11,8,15,11,18,9,8,11,11,12,11,12,16,9,6,8,12,7,8,14,14,10,8,9,6,5,9,6,4,7,2,8,4,4,5,2,3,8,7,4,5,11,4,4,5,3,1,1,1,4,2,2,-1,3,1,1,2,1,1,2,1,-1,1,1,-1,1,1,2,-7,1,-10,1,-4,1,-71
