0.0000000,0.000#0.290,8.333e-02,-00000012,000000014,0,000000001,000000312,000000000,000000000
-42,1,-4,1,-3,1,-4,1,-1,1,-1,1,1,-2,1,-2,2,1,2,-1,1,1,-1,3,1,2,3,2,3,3,5,1,4,4,7,6,3,5,3,4,10,2,5,7,3,7,6,3,3,5,6,10,7,11,10,5,10,8,9,10,6,11,4,6,15,9,15,8,23,9,16,13,15,13,13,14,15,8,15,11,14,12,15,14,13,9,23,21,14,18,13,17,21,14,11,13,14,8,22,13,16,13,8,16,15,20,13,15,11,21,9,14,18,17,9,16,9,5,12,22,13,12,9,8,12,9,12,7,9,12,6,7,4,8,11,4,13,9,11,12,6,6,6,3,5,6,6,7,7,7,3,6,-1,5,3,3,1,3,3,2,4,-1,2,2,3,1,1,1,2,1,1,3,-3,1,1,1,1,-2,3,-2,1,-4,1,-5,1,-3,1,1,-24,1,-35
-45,1,-4,1,-4,1,-3,1,-2,1,1,-1,1,-2,1,-1,1,2,1,1,-1,2,-1,1,3,1,3,1,2,4,6,1,1,6,5,7,5,6,2,5,5,6,4,8,3,4,4,6,4,3,10,2,11,13,6,9,9,7,10,8,9,8,6,6,12,12,12,11,12,20,11,17,12,14,13,14,11,18,7,9,18,10,20,8,15,12,17,23,15,12,17,16,23,15,12,12,15,10,16,16,17,13,12,9,17,15,16,14,18,13,13,16,17,10,19,11,10,10,7,17,16,12,15,7,9,11,12,7,9,12,10,5,5,7,7,9,8,8,15,9,11,5,5,5,3,6,7,5,10,6,5,5,2,1,5,4,1,1,4,3,5,-1,2,2,1,2,2,1,-1,2,2,2,1,-2,1,1,1,-1,1,-1,2,1,-2,1,-4,1,-4,1,-3,1,1,-24,1,-32
