0.0000000,0.000#0.450,1.000e-01,-00000015,000000016,0,000000001,000000310,000000000,000000000
-56,1,-7,1,-2,1,1,1,-4,2,1,1,1,1,1,-1,2,2,2,1,1,2,-1,3,1,1,2,3,2,2,1,2,3,4,5,1,7,7,2,3,8,7,5,4,11,8,8,7,6,6,10,5,10,7,9,7,14,10,9,13,7,17,12,11,15,12,14,15,22,17,17,16,23,16,33,27,24,22,17,32,19,21,23,27,18,28,17,26,24,16,29,22,13,19,23,19,23,23,20,14,19,29,23,18,15,24,19,16,20,21,12,18,21,9,11,8,5,12,8,10,6,7,6,12,10,9,8,8,6,5,4,2,5,6,2,5,4,6,3,-1,3,3,5,2,3,3,1,5,1,1,-2,2,-3,1,1,-2,1,1,-3,2,-21,1,-57
-61,1,-7,1,-1,1,1,1,-4,1,2,1,-1,1,2,-1,2,1,1,3,1,1,1,2,2,-1,2,3,2,2,1,3,-1,6,3,4,3,8,4,3,6,7,4,6,6,14,4,9,5,7,9,9,5,10,3,12,8,15,9,9,12,9,18,11,12,11,18,11,17,22,14,18,24,18,25,30,26,17,24,23,27,22,22,25,21,26,21,23,25,14,27,19,22,14,23,18,21,28,22,16,13,24,25,25,13,20,20,20,19,16,22,7,25,15,11,9,7,10,8,8,8,7,9,8,8,13,9,6,7,4,6,4,1,5,5,2,7,5,5,1,3,2,4,4,1,3,3,5,1,-1,1,-1,1,1,-3,2,-3,2,-3,2,-21,1,-53
