0.0000000,0.000#0.120#0.130#0.140#0.150#0.160#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.260#0.270#0.280#0.290#0.300#0.310#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.400#0.410#0.420#0.430#0.440#0.450#0.460#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.090#0.100#0.110#0.550#0.560#0.570#0.580#0.590#0.600#0.610#0.620#0.630#0.640#0.650#0.660#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.760#0.770#0.780#0.790#0.800#0.810#0.820#0.830#0.840#0.850#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.930#0.940#0.950#0.960#0.970#0.980,6.667e-02,000000006,000000027,0,000000001,000000315,000000008,000000000
-73,1,-36,1,1,-42,1,-129,1,-30
-75,1,-35,1,-1,1,-42,1,-128,1,-29
-75,1,-35,1,-1,1,-42,1,-129,1,-28
-75,1,-36,1,1,-43,1,-128,1,-28
-75,1,-36,1,-1,1,-42,1,-128,1,-28
-75,1,-36,1,-1,1,-42,1,-128,1,-28
-75,1,-36,1,-1,1,-42,1,-128,1,-28
-76,1,-35,1,-1,1,-42,1,-128,1,-28
-76,1,-35,1,-1,1,-42,1,-129,1,-27
-76,1,-36,1,1,-42,1,-129,1,-27
-76,1,-36,1,-1,1,-42,1,-128,1,-27
-76,1,-36,1,-1,1,-42,1,-128,1,-27
-76,1,-36,1,-1,1,-42,1,-128,1,-27
-76,1,-36,1,-1,1,-42,1,-128,1,-27
-77,1,-35,1,-1,1,-42,1,-128,1,-27
-77,1,-35,1,-1,1,-42,1,-129,1,-26
-77,1,-36,1,1,-42,1,-129,1,-26
-77,1,-36,1,-1,1,-42,1,-128,1,-26
-77,1,-36,1,-1,1,-42,1,-128,1,-26
-77,1,-36,1,-1,1,-42,1,-128,1,-26
-77,1,-36,1,-1,1,-42,1,-128,1,-26
-78,1,-35,1,-1,1,-42,1,-128,1,-26
-78,1,-35,1,-1,1,-42,1,-129,1,-25
-78,1,-36,1,1,-43,1,-128,1,-25
-78,1,-36,1,-1,1,-42,1,-128,1,-25
-78,1,-36,1,-1,1,-42,1,-128,1,-25
-78,1,-36,1,-1,1,-42,1,-128,1,-25
-79,1,-35,1,-1,1,-42,1,-128,1,-25
-79,1,-35,1,-1,1,-42,1,-129,1,-24
-79,1,-36,1,1,-42,1,-129,1,-24
-79,1,-36,1,-1,1,-42,1,-128,1,-24
-79,1,-36,1,-1,1,-42,1,-128,1,-24
-79,1,-36,1,-1,1,-42,1,-128,1,-24
-79,1,-36,1,-1,1,-42,1,-128,1,-24
-80,1,-35,1,-1,1,-42,1,-128,1,-24
-80,1,-35,1,-1,1,-42,1,-129,1,-23
-80,1,-36,1,1,-42,1,-129,1,-23
-80,1,-36,1,-1,1,-42,1,-128,1,-23
-80,1,-36,1,-1,1,-42,1,-128,1,-23
-80,1,-36,1,-1,1,-42,1,-128,1,-23
-80,1,-36,1,-1,1,-42,1,-128,1,-23
-81,1,-35,1,-1,1,-42,1,-128,1,-23
-81,1,-35,1,-1,1,-42,1,-129,1,-22
-81,1,-36,1,1,-43,1,-128,1,-22
-73,1,-36,1,-1,1,-42,1,-128,1,-30
-73,1,-36,1,-1,1,-42,1,-128,1,-30
-73,1,-36,1,-1,1,-42,1,-128,1,-30
-73,1,-36,1,-1,1,-42,1,-128,1,-30
-74,1,-35,1,-1,1,-42,1,-128,1,-30
-74,1,-35,1,-1,1,-42,1,-129,1,-29
-74,1,-36,1,1,-42,1,-129,1,-29
-74,1,-36,1,-1,1,-42,1,-128,1,-29
-74,1,-36,1,-1,1,-42,1,-128,1,-29
-74,1,-36,1,-1,1,-42,1,-128,1,-29
-74,1,-36,1,-1,1,-42,1,-128,1,-29
-81,1,-36,1,-1,1,-42,1,-128,1,-22
-81,1,-36,1,-1,1,-42,1,-128,1,-22
-81,1,-36,1,-1,1,-42,1,-128,1,-22
-82,1,-35,1,-1,1,-42,1,-128,1,-22
-82,1,-35,1,-1,1,-42,1,-129,1,-21
-82,1,-36,1,1,-42,1,-129,1,-21
-82,1,-36,1,-1,1,-42,1,-128,1,-21
-82,1,-36,1,-1,1,-42,1,-128,1,-21
-82,1,-36,1,-1,1,-42,1,-128,1,-21
-82,1,-36,1,-1,1,-42,1,-128,1,-21
-83,1,-35,1,-1,1,-42,1,-128,1,-21
-83,1,-35,1,-1,1,-42,1,-129,1,-20
-83,1,-36,1,1,-42,1,-129,1,-20
-83,1,-36,1,-1,1,-42,1,-128,1,-20
-83,1,-36,1,-1,1,-42,1,-128,1,-20
-83,1,-36,1,-1,1,-42,1,-128,1,-20
-83,1,-36,1,-1,1,-42,1,-128,1,-20
-84,1,-35,1,-1,1,-42,1,-128,1,-20
-84,1,-35,1,-1,1,-42,1,-129,1,-19
-84,1,-36,1,1,-43,1,-128,1,-19
-84,1,-36,1,-1,1,-42,1,-128,1,-19
-84,1,-36,1,-1,1,-42,1,-128,1,-19
-84,1,-36,1,-1,1,-42,1,-128,1,-19
-85,1,-35,1,-1,1,-42,1,-128,1,-19
-85,1,-35,1,-1,1,-42,1,-129,1,-18
-85,1,-36,1,1,-42,1,-129,1,-18
-85,1,-36,1,-1,1,-42,1,-128,1,-18
-85,1,-36,1,-1,1,-42,1,-128,1,-18
-85,1,-36,1,-1,1,-42,1,-128,1,-18
-85,1,-36,1,-1,1,-42,1,-128,1,-18
-86,1,-35,1,-1,1,-42,1,-128,1,-18
-86,1,-35,1,-1,1,-42,1,-129,1,-17
-86,1,-36,1,1,-42,1,-129,1,-17
-86,1,-36,1,-1,1,-42,1,-128,1,-17
-86,1,-36,1,-1,1,-42,1,-128,1,-17
-86,1,-36,1,-1,1,-42,1,-128,1,-17
-86,1,-36,1,-1,1,-42,1,-128,1,-17
-87,1,-35,1,-1,1,-42,1,-128,1,-17
-87,1,-35,1,-1,1,-42,1,-129,1,-16
-87,1,-36,1,1,-43,1,-128,1,-16
-87,1,-36,1,-1,1,-42,1,-128,1,-16
-87,1,-36,1,-1,1,-42,1,-128,1,-16
-87,1,-36,1,-1,1,-42,1,-128,1,-16
-88,1,-35,1,-1,1,-42,1,-128,1,-16
