0.0000000,0.000#0.230#0.220#0.210#0.240#0.250#0.560#0.570#0.600#0.610#0.580#0.590#0.620,5.000e-01,-00000076,000000081,0,000000001,000000314,000000000,000000000
-70,1,-8,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,2,3,2,2,3,4,2,5,2,3,1,3,1,4,3,5,2,6,1,3,10,3,7,12,5,10,5,14,8,11,7,5,11,10,11,12,9,17,11,15,7,10,10,14,12,9,15,17,15,17,16,11,17,14,17,12,7,18,18,13,17,12,17,13,7,9,7,15,13,8,10,16,11,9,11,11,10,9,10,6,8,6,2,5,6,8,7,8,5,10,5,6,3,8,3,-1,6,2,3,3,-2,1,3,3,1,1,-1,1,1,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-67
-71,1,-7,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,1,-1,1,1,3,2,3,1,3,4,2,4,3,3,3,-1,2,5,4,3,4,3,2,8,5,3,15,6,8,6,11,11,8,10,5,9,11,13,8,11,13,14,15,9,9,9,13,10,12,16,13,17,12,19,13,14,20,15,10,10,18,16,9,21,13,14,12,14,5,12,8,12,13,11,13,12,10,11,9,12,10,11,5,7,6,6,1,6,7,9,6,7,9,7,6,3,7,6,-1,1,6,3,4,-2,1,2,2,3,1,-2,2,-1,1,-4,1,-1,1,1,1,-2,1,-1,1,-12,1,-10,1,-67
-71,1,-7,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,1,1,-1,1,3,2,3,1,3,4,3,3,3,3,3,-1,2,5,4,3,4,3,2,9,4,4,14,6,9,5,11,11,8,10,5,9,11,13,8,12,13,13,15,10,9,8,13,10,12,16,13,17,12,19,14,14,19,15,10,10,18,16,9,22,12,15,11,14,6,11,9,11,14,10,13,12,10,11,9,12,10,11,5,7,6,6,2,5,7,9,6,7,9,7,6,3,7,6,-1,1,6,3,4,-2,1,2,2,3,1,-2,2,-1,1,-4,1,-1,1,1,1,-2,1,-1,1,-12,1,-10,1,-67
-71,1,-7,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,1,1,-1,1,3,2,3,1,3,4,3,3,3,3,3,-1,2,5,4,4,3,4,1,9,4,4,14,6,9,5,11,12,7,10,5,9,11,13,8,12,13,13,15,10,9,8,13,11,12,16,12,17,12,19,14,14,19,15,10,10,18,16,9,23,11,15,11,14,6,12,9,10,14,10,14,12,9,11,9,12,10,11,5,7,6,6,2,5,7,10,5,7,9,7,6,3,7,6,-1,2,5,3,4,-2,1,2,2,3,1,-2,2,-1,1,-4,1,-1,1,1,1,-2,1,-1,1,-12,1,-10,1,-67
-71,1,-7,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,1,-1,1,1,3,2,3,1,3,4,2,4,3,3,3,-1,2,5,4,3,4,3,2,7,6,3,15,6,8,6,11,11,8,10,5,9,11,13,8,11,13,14,15,9,9,9,13,10,12,15,14,17,11,20,13,14,19,15,11,10,18,15,10,21,13,14,10,16,5,12,8,12,13,11,13,12,10,9,11,12,10,10,6,7,6,6,-1,7,7,8,7,7,9,6,7,3,7,6,-1,1,6,3,4,-2,1,2,2,3,1,-2,1,1,1,-4,1,-1,1,1,1,-2,1,-1,1,-12,1,-10,1,-67
-71,1,-7,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,1,-1,1,1,3,2,3,1,3,4,2,4,3,3,2,1,2,5,4,3,4,3,2,6,7,3,15,4,10,5,12,11,7,10,6,9,11,13,8,11,12,15,15,9,9,8,14,9,13,15,14,17,11,20,13,14,17,17,11,10,17,16,10,20,14,13,10,16,6,12,8,12,13,11,13,12,10,9,11,12,9,11,5,8,6,6,-1,7,7,8,7,7,8,7,7,3,7,5,1,1,6,2,5,-2,1,2,2,3,1,-2,1,1,1,-4,1,-1,1,1,1,-2,1,-1,1,-12,1,-10,1,-67
-72,1,-7,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,2,3,2,2,3,4,2,4,3,2,2,3,1,2,5,4,3,6,1,3,8,4,7,11,7,9,6,10,12,11,7,4,9,12,11,12,9,16,11,14,9,9,11,12,11,13,14,16,15,16,17,10,17,16,16,12,9,16,19,11,20,10,16,16,6,10,7,12,14,10,9,14,12,10,11,9,11,11,10,4,10,5,3,3,8,7,8,6,6,10,5,6,4,8,3,-1,6,2,3,3,-2,1,2,2,3,1,-1,1,1,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-66
-72,1,-7,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,2,3,2,2,3,4,2,4,3,2,2,3,1,2,5,3,4,5,2,2,9,3,7,12,6,10,6,10,12,11,7,4,9,12,11,12,9,16,11,14,9,9,11,12,11,13,13,17,15,16,17,10,17,16,14,14,9,16,19,11,20,10,16,16,6,10,7,12,14,10,9,14,12,10,11,9,10,12,10,4,9,5,4,3,8,7,8,5,7,10,5,6,4,8,3,-1,6,2,3,3,-2,1,2,2,3,1,-1,1,1,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-66
-72,1,-7,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,1,3,3,2,3,3,2,4,4,2,2,3,-1,3,5,3,4,5,2,2,9,3,7,12,6,10,5,10,13,10,7,5,9,11,12,11,9,16,12,13,10,9,11,11,11,13,14,14,17,16,18,10,17,16,14,13,10,15,18,13,19,11,14,13,10,9,9,12,12,12,8,15,12,9,10,11,9,11,11,5,9,5,4,3,7,8,7,6,7,9,6,6,4,8,3,-1,6,1,4,3,-2,1,2,2,3,1,-2,2,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-66
-72,1,-7,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,1,3,3,2,1,5,2,4,4,2,2,3,-1,3,5,3,4,5,2,2,9,3,7,12,6,10,5,10,13,8,9,5,9,10,13,11,9,16,12,13,10,9,11,10,11,14,14,14,17,16,17,10,18,16,14,13,10,15,18,12,19,12,14,13,10,9,9,11,13,12,8,15,12,9,10,11,9,11,11,5,9,4,5,3,6,9,7,6,7,9,6,6,3,9,3,-1,6,1,4,3,-2,1,2,2,3,1,-2,2,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-66
-72,1,-7,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,1,-1,1,1,-1,1,3,3,2,3,3,2,4,4,2,2,3,1,2,5,3,4,5,2,2,9,3,7,12,6,10,6,10,12,10,8,4,9,11,12,12,9,15,12,13,10,9,11,12,11,13,13,16,15,17,17,10,17,16,14,14,9,15,20,11,20,10,16,13,9,9,8,12,14,10,8,15,12,9,12,9,10,12,9,5,9,5,4,3,8,7,8,5,7,9,6,6,4,8,3,-1,6,2,3,3,-2,1,2,2,3,1,-1,1,1,-1,1,-4,1,1,1,-1,1,-1,1,-2,1,-12,1,-10,1,-66
