0.8796459,0.000#0.210,2.000e-01,-00000027,000000047,0,000000001,000000370,000000000,000000000
-84,1,-1,1,-6,3,-7,1,2,1,-1,5,1,1,1,1,1,3,4,6,2,9,8,6,7,6,3,5,9,14,18,16,29,29,8,9,12,10,24,24,27,42,39,48,36,19,17,32,27,48,62,80,85,74,57,39,37,45,60,74,100,123,117,118,95,52,54,64,72,113,140,171,180,163,131,100,76,65,88,129,189,229,229,211,133,107,69,63,132,147,185,223,229,193,157,108,76,74,96,136,161,208,203,222,140,118,64,72,67,98,141,183,171,178,138,80,57,53,54,93,125,126,115,105,85,53,43,37,39,44,72,97,86,84,59,41,28,25,20,15,48,40,53,44,35,22,15,10,10,16,17,28,24,34,24,10,9,7,4,11,6,11,14,12,12,3,7,4,-1,3,4,5,5,3,5,2,2,-1,1,-1,2,2,4,-1,1,3,1,-6,1,-3,1,-1,2,1,-2,1,1,-71
-85,1,-1,1,-6,3,-7,1,2,1,-1,5,1,1,1,1,1,3,3,7,2,9,8,6,7,5,4,5,9,12,20,16,29,29,8,8,12,9,25,25,24,42,40,47,38,19,17,32,28,44,63,79,86,74,59,37,38,43,61,74,96,120,122,117,99,53,54,62,71,107,144,171,178,160,137,100,77,66,89,123,186,232,227,215,134,110,67,64,127,146,184,220,232,196,158,107,80,75,94,131,161,208,206,217,145,121,65,69,68,93,144,176,177,180,138,81,60,52,55,89,124,125,119,103,86,55,44,38,38,42,69,101,82,84,63,41,30,24,20,16,48,39,50,46,35,24,15,9,11,16,17,26,25,35,23,11,8,8,4,10,7,10,14,13,11,4,7,4,-1,3,4,5,5,3,4,3,1,1,1,-1,2,2,4,-1,1,2,2,-6,1,-3,1,-1,2,1,-2,1,1,-70
