3.1415926,0.000#0.540#0.090#0.530#0.550#0.510#0.030#0.520#0.500#0.560#0.570#0.490#0.580#0.590#0.680#0.690,4.500e+01,-00007057,000006623,1,000000045,000000304,000000000,000000000
-57,1,-18,2,-5,1,-4,1,1,-3,1,-1,4,2,1,1,-1,2,-1,2,2,3,-1,3,2,2,6,5,1,3,7,3,4,5,3,5,2,3,6,7,9,4,5,2,6,7,9,7,10,9,9,11,8,5,6,6,12,8,12,10,14,12,8,11,11,21,12,16,15,13,9,15,13,14,11,11,9,10,14,13,15,9,14,14,7,11,10,8,7,13,4,12,7,5,9,11,10,10,10,4,10,10,5,7,4,10,5,9,9,4,4,5,2,3,3,4,2,7,3,4,5,2,4,2,2,-1,1,1,3,1,-1,2,2,2,2,-1,3,-1,1,-2,1,-1,1,1,2,1,-2,1,1,-3,1,-1,1,-1,1,-63
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,6,2,5,1,7,6,2,11,1,6,7,6,10,6,13,6,10,10,8,5,9,3,8,12,8,14,13,13,7,12,15,17,15,13,14,14,11,13,11,15,11,12,7,11,15,13,11,13,7,21,9,9,9,9,8,12,5,11,4,8,9,11,11,8,9,6,9,11,8,4,6,8,8,6,6,7,2,7,2,3,3,4,4,5,4,3,1,6,4,2,-1,2,1,1,2,2,-1,2,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,2,-5,1,-4,1,1,-3,1,-1,4,2,1,1,-1,2,-1,2,3,2,-1,3,1,3,5,6,2,2,5,5,2,7,3,5,2,3,7,6,8,5,4,3,8,5,9,7,10,9,9,11,9,4,5,7,10,10,12,10,13,13,8,11,10,22,11,17,15,13,9,15,10,17,10,12,9,10,14,13,13,11,13,15,7,11,11,7,6,14,6,10,7,5,9,11,10,10,10,4,10,10,4,8,4,10,6,8,9,4,4,5,2,3,2,5,2,7,3,4,5,2,4,2,2,-1,1,1,2,2,-1,2,2,2,1,1,3,-1,1,-2,1,-1,1,2,1,1,-2,1,1,-3,1,-1,1,-1,1,-63
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,6,2,5,1,7,6,3,10,2,5,7,6,12,4,13,6,10,10,8,5,9,3,8,12,8,14,13,13,7,12,14,18,15,13,14,14,10,14,11,15,11,12,7,11,15,13,11,13,7,21,10,8,9,9,8,12,5,11,4,8,9,11,11,8,9,6,9,11,8,4,6,8,8,6,6,7,2,7,2,3,3,4,4,5,4,3,1,6,4,2,-1,2,1,1,2,2,-1,2,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,6,2,4,2,7,6,2,11,1,6,7,6,10,6,13,6,10,10,8,5,9,3,8,12,7,15,14,12,7,12,14,18,15,13,14,14,11,13,11,15,11,12,7,11,15,13,11,13,7,21,9,9,9,9,8,12,5,11,4,8,11,9,11,8,9,6,9,11,8,4,6,8,8,6,6,7,4,5,2,3,3,4,4,5,4,3,1,6,4,2,-1,2,1,1,2,2,1,1,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,2,6,7,1,5,1,7,6,3,10,2,5,8,5,12,4,13,6,10,10,9,4,9,3,8,12,9,13,13,13,8,11,13,19,14,14,14,14,10,14,11,15,11,12,7,11,15,13,11,13,7,21,9,9,10,8,8,12,5,11,4,8,8,12,11,8,9,6,9,11,7,5,6,8,8,6,6,7,2,7,2,3,3,4,5,4,4,3,1,6,4,2,-1,2,1,1,2,2,-1,2,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,2,-5,1,-4,1,1,-3,1,-1,4,2,1,1,-1,2,-1,2,2,3,-1,3,1,3,5,6,1,3,6,4,4,5,3,5,2,3,6,7,8,5,5,2,7,6,8,8,11,8,8,12,8,5,5,7,10,10,11,11,14,12,7,12,12,20,11,17,15,13,10,14,11,16,10,12,9,10,14,13,14,10,14,14,7,11,10,8,7,13,4,12,7,5,9,11,10,10,10,4,10,10,4,8,4,10,6,8,9,4,5,4,2,3,2,5,2,7,3,4,5,2,4,2,2,-1,1,1,3,1,-1,2,2,2,2,-1,3,-1,1,-2,1,-1,1,1,2,1,-2,1,1,-3,1,-1,1,-1,1,-63
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,7,1,5,1,7,6,3,10,2,5,8,5,12,4,13,6,10,10,8,5,9,3,8,12,8,14,13,13,8,11,14,18,14,14,14,14,10,14,11,15,11,12,7,11,15,13,11,13,7,21,10,8,10,8,8,12,5,11,4,8,8,12,11,8,9,6,9,11,8,4,6,8,8,6,6,7,2,7,2,3,3,4,5,4,4,3,1,6,4,2,-1,2,1,1,2,2,-1,2,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,1,1,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,2,6,7,1,5,1,7,6,3,10,2,5,8,5,12,4,13,6,10,10,9,4,9,3,8,12,10,12,13,13,8,11,12,20,14,14,14,14,10,14,11,15,11,12,7,11,16,12,11,13,7,21,9,9,10,8,8,12,5,11,4,8,8,12,11,8,9,6,8,12,7,5,6,8,9,5,7,6,2,7,2,3,3,4,5,4,4,3,1,6,4,2,-1,2,1,1,2,2,-1,2,1,3,1,1,3,-1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,-1,2,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,6,2,4,2,7,6,2,11,1,6,7,6,10,6,13,6,11,9,8,5,9,3,8,12,7,15,13,13,7,12,16,16,15,13,14,14,12,12,12,14,12,11,8,10,15,13,11,13,7,21,9,9,9,9,9,11,5,11,4,8,11,9,11,8,9,6,9,11,8,4,7,7,7,7,7,6,4,5,2,3,3,4,4,5,3,4,1,6,4,2,-1,2,1,1,2,2,1,1,1,3,1,1,2,1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
-57,1,-18,1,1,-4,1,-3,1,-1,1,-3,1,-1,3,3,-1,2,1,1,1,1,3,2,2,1,1,3,4,7,3,1,1,9,3,5,5,3,4,2,7,6,3,10,1,6,8,5,10,6,13,6,11,9,8,5,9,3,8,12,7,15,13,13,7,12,16,16,15,13,14,14,12,12,12,14,12,11,8,10,15,13,11,13,7,21,9,9,9,9,9,11,6,10,4,8,10,10,10,9,9,6,9,11,8,4,8,6,7,7,7,6,4,5,2,3,3,4,4,5,3,4,1,6,4,2,-1,2,1,1,2,2,1,1,1,3,-1,2,2,1,1,-1,1,-2,1,3,-1,1,-1,1,-1,1,-3,1,-1,1,-2,1,-62
