3.1415926,0.000#0.620#0.600#0.640#0.560#0.550#0.300#0.290#0.310#0.360#0.280#0.330#0.350,4.600e+01,-00007621,000006271,1,000000046,000000302,000000000,000000000
-74,1,-3,1,-3,1,-8,1,-1,2,-2,1,1,1,-1,1,2,1,1,-1,1,-1,2,-1,1,1,3,3,3,2,1,2,2,4,5,5,2,1,3,1,5,5,6,7,5,8,7,8,3,10,7,7,7,10,6,11,13,7,7,8,11,10,11,13,9,11,14,14,12,11,12,9,8,15,18,16,15,16,15,7,8,15,11,14,12,14,13,16,9,10,9,12,12,6,16,8,17,7,8,10,10,9,8,11,7,9,5,11,6,9,6,6,5,4,7,7,7,3,5,5,9,5,3,6,1,3,4,-1,2,3,4,2,2,2,3,-2,2,-2,1,-1,1,1,1,1,2,1,-2,2,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-1,2,-4,2,-1,1,2,1,-1,2,1,-1,1,1,1,-1,3,1,2,4,2,1,1,3,6,3,5,2,3,1,2,4,6,5,7,5,9,6,7,4,7,10,7,7,9,7,8,16,6,8,12,7,13,8,5,17,12,12,12,15,9,13,11,7,21,12,17,14,18,12,9,7,12,14,13,13,12,15,14,11,8,11,9,15,12,10,14,11,9,6,10,10,11,6,10,8,6,7,12,6,6,9,7,4,8,3,9,4,4,5,8,6,5,3,5,2,4,3,1,1,6,1,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,-1,3,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-1,2,-4,2,1,-1,2,1,-1,2,1,-1,1,1,1,-1,3,1,2,4,2,1,1,3,6,3,5,2,3,1,2,4,6,5,7,5,8,7,7,4,7,10,7,7,8,8,8,16,6,8,12,7,13,8,5,17,12,12,12,15,9,13,11,7,22,11,17,14,18,12,9,7,12,14,13,13,12,15,14,11,7,12,9,15,12,10,13,12,10,5,9,11,12,5,10,8,6,7,13,5,6,9,7,4,8,3,9,4,4,5,7,7,5,3,5,2,4,3,1,1,6,1,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,-1,3,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-1,2,-4,2,-1,1,2,1,-1,2,1,-1,1,1,1,-1,3,1,2,4,2,1,1,3,6,3,4,3,3,1,2,4,6,5,7,5,9,6,7,4,6,11,7,7,9,7,10,14,6,8,12,7,14,7,7,15,12,12,10,17,9,13,10,8,20,13,18,13,18,12,9,7,12,14,13,13,12,15,14,11,9,10,9,15,11,11,14,11,8,7,11,9,11,6,10,8,5,8,12,6,7,8,7,4,8,3,9,4,4,5,8,6,5,3,5,2,3,4,1,1,6,1,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,-1,3,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-1,1,1,-3,2,1,-1,2,1,-1,2,1,-1,1,1,1,-1,2,2,2,4,2,1,1,3,6,3,5,2,2,2,3,3,7,4,7,5,9,6,7,4,7,10,7,7,8,8,8,16,5,9,11,8,16,5,4,18,12,12,13,14,9,13,11,7,23,10,16,15,17,14,9,6,12,14,13,13,12,15,15,10,6,13,9,15,11,11,13,12,11,4,10,10,11,6,9,9,6,7,14,4,6,9,7,4,8,3,9,5,3,5,7,7,5,3,5,2,4,3,1,1,5,2,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,-1,3,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-1,1,1,-3,2,1,-1,2,1,-1,2,1,-1,1,1,1,-1,2,2,2,4,2,1,1,3,6,3,5,2,2,2,3,3,7,4,7,5,9,6,7,4,7,10,7,7,9,7,7,17,5,9,11,8,16,5,4,18,12,12,13,14,9,13,11,7,22,11,16,15,17,14,9,6,12,14,12,14,13,14,15,10,6,13,9,15,11,11,13,12,11,4,9,11,11,6,9,9,6,7,14,4,7,8,7,4,8,3,9,5,3,5,7,7,5,3,5,2,4,3,1,1,5,2,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,-1,3,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-7,1,-1,2,-3,2,1,-1,2,1,-1,2,-1,1,1,1,1,-1,2,2,1,5,2,1,1,3,2,7,7,-1,2,2,3,3,6,5,7,5,8,7,8,3,9,8,8,6,10,6,7,17,5,9,10,9,11,10,10,12,11,14,14,12,9,14,12,5,21,12,16,15,17,14,6,9,12,14,16,10,13,14,15,10,7,12,11,13,10,12,14,11,11,4,8,12,9,8,9,9,9,4,13,5,8,7,8,3,5,6,7,7,5,3,7,7,5,3,5,2,4,3,1,1,4,3,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,1,2,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-7,1,-1,2,-3,2,1,-1,2,1,-1,2,-1,1,1,1,1,-1,2,2,1,5,2,1,2,2,2,7,7,-1,2,2,3,3,5,6,7,5,8,7,8,3,9,8,8,6,10,6,7,17,5,9,11,8,11,10,11,11,11,14,14,12,9,14,12,5,20,13,16,15,16,15,6,9,12,14,16,10,12,15,15,10,7,12,11,13,11,11,14,11,11,4,8,12,9,8,9,9,9,4,13,5,8,7,8,3,5,6,7,7,4,4,7,7,5,3,5,2,4,3,1,1,4,3,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,1,2,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-7,1,-1,2,-3,2,1,-1,2,1,-1,2,-1,1,1,1,1,-1,2,2,1,5,2,1,1,3,3,6,7,-1,2,2,3,3,6,5,7,5,8,7,8,3,9,8,8,6,10,6,6,18,5,9,10,9,11,10,10,12,11,14,14,12,9,14,11,6,21,12,16,15,17,14,6,9,13,13,16,10,12,15,15,10,7,12,11,13,10,12,13,12,11,4,8,12,9,8,9,9,9,4,13,5,8,7,8,3,5,6,7,7,5,3,7,7,5,3,5,2,4,3,1,1,4,3,2,2,3,2,-2,1,1,-1,1,-1,1,-1,2,1,2,-1,1,1,1,-7,1,-58
-74,1,-3,1,-4,1,-6,1,-2,2,-3,2,1,-1,2,1,-1,2,-1,1,1,1,1,-1,2,2,2,4,2,1,1,3,3,6,5,2,2,2,3,3,6,5,6,6,10,5,8,3,9,8,9,5,10,6,6,18,4,10,11,8,14,7,8,14,12,13,13,13,9,14,11,6,21,12,15,16,16,15,6,9,12,14,17,9,12,15,14,11,7,12,12,12,9,13,11,14,11,4,10,10,10,7,9,9,8,5,13,5,8,7,8,3,5,6,8,6,4,4,8,6,5,3,4,3,4,3,1,1,4,3,2,2,2,3,-2,1,1,-1,1,-1,1,-1,2,1,2,-1,1,1,1,-7,1,-58
