3.1415926,0.000#0.640#0.630#0.650#0.550#0.520#0.610#0.380#0.530#0.560#0.570#0.580,3.800e+01,-00005978,000005650,1,000000038,000000306,000000000,000000000
-52,2,1,-7,2,-4,1,-7,1,-1,2,-4,2,1,-1,2,2,2,2,1,2,-2,3,2,3,1,2,2,3,3,2,-1,3,1,2,4,6,2,1,2,4,2,4,4,3,7,7,3,2,3,4,8,9,8,7,9,8,7,9,7,8,4,6,12,6,10,6,6,8,11,6,11,9,8,9,14,9,13,7,7,10,8,10,6,13,15,8,12,10,7,8,14,13,14,12,16,7,8,9,10,13,4,10,9,6,8,7,7,11,11,7,7,8,8,11,6,12,9,5,8,11,8,7,11,3,7,5,4,3,4,3,8,4,1,2,7,6,4,4,4,1,8,2,2,5,1,1,4,3,5,2,-2,3,-1,1,-2,2,-1,2,1,-2,1,1,-4,1,2,-34,1,-29
-52,2,1,-6,2,-6,1,-7,1,-1,2,-2,1,1,1,-1,1,3,3,1,1,2,-2,4,1,2,2,1,3,4,2,2,-1,3,1,3,3,3,5,-1,3,4,2,5,3,5,5,3,7,1,4,7,5,10,7,6,10,8,7,7,9,8,4,8,10,8,8,7,5,9,9,15,3,5,12,13,10,13,9,9,5,10,8,5,11,19,9,9,11,9,8,13,9,14,13,16,11,9,7,9,10,10,7,9,10,8,6,7,7,12,10,8,6,8,8,7,10,14,7,5,8,8,11,9,9,9,1,1,8,5,2,6,5,3,2,7,2,5,5,2,6,5,3,3,2,2,4,2,3,6,2,1,1,3,-1,1,-3,2,-1,2,1,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,2,-6,1,-6,1,-2,2,-2,1,1,1,-1,1,3,3,1,1,2,-2,4,1,2,2,1,3,4,2,2,-1,3,1,3,3,3,5,-1,3,4,2,5,3,5,5,2,8,1,4,7,5,10,7,6,10,8,7,7,9,8,4,8,10,8,8,7,5,9,9,15,3,5,12,13,10,13,9,9,5,10,8,5,11,19,9,9,11,9,8,13,9,16,11,16,11,9,7,9,10,9,8,9,10,7,7,7,7,12,10,8,6,8,8,7,10,14,7,4,9,8,11,10,8,8,2,1,8,5,2,6,5,3,2,7,2,5,5,2,6,5,3,3,2,2,4,2,3,6,2,1,1,3,-1,1,-3,2,-1,2,1,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,2,-6,1,-7,1,-1,2,-2,1,1,1,-1,1,3,3,1,1,2,-2,4,1,2,2,1,3,4,2,2,-1,3,1,4,2,3,5,-1,3,4,2,4,4,5,5,3,7,1,4,7,5,10,7,6,10,8,7,7,9,8,4,9,9,8,8,7,5,9,9,14,4,5,12,13,10,13,9,9,5,9,9,5,11,18,10,9,11,9,8,12,10,14,13,15,12,9,7,10,9,10,7,9,10,8,6,7,7,12,10,8,6,8,8,7,10,14,7,5,8,8,11,9,9,9,1,1,8,5,2,6,5,3,2,7,2,5,5,3,5,5,3,3,2,2,4,2,3,6,2,1,1,3,-1,1,-3,2,-1,2,1,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-2,2,-2,1,1,1,-2,4,3,1,-1,3,-2,4,1,2,2,2,2,3,3,2,-1,3,1,3,3,4,4,-1,3,4,2,5,3,4,6,4,6,2,3,5,7,12,5,5,11,8,7,7,9,8,4,8,10,10,6,7,5,10,8,12,6,3,14,13,10,12,10,10,4,10,8,5,11,19,9,9,11,7,10,13,9,16,11,19,8,10,6,6,13,12,5,10,9,5,9,7,7,12,10,8,6,10,6,7,10,14,7,3,10,10,9,9,9,6,4,2,7,4,3,6,5,3,2,8,1,5,5,4,4,4,5,3,1,2,4,2,3,5,3,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-1,1,1,-2,1,1,1,-2,4,3,1,-1,3,-2,4,1,2,2,2,2,4,2,2,-1,3,1,2,4,5,3,-1,3,4,2,5,3,4,6,4,6,2,3,5,7,12,5,6,10,7,8,7,9,8,4,7,11,9,7,7,5,8,10,12,6,3,14,13,10,12,10,10,4,11,7,6,10,18,10,10,10,7,10,13,9,16,11,18,9,10,6,6,13,12,5,11,8,5,9,7,7,12,10,8,6,10,6,7,10,14,7,3,10,10,9,9,9,6,4,2,7,4,3,6,5,3,2,6,3,5,5,4,4,4,5,3,1,2,4,2,3,5,3,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,2,-6,1,-6,1,-2,2,-2,1,1,1,-1,1,3,3,1,-1,3,-2,4,1,2,2,1,3,3,3,2,-1,3,1,3,3,4,4,-1,3,5,1,5,3,4,6,3,7,1,4,6,6,10,7,6,10,8,7,8,8,8,4,9,9,8,8,7,5,9,9,14,4,4,13,12,11,13,9,9,5,10,8,5,11,19,9,9,11,8,9,13,9,16,11,17,10,10,6,8,11,10,7,10,9,7,7,7,7,12,10,8,6,9,7,7,10,13,8,4,9,8,11,9,9,6,4,1,8,4,3,6,5,3,2,7,2,5,5,3,5,4,4,3,2,2,4,2,3,6,2,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-1,2,-3,1,1,1,-2,4,3,1,-1,3,-2,4,1,3,1,2,2,4,2,2,-1,2,2,2,4,4,4,1,2,4,2,5,3,4,6,4,6,2,3,5,7,11,6,8,8,8,7,9,7,8,4,5,13,10,6,5,7,10,9,8,9,7,10,14,9,8,14,9,5,11,7,7,9,17,11,10,10,8,9,11,11,13,14,19,9,10,5,8,11,11,6,12,7,5,9,7,7,10,12,10,4,8,8,9,8,15,6,7,6,12,7,7,11,6,4,4,5,4,3,1,10,4,1,7,2,5,5,4,4,1,8,2,2,2,4,2,3,3,5,2,-1,3,-2,1,-2,2,-1,1,2,-2,1,1,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-2,2,-2,1,1,1,-2,4,3,1,-1,3,-2,4,1,2,2,2,2,4,2,2,-1,3,1,2,4,5,3,-1,3,4,2,5,3,4,6,4,6,2,3,5,7,12,5,5,11,7,8,7,9,8,4,7,11,10,6,7,5,8,10,12,6,3,14,13,10,12,10,10,4,11,7,5,11,18,10,10,10,7,10,13,9,16,11,18,9,10,6,6,13,12,5,10,9,5,9,7,7,12,10,8,6,10,6,7,10,14,7,3,10,10,9,9,9,6,4,2,7,4,3,6,5,3,2,7,2,5,5,4,4,4,5,3,1,2,4,2,3,5,3,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-2,2,-2,1,1,1,-2,4,3,1,-1,3,-2,4,1,2,2,2,2,3,3,2,-1,3,1,3,3,4,4,-1,3,4,2,5,3,4,6,4,6,2,3,5,7,11,6,5,11,8,7,7,9,7,5,8,10,10,6,7,5,10,8,13,5,3,14,13,10,12,10,10,4,10,8,5,11,19,9,9,11,7,10,13,9,16,11,17,10,10,6,6,13,11,6,10,9,5,9,7,7,12,10,8,6,10,6,7,10,14,7,3,10,9,10,9,9,6,4,2,7,4,3,6,5,3,2,8,1,5,5,4,4,4,4,4,1,2,4,2,3,5,3,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
-52,2,1,-6,1,1,-5,1,-6,1,-2,2,-2,1,1,1,-2,4,3,1,-1,3,-2,4,1,2,2,2,2,3,3,2,-1,3,1,3,3,4,4,-1,3,4,2,5,3,4,6,4,6,2,3,5,7,12,5,5,11,8,7,7,9,8,4,9,9,10,6,7,5,10,8,14,4,3,14,13,10,12,10,11,3,10,8,4,12,19,9,9,11,7,10,13,9,16,11,17,10,10,6,6,13,10,7,10,9,5,9,6,8,12,10,8,6,10,6,7,10,13,8,3,10,9,10,9,9,6,4,2,7,4,3,6,5,3,2,7,2,5,5,4,4,4,4,4,1,2,4,2,3,5,3,1,1,3,-1,1,-3,2,-1,1,2,-3,2,-4,1,2,-35,1,-28
