3.1415926,0.000#0.190#0.250#0.210#0.240#0.270#0.330#0.340#0.200#0.260#0.160#0.300,2.000e+00,-00000307,000000341,1,000000002,000000324,000000000,000000000
-74,1,-5,1,-3,1,-6,1,-2,2,1,-1,2,1,-1,3,1,-1,3,3,4,4,4,4,3,2,2,-1,2,3,6,2,8,5,4,6,4,4,8,8,7,7,7,13,12,3,8,13,10,9,9,12,9,12,14,15,10,14,23,9,20,6,4,15,15,19,13,9,7,16,16,16,17,9,16,13,19,13,11,13,14,18,16,5,12,9,16,13,7,16,10,7,8,7,5,4,9,9,7,8,7,3,9,-1,1,9,3,9,2,1,4,5,5,7,7,1,2,5,1,2,1,5,-1,2,-1,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,2,1,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,4,6,2,8,4,5,6,3,6,7,7,7,7,8,11,13,6,6,11,12,7,11,10,10,8,18,15,10,13,20,13,17,8,6,11,18,18,14,10,7,14,17,16,18,9,14,16,17,11,13,11,17,16,17,4,14,10,15,11,9,12,14,7,8,6,6,2,11,9,5,9,7,7,6,-1,1,8,4,6,5,3,1,6,5,8,6,1,2,3,3,1,2,5,-1,1,1,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,6,4,2,6,6,5,7,2,7,6,7,7,7,8,12,12,6,6,8,15,8,10,10,9,9,18,13,12,13,19,15,16,8,6,11,17,17,16,9,7,15,17,15,19,8,14,16,18,11,12,12,17,17,16,3,14,11,14,12,9,11,15,8,7,6,6,1,12,6,8,8,7,9,5,-1,1,7,5,5,6,3,1,5,5,9,5,2,2,2,4,-1,3,5,-2,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,2,1,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,4,6,2,6,6,5,6,3,6,7,7,7,7,8,11,13,6,6,11,12,7,11,10,10,8,18,14,11,13,20,14,16,8,6,11,18,18,14,10,7,14,17,16,18,8,15,16,17,11,13,10,18,17,16,4,13,11,15,11,9,12,14,8,7,6,6,1,12,8,6,8,7,9,5,-1,1,8,4,5,6,3,1,6,5,8,6,1,2,3,3,1,2,5,-1,1,1,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,5,5,2,6,6,5,7,2,7,6,7,7,7,8,12,12,6,6,9,14,8,10,10,10,8,18,14,11,13,19,15,16,8,6,11,17,17,16,9,8,14,17,17,17,8,14,16,18,11,12,11,18,17,16,4,13,11,14,12,9,11,15,8,7,6,6,1,12,6,8,8,7,9,5,-1,1,8,4,5,6,3,1,5,5,9,5,2,2,2,4,-1,3,5,-2,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,6,4,2,5,7,5,7,2,7,6,7,7,7,8,12,12,6,5,9,15,8,10,10,9,9,18,13,12,12,20,15,16,8,6,10,18,17,15,10,7,15,17,14,19,9,14,16,18,10,13,11,16,19,16,3,12,13,14,12,9,11,15,8,7,6,6,1,12,6,8,8,7,9,5,-1,1,7,5,5,6,3,1,5,4,9,6,2,2,2,4,-1,3,4,1,-1,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,2,5,3,4,5,3,1,3,-1,1,6,4,3,4,7,5,7,2,8,5,8,6,7,8,10,14,7,4,7,16,10,9,10,9,8,19,11,14,12,20,14,17,9,5,10,18,16,16,9,7,15,17,14,19,10,14,17,16,11,13,11,14,21,16,2,13,13,13,12,9,12,15,8,7,5,7,1,11,8,7,9,6,8,6,-1,1,7,5,5,6,3,1,5,4,7,8,2,2,2,4,-1,3,4,1,-1,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,2,5,3,4,5,3,1,3,-1,1,6,4,3,4,7,5,7,2,8,5,7,7,7,8,10,14,7,4,7,16,10,9,10,9,8,18,12,14,11,21,14,17,9,5,10,17,17,16,9,7,15,17,14,19,10,14,17,16,11,13,11,14,21,16,3,12,14,12,12,9,11,16,7,8,5,7,1,11,8,7,9,6,8,6,-1,1,7,5,5,6,3,1,5,4,8,7,2,2,2,4,-1,3,3,2,-1,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,2,1,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,4,6,2,6,6,5,6,3,6,7,7,7,7,8,11,13,6,6,11,12,7,11,10,10,8,18,15,10,13,20,13,17,8,6,11,18,18,14,10,7,14,17,16,18,9,14,16,17,11,13,10,18,16,17,4,13,11,15,11,9,12,14,8,7,6,6,2,11,9,5,8,7,9,5,-1,1,8,4,5,6,3,1,6,5,8,6,1,2,3,3,1,2,5,-1,1,1,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
-75,1,-4,1,-3,1,-6,1,-2,2,1,-1,1,2,-1,1,3,2,1,3,4,4,4,4,3,1,3,-1,1,6,4,2,6,6,5,7,2,7,6,7,7,7,8,12,12,6,6,8,15,8,10,10,9,9,18,13,12,12,20,15,16,8,6,11,17,17,15,10,7,15,17,15,19,8,14,16,18,11,12,12,16,18,16,3,12,13,14,12,9,11,15,8,7,6,6,1,12,6,8,8,7,9,5,-1,1,7,5,5,6,3,1,5,4,10,5,2,2,2,4,-1,3,4,1,-1,2,1,-2,1,-3,1,-4,1,-3,1,-10,1,-4,1,-24,1,-56
