3.1415926,0.000#0.310#0.300#0.330#0.320#0.290#0.340#0.280#0.390#0.270#0.960,2.000e+00,-00000350,000000294,1,000000002,000000322,000000000,000000000
-80,1,-29,1,1,2,-2,2,2,1,2,2,1,-1,4,3,2,2,2,4,3,2,2,4,2,5,4,-1,2,5,6,5,1,2,5,5,8,11,4,8,2,8,6,12,6,11,7,16,14,11,5,15,12,13,18,10,9,14,13,12,16,11,10,15,15,14,13,24,13,9,16,15,17,23,20,10,17,18,18,9,13,12,10,13,11,10,9,12,14,6,10,12,7,8,5,6,6,6,3,4,4,5,5,6,6,1,2,3,3,7,8,2,2,1,-1,2,2,2,1,2,3,3,-1,2,-1,1,-1,1,-3,1,1,-1,2,-4,1,-1,1,-2,1,-69
-81,1,-28,1,-1,3,-2,2,2,1,-1,4,-1,1,5,1,2,1,4,4,3,1,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,4,10,8,12,6,11,11,17,9,8,11,15,11,15,14,9,11,16,9,16,13,11,14,13,17,19,14,13,12,14,15,16,24,19,14,20,11,18,11,15,11,9,11,16,8,10,8,17,7,8,12,10,4,7,6,6,7,4,3,3,5,5,7,4,3,2,3,3,6,6,5,2,1,1,1,1,2,2,1,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,1,2,-2,2,2,1,1,3,-1,1,5,1,2,1,4,4,3,1,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,5,9,8,11,7,10,12,17,9,8,12,14,11,15,14,9,11,17,8,16,13,11,14,13,17,19,14,13,12,14,16,15,24,19,14,20,11,18,11,15,12,8,11,17,7,10,9,16,7,8,12,10,4,7,6,6,7,4,3,3,5,5,7,4,3,3,2,3,6,8,3,2,1,1,1,1,2,2,1,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,-1,3,-2,2,2,1,-1,4,-1,1,4,2,2,1,5,3,2,2,3,2,6,1,5,1,1,4,6,7,3,-1,4,6,6,12,5,7,5,4,10,8,13,5,12,10,17,9,8,11,14,12,14,15,9,11,16,9,16,13,11,14,13,17,19,14,13,12,13,14,19,23,18,15,20,11,18,11,15,10,10,11,16,8,10,8,17,7,7,13,9,5,7,6,6,7,4,3,3,5,5,7,3,4,2,3,3,6,6,5,2,1,1,1,1,2,1,2,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,-1,3,-2,2,2,1,-1,4,-1,1,5,1,2,1,4,4,2,2,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,4,10,8,13,5,11,11,17,9,8,11,15,11,14,15,9,11,16,9,16,13,11,14,13,17,19,14,13,12,13,15,18,23,19,14,20,11,18,11,15,11,9,11,16,8,10,8,17,7,7,13,10,4,7,6,6,7,4,3,3,5,5,7,3,4,2,3,3,6,6,5,2,1,1,1,1,2,1,2,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,1,2,-2,2,2,1,2,2,-1,1,4,2,2,1,4,4,3,1,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,5,9,9,10,7,10,12,17,9,8,12,14,11,15,14,9,12,16,8,16,13,11,14,13,17,19,14,13,12,14,16,15,24,19,14,20,11,18,11,15,12,8,11,17,7,10,9,16,7,8,12,10,4,7,6,6,7,4,3,3,5,5,7,4,3,3,2,3,6,8,3,2,1,1,1,1,2,2,1,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,-1,3,-2,2,2,1,-1,4,-1,1,4,2,2,1,5,3,2,2,3,2,6,1,5,1,1,4,6,7,3,-1,4,6,6,12,5,7,5,4,10,8,13,5,12,10,17,9,7,12,14,12,14,15,9,11,16,9,16,13,11,14,12,18,18,15,12,13,13,14,18,24,18,15,20,11,18,11,15,10,10,11,16,8,10,8,17,7,7,13,9,5,7,6,6,6,5,3,3,5,5,7,3,4,2,3,3,6,6,5,2,1,1,-1,2,2,1,2,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,1,2,-2,2,2,1,2,2,-1,1,4,2,2,1,4,4,3,1,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,5,9,9,10,7,10,12,17,9,8,12,14,11,15,14,9,12,16,8,16,13,11,14,12,18,19,14,13,12,16,14,15,24,20,13,20,12,16,12,14,13,8,11,17,7,10,9,16,7,8,12,10,5,6,6,6,7,4,3,3,5,5,7,4,3,3,2,3,6,8,3,2,1,1,1,1,2,2,1,2,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,-1,3,-1,1,1,2,-1,1,4,-1,1,4,2,2,1,4,4,2,2,2,3,5,1,6,1,1,4,4,9,3,-1,4,6,6,12,4,8,4,4,10,9,13,4,15,7,17,10,7,12,14,12,13,16,9,10,15,9,20,11,12,13,11,19,18,15,12,12,14,14,17,24,18,15,19,13,16,13,14,11,10,11,16,8,8,10,17,7,6,13,10,5,7,5,7,6,4,4,3,5,6,5,5,3,2,3,3,6,6,5,2,1,1,-1,2,2,1,1,3,4,1,1,2,-2,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-28,1,1,2,-2,2,2,1,2,2,-1,1,4,2,2,1,4,4,3,1,3,2,6,1,5,1,1,5,5,7,3,-1,4,6,6,12,5,7,5,5,9,9,10,7,10,12,17,9,8,12,14,11,15,14,9,12,16,8,16,13,11,14,12,18,19,15,12,12,16,14,16,23,20,13,19,13,16,12,14,13,8,12,16,7,10,9,17,6,8,12,10,5,6,6,6,7,4,3,4,4,5,7,4,3,3,2,3,6,8,3,2,1,1,1,1,2,2,1,2,4,1,1,1,1,-1,1,-3,1,1,-1,2,-4,1,1,-4,1,-68
-81,1,-29,1,2,1,1,-1,2,1,1,2,2,1,2,4,1,2,5,2,2,3,2,2,6,1,3,4,3,2,6,6,3,1,4,5,7,8,8,4,8,2,12,7,11,6,14,7,13,12,12,5,18,13,11,17,11,9,12,12,16,16,8,10,18,16,16,14,15,12,11,16,20,16,19,20,15,16,14,18,12,13,10,9,15,10,6,10,13,14,7,10,10,7,5,7,7,7,4,3,5,4,8,4,3,5,3,2,3,3,7,7,-1,2,2,-1,2,2,1,1,2,4,2,-1,3,-3,1,-3,1,1,-1,2,-4,2,-4,1,-68
