3.1415926,0.000#0.210#0.220#0.230#0.200#0.240#0.180#0.250#0.170#0.190#0.260#0.270#0.290#0.410#0.160#0.280,2.000e+00,-00000306,000000410,1,000000002,000000358,000000000,000000000
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,2,4,-1,2,2,3,1,-1,3,2,3,1,3,2,1,3,1,5,7,9,5,3,3,6,5,5,8,10,10,10,8,17,11,12,14,15,10,10,21,9,12,11,15,12,10,11,13,14,13,17,13,15,11,13,14,10,15,16,13,15,12,13,12,13,15,13,6,11,6,11,7,13,8,10,11,10,7,6,6,9,10,7,7,6,4,3,5,7,5,4,5,7,7,6,3,4,4,2,3,2,1,-1,1,1,2,2,3,3,1,1,-3,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,1,5,7,9,5,2,4,6,5,5,5,13,9,9,10,13,15,10,13,19,7,13,18,10,11,9,15,16,9,14,6,22,9,18,13,15,11,15,11,12,14,16,10,16,11,14,12,16,13,11,8,13,5,10,7,12,10,9,10,9,10,5,5,11,7,9,7,7,4,4,4,5,7,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,1,5,7,9,5,2,4,6,5,5,5,13,9,9,10,13,15,10,13,18,8,13,18,10,11,9,15,16,9,13,7,22,9,18,13,14,12,15,11,12,14,16,10,16,11,14,12,16,13,11,8,13,5,10,7,11,11,10,9,9,10,5,5,11,7,9,7,7,4,4,4,5,7,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,-1,6,7,10,4,2,4,6,5,5,5,13,9,9,10,13,15,10,13,18,8,13,18,10,11,9,15,16,9,12,8,22,9,18,13,14,12,14,12,12,14,15,11,16,11,14,12,16,13,11,8,13,5,10,7,11,11,10,9,9,10,5,5,12,6,9,7,7,4,4,4,4,8,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,1,5,7,9,5,2,4,6,5,5,6,11,10,9,10,13,15,10,13,19,7,13,18,10,12,8,15,16,9,13,8,20,10,18,13,15,11,15,11,12,14,16,10,16,12,13,12,16,13,11,8,13,5,10,7,12,10,9,10,10,9,5,5,11,7,9,7,7,4,4,4,5,7,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,-1,6,7,10,4,2,4,5,6,5,5,13,9,9,9,14,15,10,13,18,8,13,18,10,11,9,15,16,9,12,8,22,9,17,14,14,12,14,12,12,14,15,11,16,11,14,12,15,14,11,8,13,5,10,7,11,11,10,9,8,11,5,5,12,6,9,7,7,4,3,5,4,8,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,3,1,3,3,2,2,1,3,1,5,7,9,5,2,4,6,5,5,6,11,10,9,10,13,15,11,12,19,8,13,18,10,11,8,15,16,10,12,8,19,11,18,13,16,10,15,11,12,14,16,10,16,13,12,12,15,14,11,8,13,5,10,7,12,10,9,10,10,9,5,5,11,7,9,7,7,4,4,4,5,7,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,4,-1,2,2,-1,2,2,3,3,2,2,1,3,-1,6,7,10,4,2,4,5,6,5,5,13,9,9,9,14,15,10,13,18,8,13,18,10,11,9,15,16,9,12,8,20,11,17,14,14,12,14,12,12,14,15,11,16,11,13,13,15,14,11,8,12,6,10,7,11,11,10,9,8,11,5,5,12,6,9,7,7,4,3,5,4,8,5,4,6,8,6,2,6,2,3,2,3,1,-1,1,-1,2,3,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,5,-1,3,1,2,2,-1,3,1,3,3,2,2,1,3,1,4,8,9,5,2,4,6,5,5,6,11,10,9,10,13,15,11,12,18,9,13,18,10,11,8,15,16,10,12,8,19,11,18,13,17,9,15,11,12,14,16,10,16,13,12,12,15,14,11,8,13,5,10,7,12,10,9,10,10,9,5,5,9,9,9,7,7,4,4,4,6,6,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,3,1,2,2,-1,2,2,3,3,2,2,1,3,1,5,7,9,5,2,4,6,5,5,6,11,10,9,10,13,15,10,13,19,8,13,18,9,12,8,15,16,10,12,8,19,11,18,13,16,10,15,11,12,14,16,10,16,13,12,12,15,14,11,8,13,5,10,7,12,10,9,10,10,9,5,5,11,7,9,7,7,4,4,4,5,7,4,5,6,8,6,2,6,2,3,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,4,-1,2,2,-1,2,2,3,3,1,3,1,3,-1,6,7,10,4,2,4,5,6,5,5,13,9,9,9,14,15,11,12,18,8,14,17,10,11,9,15,16,9,11,9,20,11,17,14,14,12,14,12,12,14,14,12,16,11,13,13,15,14,10,9,11,7,10,7,12,10,10,9,8,11,4,6,12,6,9,7,7,4,3,5,4,8,5,4,6,8,6,2,6,2,3,2,3,1,-1,1,-1,2,3,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,4,-1,2,2,-1,2,2,3,3,1,3,1,3,-1,6,7,10,4,2,4,5,5,6,5,13,9,9,9,13,16,11,12,18,8,14,17,9,12,8,16,16,9,12,8,20,11,17,14,14,11,15,12,12,14,14,12,16,11,13,13,15,14,10,9,11,7,10,7,11,11,10,9,8,10,5,6,12,6,9,7,7,4,3,5,4,8,5,4,6,8,6,2,6,2,3,2,3,1,-1,1,-1,2,2,4,2,2,-1,1,-3,3,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,4,-1,2,2,-1,2,2,3,3,1,3,1,2,1,6,7,10,4,2,4,5,5,6,5,13,9,9,9,14,15,12,11,18,8,14,17,9,12,8,16,16,9,12,8,19,12,17,14,14,11,16,10,13,14,14,12,15,12,12,14,16,13,10,9,10,8,10,6,11,12,10,9,8,10,5,6,12,6,9,7,7,4,3,5,4,8,5,4,6,8,6,2,6,2,3,2,3,1,-1,1,-1,2,2,4,2,2,-1,1,-3,3,1,3,-50,1,-89
-80,1,-3,1,-4,3,-4,1,-1,2,-1,1,-1,2,1,3,2,3,1,1,3,-1,2,2,3,3,1,3,1,2,1,5,8,9,5,2,4,5,5,6,5,13,9,10,8,15,13,13,11,18,7,18,13,12,9,10,15,17,7,13,7,21,10,13,17,15,11,15,8,17,14,13,11,15,13,13,14,14,15,8,10,9,10,9,7,11,12,7,9,10,11,5,6,10,7,8,9,5,6,3,5,5,6,6,3,7,8,5,3,5,3,3,2,2,2,-1,1,-1,2,2,4,1,3,-1,1,-3,2,2,3,-51,1,-88
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,5,-1,3,1,2,2,-1,3,1,3,2,3,2,1,3,1,4,8,9,5,2,4,6,5,6,6,10,10,9,10,14,14,11,13,17,9,13,18,10,11,8,16,15,10,12,9,18,11,18,13,17,9,15,11,12,14,16,10,17,12,12,12,15,14,11,8,13,5,11,6,11,11,9,10,10,9,5,5,9,9,9,8,6,4,4,4,6,6,4,5,6,8,6,2,6,3,2,2,3,1,-1,1,-1,3,2,3,2,2,-1,1,-2,1,2,2,2,-50,1,-89
-80,1,-3,1,-4,3,-5,2,1,-1,1,-1,2,1,4,1,4,-1,2,2,-1,2,2,3,3,1,3,1,3,-1,6,7,10,4,2,4,5,5,6,5,13,9,8,10,13,16,11,12,18,8,14,17,9,12,8,16,16,9,12,8,19,12,17,14,14,11,16,10,13,14,14,12,16,11,13,13,15,14,10,9,10,8,10,7,10,12,10,9,8,10,5,6,12,6,9,7,7,4,3,5,4,8,5,4,6,8,6,2,6,2,3,2,3,1,-1,1,-1,2,2,4,2,2,-1,1,-3,3,2,2,-50,1,-89
