3.1415926,0.000#0.010#0.650#0.350#0.360#0.560#0.380#0.620#0.700#0.040#0.260,4.600e+01,-00006557,000007427,1,000000046,000000304,000000000,000000000
-39,1,-10,1,-16,1,-6,1,1,-1,1,-3,2,2,-1,2,-1,3,2,1,1,1,4,5,2,1,2,5,2,2,3,2,3,6,5,9,5,9,6,5,5,3,5,7,12,5,9,11,10,6,13,12,4,7,10,11,3,11,9,15,10,11,9,13,11,14,15,13,13,8,14,17,13,21,14,17,10,12,12,10,10,10,18,11,20,12,16,15,15,5,12,13,7,4,7,20,5,9,9,6,12,6,6,8,12,4,10,7,6,7,3,4,1,2,5,5,1,3,3,1,2,2,3,2,3,1,-1,2,2,1,1,2,-1,1,1,-4,2,1,1,1,-2,1,3,1,1,1,2,1,-3,1,-2,1,-76
-39,1,-10,1,-16,1,-6,1,1,-1,1,-3,2,2,-1,2,-1,3,2,1,1,1,4,5,2,1,2,5,2,2,3,2,3,6,5,9,5,9,6,5,5,3,5,7,12,5,9,11,10,7,12,12,4,7,10,11,3,12,8,15,10,11,9,13,11,14,15,13,13,9,13,16,14,20,15,17,10,12,12,11,9,10,18,11,20,12,16,15,15,5,12,13,7,4,7,20,5,9,9,6,12,6,6,8,12,4,10,7,6,7,3,4,1,2,5,5,1,3,3,1,2,2,3,2,3,1,-1,3,1,1,1,2,-1,1,1,-4,2,1,1,1,-2,1,3,1,1,1,2,1,-3,1,-2,1,-76
-38,1,-12,1,-15,1,-7,1,1,1,-2,1,1,-1,2,1,1,3,2,2,-1,2,3,3,4,1,2,3,4,1,4,3,2,5,6,8,6,5,9,3,8,6,2,12,7,7,7,14,6,11,9,7,9,7,10,4,9,11,10,15,10,7,13,10,14,14,15,13,13,13,9,13,16,16,19,14,14,9,15,14,6,15,13,20,11,13,15,11,19,10,7,8,12,5,6,10,15,9,9,11,7,5,7,8,12,6,8,9,4,7,3,2,3,4,3,1,5,4,2,3,-1,2,3,-1,4,2,-1,2,2,1,1,-1,2,1,1,-4,1,2,1,1,-2,3,1,2,-1,1,2,-1,1,-3,1,-2,1,-75
-38,1,-12,1,-15,1,-7,2,-1,1,-2,1,1,2,-1,2,-1,4,1,2,-1,1,4,3,4,1,2,3,4,3,2,4,1,4,7,10,4,5,9,4,7,6,2,6,13,3,11,12,8,11,9,12,4,5,12,10,4,13,7,13,12,7,13,11,13,15,14,14,12,12,10,17,13,23,11,15,13,11,13,13,7,11,17,17,14,15,13,15,15,10,7,11,9,6,5,13,12,10,8,6,12,4,8,7,13,7,7,9,4,6,4,2,3,2,5,3,3,3,3,1,2,1,4,1,4,1,-1,2,2,-1,2,1,1,1,1,-4,1,2,1,1,-2,2,2,2,-1,1,2,-1,1,-2,1,-2,1,-76
-38,1,-12,1,-15,1,-7,2,-1,1,-2,1,1,2,-1,2,-1,4,1,2,-1,2,3,3,4,1,2,3,4,3,2,4,1,4,7,10,4,5,9,4,7,6,2,6,13,3,11,12,8,11,9,12,4,6,11,10,4,13,7,13,12,7,13,11,13,15,14,14,12,12,10,17,13,23,11,16,12,11,13,13,7,11,17,17,14,15,13,14,16,10,7,11,9,6,5,12,13,10,8,6,12,4,8,7,13,7,7,9,4,6,4,2,3,2,5,3,3,2,4,1,2,1,4,1,4,1,-1,2,2,-1,2,1,1,1,1,-4,1,2,1,1,-2,2,2,2,-1,1,2,-1,1,-2,1,-2,1,-76
-38,1,-12,1,-15,1,-7,1,1,1,-2,1,1,1,1,1,1,3,2,2,-1,2,3,3,4,2,1,4,3,1,4,3,2,5,6,10,4,3,11,3,8,6,2,12,7,6,8,15,5,12,8,10,6,7,10,6,7,12,9,15,10,6,14,9,15,16,13,16,10,13,9,15,14,19,16,13,15,10,14,15,5,14,14,19,12,12,16,11,19,9,8,8,12,5,6,12,13,10,8,9,9,3,9,9,11,7,7,9,4,6,4,2,3,4,3,1,5,4,2,2,1,1,4,1,3,2,-1,2,2,1,1,1,1,1,1,-4,1,2,-1,2,-2,3,1,2,-1,1,2,-1,1,-3,1,-2,1,-75
-38,1,-12,1,-15,1,-7,2,-1,1,-2,1,1,1,1,2,-1,4,1,2,-1,2,3,3,4,1,2,4,3,2,3,4,1,4,7,10,4,5,9,4,7,6,2,7,12,3,11,12,8,11,9,12,4,8,9,9,5,13,7,13,12,6,14,10,14,15,14,14,12,12,10,17,12,23,12,16,12,11,13,13,7,11,17,17,14,15,13,14,16,9,8,11,9,6,5,12,13,10,8,7,11,4,8,7,13,7,7,8,5,6,4,2,3,2,5,3,3,3,3,1,2,1,4,1,4,1,-1,1,3,-1,2,1,1,1,1,-4,1,2,1,1,-2,2,2,2,-1,1,2,-1,1,-2,1,-3,1,-75
-38,1,-12,1,-15,1,-7,1,1,1,-2,1,1,1,1,1,1,3,2,2,-1,2,3,3,4,1,2,4,3,1,4,3,2,6,5,8,6,5,9,3,8,6,2,12,7,7,7,15,5,11,9,7,9,6,11,6,7,11,10,15,10,7,13,10,14,15,14,14,12,14,8,14,15,16,19,13,15,9,15,15,5,15,13,20,11,14,14,11,19,10,7,8,12,5,6,12,13,10,8,11,7,5,7,9,11,6,8,9,4,7,3,2,3,4,3,1,5,4,2,3,-1,1,4,-1,4,2,-1,2,2,1,1,1,1,1,1,-4,1,2,-1,2,-2,3,1,2,-1,1,2,-1,1,-3,1,-2,1,-75
-38,1,-12,1,-15,1,-7,1,1,1,-2,2,-2,2,1,1,3,2,2,-1,2,3,4,3,1,2,3,4,1,4,3,2,4,7,6,8,3,11,3,8,6,2,12,7,6,8,14,6,11,9,7,9,8,9,4,9,11,10,15,10,7,13,9,15,13,16,12,14,13,9,13,16,15,20,14,14,9,15,13,7,17,11,20,11,14,14,11,19,10,7,10,10,5,6,10,15,9,9,13,5,6,6,8,12,7,7,9,4,7,3,2,3,4,3,2,4,3,3,3,-1,2,3,1,3,2,-1,2,2,1,1,-1,2,1,1,-4,1,2,1,1,-2,3,1,2,-1,1,2,-1,1,-3,1,-2,1,-75
-39,1,-10,1,-16,1,-6,1,1,-1,1,-3,2,2,-1,2,-1,3,2,1,1,1,4,5,2,1,2,5,2,2,3,2,3,5,6,9,5,8,7,4,6,3,5,6,13,4,10,11,10,7,12,12,4,6,11,12,2,11,9,14,11,11,9,12,12,14,15,14,12,8,14,16,14,20,14,19,9,12,12,11,9,13,15,12,19,12,16,13,17,5,12,13,7,5,6,21,4,8,10,6,12,5,7,9,11,4,10,7,6,7,3,4,1,2,5,5,1,3,3,1,2,1,4,2,3,1,-1,3,1,-1,2,2,-1,1,1,-4,2,1,1,1,-2,2,2,1,1,1,2,1,-3,1,-2,1,-76
-38,1,-11,1,-16,1,-7,2,-1,1,-2,1,1,2,-1,2,-1,4,1,2,-1,1,4,4,3,1,2,4,3,3,2,4,1,4,7,10,4,5,9,4,7,6,2,6,13,5,9,12,8,11,9,12,4,6,11,9,5,13,7,12,13,7,13,12,12,14,15,15,11,11,11,17,13,24,10,17,11,12,12,13,7,11,17,15,16,13,15,14,16,6,11,12,8,5,6,16,9,9,9,6,12,3,9,7,13,5,9,8,5,6,4,2,3,2,5,3,3,3,3,1,2,1,4,2,3,1,-1,2,2,-1,2,1,1,1,1,-4,1,2,1,1,-2,3,1,1,1,-1,3,-1,1,-2,1,-2,1,-76
