3.1415926,0.000#0.080#0.090#0.070#0.100#0.960#0.910#0.930#0.010#0.030#0.900#0.950#0.110#0.170,2.000e+00,-00000332,000000276,1,000000002,000000304,000000000,000000000
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,-1,2,1,2,1,4,3,1,-1,1,2,4,3,1,2,3,3,5,6,2,9,6,6,8,7,4,13,10,11,10,5,11,7,10,12,16,11,6,6,13,9,7,14,9,13,21,21,17,11,20,15,18,11,13,10,14,12,13,7,8,10,23,19,12,19,14,14,7,10,7,13,12,9,14,12,14,6,10,6,9,2,12,2,5,7,7,3,4,9,7,4,7,2,3,2,5,2,1,6,4,3,2,1,1,2,3,1,5,-1,3,1,1,2,2,-1,1,-2,2,-9,1,1,-5,1,-1,1,-54
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,-1,2,1,2,1,4,3,1,-1,1,2,4,1,3,1,4,2,6,6,2,9,6,6,7,8,4,12,11,11,8,7,10,8,8,13,17,10,7,6,13,7,8,12,10,14,22,22,15,10,22,16,16,12,13,9,14,11,15,7,8,10,23,16,15,18,12,18,5,10,8,14,11,8,15,12,13,8,9,6,9,2,12,2,5,7,7,3,4,10,6,5,6,2,3,2,5,2,1,5,5,3,2,1,1,1,4,1,5,-1,3,1,1,3,1,-1,1,-2,2,-10,2,-5,1,-1,1,-54
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,1,1,1,2,1,4,3,1,-1,1,2,4,1,3,1,4,2,6,6,2,9,6,6,7,8,4,12,11,11,8,7,10,8,8,13,17,10,7,6,13,7,8,12,10,14,21,23,15,10,22,16,16,11,14,9,14,11,15,7,8,10,23,16,15,18,12,18,5,10,8,14,11,7,16,12,13,8,9,6,9,2,12,2,5,7,7,3,4,10,6,5,6,2,3,2,5,2,1,5,5,3,2,1,1,1,4,1,5,-1,3,1,1,3,1,-1,1,-2,2,-10,2,-5,1,-1,1,-54
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,-1,2,1,2,1,4,3,1,-1,1,2,4,1,3,2,3,2,6,6,2,9,6,6,7,8,4,12,11,11,9,6,10,8,9,12,17,10,7,6,13,7,8,13,9,15,21,22,15,11,21,16,16,12,13,9,14,11,15,7,8,10,23,16,15,18,13,17,5,10,8,14,11,8,15,12,13,8,9,6,9,2,12,2,5,7,7,3,4,10,6,5,6,2,3,2,5,2,1,5,5,3,2,1,1,1,4,1,5,-1,3,1,1,3,1,-1,1,-2,2,-10,2,-5,1,-1,1,-54
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,1,1,1,2,1,4,3,1,-1,1,3,3,1,3,1,4,2,6,6,2,9,5,7,7,8,4,12,11,11,8,8,9,8,8,13,17,10,7,6,12,7,9,12,10,14,21,23,15,11,21,15,17,11,14,9,14,10,16,7,8,10,23,16,15,18,12,17,6,10,8,13,12,7,16,12,13,9,8,6,9,2,12,2,5,7,7,3,4,10,6,5,6,2,3,2,5,2,1,5,5,3,2,1,1,1,4,1,5,-1,3,1,1,3,1,-1,1,-2,2,-10,2,-5,1,-1,1,-54
-77,1,-4,1,-11,1,-3,1,1,-3,1,1,1,1,-1,1,1,-2,2,-1,3,1,2,1,3,3,1,-1,3,2,1,3,2,2,5,2,4,6,2,9,8,7,4,9,6,12,11,12,11,3,11,7,15,13,10,11,8,6,10,9,8,14,13,13,23,21,17,10,19,16,16,11,14,10,13,13,8,6,18,9,16,22,12,19,11,14,5,10,14,12,12,8,12,13,15,6,10,6,8,2,10,1,6,8,4,3,6,8,7,4,5,1,6,2,3,2,1,6,3,3,2,1,3,2,5,1,4,-1,1,1,1,2,1,-1,1,-2,2,-8,1,1,-6,2,-55
-76,1,-5,1,-11,1,-3,1,1,-3,1,2,-1,1,-1,1,1,-2,2,-1,3,1,2,1,3,3,1,-1,3,2,1,3,3,1,5,2,4,6,3,8,9,7,3,9,8,10,11,12,11,3,11,8,14,13,10,11,8,8,9,8,8,14,13,14,22,23,15,11,17,18,14,12,15,10,13,12,8,6,18,9,16,22,12,19,12,13,5,11,13,12,12,8,14,11,16,6,9,6,8,3,9,1,6,9,3,4,7,6,7,4,5,1,6,2,3,2,1,6,4,2,2,1,3,2,5,1,4,-1,1,1,1,2,1,-1,1,-2,2,-8,1,1,-5,1,1,-55
-76,1,-5,1,-11,1,-3,1,1,-3,1,1,1,1,-1,1,1,-2,2,-1,3,1,2,1,3,3,1,-1,3,2,1,3,2,2,5,2,4,6,3,8,8,8,3,9,7,11,11,12,11,3,12,7,14,13,10,11,8,7,10,8,8,14,13,13,23,22,16,11,17,18,14,12,14,10,13,13,8,6,18,9,16,22,12,19,13,12,5,11,13,12,12,8,12,13,16,5,10,6,8,2,10,1,6,9,3,3,7,7,7,4,5,1,6,2,3,2,1,6,4,2,2,1,3,2,5,1,4,-1,1,1,1,2,1,-1,1,-2,2,-8,1,1,-5,1,1,-55
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,-1,2,1,2,1,4,3,1,-1,1,2,4,3,1,2,3,3,5,6,2,9,6,6,8,7,4,13,10,11,10,5,11,7,10,12,16,10,7,6,13,9,7,14,9,13,21,22,16,11,20,15,18,11,13,10,14,12,13,7,8,10,23,19,12,19,13,15,7,10,7,13,12,9,14,12,14,6,10,6,9,2,12,2,5,7,7,3,4,9,7,5,6,2,3,2,5,2,1,6,4,3,2,1,1,2,3,1,5,-1,3,1,1,2,2,-1,1,-2,2,-9,1,1,-5,1,-1,1,-54
-76,1,-6,1,-11,1,-2,1,1,-2,1,-1,2,1,-1,1,1,-2,1,-1,2,1,2,1,4,3,1,-1,1,2,4,3,1,2,3,3,5,6,2,9,6,6,8,7,4,14,9,11,10,5,11,7,10,12,16,10,7,6,13,8,8,14,9,13,21,21,16,12,20,16,17,11,13,9,15,12,13,7,8,10,23,19,12,19,12,16,7,10,7,13,12,8,15,12,14,6,10,6,9,2,12,2,5,7,7,3,4,10,6,5,6,2,3,2,5,2,1,5,5,3,2,1,1,2,3,1,5,-1,3,1,1,3,1,-1,1,-2,2,-10,2,-5,1,-1,1,-54
-76,1,-5,1,-11,1,-3,1,1,-3,1,2,-1,1,-1,1,1,-1,1,1,-1,3,1,2,1,4,2,1,-1,3,2,1,3,3,1,5,2,4,6,3,8,9,7,3,9,8,11,10,12,11,3,11,8,13,14,10,11,8,8,9,8,8,15,12,14,22,23,16,10,18,17,15,11,15,10,13,12,8,7,17,10,15,22,12,20,11,14,4,11,13,12,12,8,14,11,16,6,9,6,8,3,9,1,6,9,3,4,8,5,7,4,5,1,6,2,3,2,1,6,5,1,2,1,3,2,5,1,4,-1,1,1,1,2,1,-1,1,-2,2,-8,1,1,-5,1,1,-55
