3.1415926,0.000#0.210#0.220#0.160#0.170#0.190#0.180#0.200#0.110#0.120#0.550,3.800e+01,-00006020,000005532,1,000000038,000000304,000000000,000000000
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,1,2,1,-1,3,-1,2,1,3,3,2,5,3,3,3,2,2,2,2,3,3,4,3,4,1,8,2,4,5,4,5,5,9,5,8,7,7,7,10,6,5,6,7,8,8,8,9,11,13,11,8,6,13,13,11,11,18,12,14,15,12,11,8,17,8,12,12,12,9,7,11,12,12,13,6,10,8,8,9,13,13,9,20,9,8,11,12,6,7,6,8,9,7,4,5,7,3,5,7,6,7,6,8,5,7,5,7,2,9,2,2,2,4,5,2,6,2,9,4,2,1,4,5,5,2,1,3,1,3,1,1,2,-1,1,2,1,2,1,2,1,1,2,-6,2,-11,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,2,3,-1,1,1,-1,2,1,1,-1,3,-1,1,2,3,3,5,2,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,6,5,5,10,8,8,8,11,15,10,6,8,16,10,12,10,17,13,17,12,11,12,8,17,10,10,12,12,8,8,12,11,13,12,4,12,9,7,12,10,13,9,19,10,10,9,12,6,7,6,11,6,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,1,2,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,2,3,-1,1,1,-1,2,1,1,-1,3,-1,1,2,3,3,5,2,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,10,4,7,8,6,8,8,8,6,5,5,10,8,8,8,11,15,10,6,8,16,10,12,10,17,13,17,12,10,13,8,17,10,10,12,12,8,8,12,11,13,12,5,11,9,7,12,10,13,9,19,10,10,9,12,6,7,6,11,6,10,1,6,6,3,5,9,4,8,5,9,4,8,4,7,2,6,5,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,1,2,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,2,1,1,-1,3,-1,2,1,3,3,4,3,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,5,6,7,8,7,9,7,12,15,10,7,7,16,10,13,9,17,13,16,13,10,13,8,17,10,10,12,12,8,8,11,12,13,12,4,12,9,7,12,10,12,10,20,9,10,9,12,6,7,6,9,8,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,3,8,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,2,1,1,-1,3,-1,2,1,3,3,4,3,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,5,6,7,8,7,9,7,12,15,10,7,7,16,10,12,10,17,13,17,12,10,13,8,17,10,10,12,12,8,8,11,12,13,12,4,12,9,7,12,10,12,10,19,10,10,9,12,6,6,7,10,7,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,2,1,1,-1,3,-1,1,2,3,3,5,2,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,5,6,6,9,7,9,7,12,15,10,6,8,16,10,12,10,17,13,17,12,11,12,7,18,10,10,12,12,8,8,12,11,13,12,4,12,9,7,11,11,13,9,19,10,10,9,12,6,7,6,10,7,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,2,1,1,-1,3,-1,1,2,3,3,4,3,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,5,6,7,8,7,9,7,12,15,10,6,8,16,10,12,10,17,13,17,12,10,13,8,17,10,10,12,12,8,8,12,11,13,12,4,12,9,7,11,11,12,10,19,10,10,9,12,6,7,6,10,7,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,2,3,-1,1,1,-1,2,1,1,-1,3,-1,1,2,3,3,5,2,3,3,2,3,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,9,5,7,8,7,7,8,8,5,6,5,10,7,9,8,11,15,10,6,8,16,10,12,10,17,13,17,12,11,12,7,18,10,10,12,12,8,8,12,11,13,12,4,12,9,7,11,11,13,9,19,10,10,9,12,6,7,6,10,7,10,1,6,6,3,5,9,4,9,4,9,4,8,4,7,2,7,4,3,1,5,4,3,5,4,7,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,1,2,1,-1,3,-1,2,1,3,3,4,3,4,2,3,2,2,2,2,3,3,4,3,4,2,7,1,5,5,4,4,6,10,4,7,8,7,7,7,9,5,6,7,8,7,9,7,12,15,10,7,7,16,10,13,9,17,13,17,12,11,12,7,18,10,10,12,12,9,7,10,13,14,11,3,13,8,8,10,12,12,10,20,9,10,9,12,6,7,6,8,9,10,1,6,6,2,6,8,5,9,4,8,5,8,4,8,1,9,2,2,2,5,4,3,5,3,8,3,3,1,4,6,4,2,1,2,2,2,2,2,1,1,-1,2,1,2,1,1,2,2,1,-6,2,-11,1,-15,1,-6,1,-30
-55,1,-4,1,-7,1,1,-3,2,-3,1,-1,1,1,1,1,1,3,2,-1,1,1,-1,2,1,1,-1,3,-1,2,1,3,3,4,3,4,2,3,2,2,2,2,3,3,4,3,4,3,6,1,5,5,4,4,6,10,4,7,8,7,7,7,9,5,6,7,8,7,9,7,12,15,10,7,7,16,10,11,11,16,14,17,12,10,13,8,17,10,10,13,11,9,7,11,12,14,11,3,13,8,8,10,12,12,10,20,9,10,9,12,6,7,6,8,9,10,1,6,6,2,6,8,5,9,4,8,5,8,4,8,1,8,3,2,2,5,4,3,5,3,8,3,3,1,4,6,4,2,1,2,2,3,1,2,1,1,-1,2,1,2,1,1,2,2,1,-6,1,1,-10,1,-15,1,-6,1,-30
