1.8849556,0.000#0.770,5.000e-02,-00000007,000000008,0,000000001,000000300,000000000,000000000
-80,1,-2,1,-1,1,1,2,1,-2,3,2,3,1,2,4,4,-1,3,11,10,9,9,6,10,12,12,17,12,14,12,23,22,18,25,20,35,34,40,34,40,51,53,57,55,57,59,65,67,75,63,64,97,70,91,94,113,99,100,117,109,106,100,109,139,98,140,136,146,119,130,107,137,153,129,145,138,120,127,139,114,121,121,115,106,98,112,98,87,98,85,87,76,91,88,68,53,63,43,62,58,45,41,44,34,32,40,30,24,21,22,26,17,18,13,20,18,7,9,11,9,6,9,3,6,1,3,4,5,2,1,2,2,3,1,2,1,2,1,1,1,-13,1,-64
-96,1,-1,1,-2,2,1,2,-2,1,3,3,1,2,4,4,1,2,10,7,10,11,4,12,11,10,13,21,7,18,11,24,23,22,20,31,35,36,38,31,59,44,55,59,62,53,67,62,73,65,69,76,81,96,83,94,118,97,115,104,114,90,116,133,111,123,130,144,132,121,121,117,153,146,142,132,125,130,127,130,118,118,117,112,98,106,98,101,84,100,84,79,77,106,60,69,54,48,68,52,47,41,48,31,40,34,32,27,23,23,29,13,22,11,21,13,16,6,10,14,5,8,5,6,1,2,3,8,-1,2,3,2,1,3,-1,3,1,1,1,2,-14,1,-48
