1.8849556,0.000#0.510,1.000e+00,-00000156,000000212,0,000000001,000000368,000000000,000000000
-84,1,1,-2,1,1,-2,2,-1,2,3,-3,6,3,2,4,7,6,13,10,6,15,13,18,24,28,22,33,37,31,44,55,53,50,71,67,112,85,101,118,118,123,137,157,147,154,152,180,195,178,204,195,237,232,218,220,227,269,215,258,210,250,236,248,212,225,248,225,195,208,185,161,133,140,137,126,137,132,105,105,115,92,86,79,75,52,52,41,40,35,28,32,19,26,19,20,14,10,8,12,7,5,4,9,2,3,8,2,-1,1,2,-6,1,1,-3,1,-1,1,-21,1,-42,1,-91
-85,1,1,-2,1,1,-1,1,1,1,4,-3,2,5,3,3,3,8,9,10,11,13,12,17,12,35,26,22,37,40,31,46,58,53,59,60,93,92,102,107,125,107,138,157,140,159,153,161,179,191,200,192,223,229,241,198,242,231,256,235,221,245,224,242,226,234,232,245,205,211,193,166,150,137,137,126,136,139,116,103,112,93,99,81,76,66,56,38,53,27,34,28,26,22,21,27,15,13,6,10,9,8,1,9,5,2,4,8,-2,2,1,-5,1,1,-3,1,-1,1,-21,1,-42,1,-91
